"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","avg_duration_min","avg_ci_interruptions","pct_ci_route","pct_ci_route_sep","pct_ci_route_paint","pct_ci_route_mixed","pct_ci_route_foot","pct_lts1","pct_lts2","pct_lts3","pct_lts4","pct_lts1_alternative","pct_lts2_alternative","pct_lts3_alternative","pct_lts4_alternative","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Leeds",2018,1,992062,3390.08,1.61,0,27.99,1.24,19.55,13.55,2.72,0.15,3.13,62.99,1.79,23.13,12.08,71.52,1.31,17.66,9.49,3563015.894,64335,1.81,55.15,2.09,25.71,17.05,44846,5709,1532,12248,2.32,"20260325_164542",19996,11375390
"Leeds",2020,1,992062,3401.9,1.61,0.35,26.76,1.43,21.78,16.27,2.47,0.48,2.56,65.8,5.36,15.19,13.64,75.49,4.05,10.43,10.03,3847593.735,76792,2,57.84,7.25,18.31,16.59,56889,6230,2612,11061,2.32,"20260325_164542",19967,12799325
"Leeds",2022,1,992062,3349.04,1.59,-1.21,24.53,1.67,27.68,23.73,1.82,1.23,0.9,70.58,5.97,13.06,10.38,81.42,3.73,8.54,6.3,4145511.024,112049,2.7,60.47,7.58,16.79,15.17,88398,8362,6691,8597,2.32,"20260325_164542",19999,16240903
