"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","avg_duration_min","avg_ci_interruptions","pct_ci_route","pct_ci_route_sep","pct_ci_route_paint","pct_ci_route_mixed","pct_ci_route_foot","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Dublin",2016,1,1013988,3623.19,1.69,0,26.06,1.79,39.32,9.01,27.83,1.3,1.18,45.16,0.83,36.26,17.75,3772155.521,136985,3.63,57.22,2.18,23.67,16.93,49604,76124,3603,7654,3.91,"20260303_120114",19976,10701708
"Dublin",2016,2,1013988,3614.65,1.68,0,25.88,1.82,39,8.81,27.74,1.29,1.15,44.55,1.76,36.1,17.59,3772155.521,136985,3.63,57.22,2.18,23.67,16.93,49604,76124,3603,7654,3.91,"20260303_120114",19976,10942533
"Dublin",2019,1,1013988,3586.67,1.67,-1.01,24.75,2,39.18,9.26,27.01,1.78,1.12,49.31,2.99,30.14,17.56,4094194.504,149802,3.66,63.19,5.48,15.89,15.44,54779,80552,7257,7215,3.91,"20260303_120114",19941,11642371
"Dublin",2019,2,1013988,3574.92,1.67,-1.1,23.66,2.05,37.54,8.93,25.98,1.71,0.92,47.56,6.94,28.71,16.78,4094194.504,149802,3.66,63.19,5.48,15.89,15.44,54779,80552,7257,7215,3.91,"20260303_120114",19941,12905214
"Dublin",2021,1,1013988,3587.38,1.67,-0.99,24.02,2.13,41.46,9.94,26.64,3.8,1.09,50.79,3.21,26.7,19.3,4225213.529,163889,3.88,66.18,5.72,13.34,14.76,63267,80349,13241,7032,3.91,"20260303_120114",19941,12039355
"Dublin",2021,2,1013988,3568.72,1.67,-1.27,22.79,2.19,39.49,9.29,25.51,3.73,0.95,48.91,7.36,25.38,18.35,4225213.529,163889,3.88,66.18,5.72,13.34,14.76,63267,80349,13241,7032,3.91,"20260303_120114",19941,13322655
"Dublin",2024,1,1013988,3531.3,1.65,-2.54,22.66,2.29,47.79,12.32,29.01,5.8,0.66,49.21,4.22,19.49,27.08,4300918.759,228585,5.31,69.43,6.84,9.27,14.47,90796,101950,29890,5948,3.91,"20260303_120114",19965,13371761
"Dublin",2024,2,1013988,3504.95,1.64,-3.03,21.69,2.41,46.35,12.06,27.96,5.64,0.7,47.49,8.01,19.19,25.31,4300918.759,228585,5.31,69.43,6.84,9.27,14.47,90796,101950,29890,5948,3.91,"20260303_120114",19965,14437035
"Dublin",2026,1,1013988,3508.62,1.64,-3.16,22.44,2.17,50.45,16.28,28.39,5.42,0.36,52.14,4.41,15.48,27.98,4428858.4,249542,5.63,70.69,7.17,7.57,14.58,112510,102087,28851,6095,3.91,"20260303_120114",19965,13258353
"Dublin",2026,2,1013988,3482.42,1.62,-3.66,21.59,2.3,48.35,15.84,26.92,5.28,0.32,50.53,8.24,14.98,26.25,4428858.4,249542,5.63,70.69,7.17,7.57,14.58,112510,102087,28851,6095,3.91,"20260303_120114",19965,14348923
