"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","avg_duration_min","avg_ci_interruptions","pct_ci_route","pct_ci_route_sep","pct_ci_route_paint","pct_ci_route_mixed","pct_ci_route_foot","pct_lts1","pct_lts2","pct_lts3","pct_lts4","pct_lts1_alternative","pct_lts2_alternative","pct_lts3_alternative","pct_lts4_alternative","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Valencia",2016,1,806652,3854.42,1.73,0,26.75,1.15,46.87,42.69,3.66,0.3,0.21,64.13,1.26,15.49,19.11,82.34,0.5,8.48,8.67,5601919.405,272599,4.87,48.29,1.06,21.2,29.45,238868,24747,2929,6054,5.24,"20260331_122804",19992,45735511
"Valencia",2018,1,806652,3830.93,1.72,-0.61,25.98,1.24,48.04,42.24,3.7,0.47,1.63,65.95,1.25,13.63,19.17,83.97,0.55,6.9,8.58,5813146.583,296312,5.1,49.47,1.36,19.41,29.76,241222,34397,4299,16395,5.24,"20260331_122804",19997,49803048
"Valencia",2020,1,806652,3758.18,1.69,-2.5,24.96,1.31,50.59,43.57,0.84,3.5,2.68,69.08,2.22,11.12,17.57,86.03,1.05,5.05,7.86,6204391.519,335080,5.4,51.34,2.05,16.05,30.56,268543,16700,29361,20476,5.24,"20260331_122804",19999,54260623
"Valencia",2022,1,806652,3737,1.68,-3.05,24.72,1.39,50.39,44.57,0.55,3.16,2.1,70.52,2.6,11.22,15.66,87.15,1.14,5.15,6.55,6639651.205,349117,5.26,52.34,2.67,16.81,28.18,286194,13312,31522,18089,5.24,"20260331_122804",19963,55102507
"Valencia",2024,1,806652,3688.56,1.65,-4.3,23.82,1.38,53.65,47.36,0.96,3.41,1.92,71.74,3.15,10.06,15.05,88.79,1.13,4.5,5.58,6811432.315,397689,5.84,52.2,3.24,14.64,29.93,327411,15651,39255,15373,5.24,"20260331_122804",19990,57514789
"Valencia",2026,1,806652,3665.3,1.64,-4.91,23.71,1.49,56.03,49.26,1.2,3.54,2.02,75.47,3.66,7.01,13.84,89.29,1.52,3.79,5.39,7104663.323,438840,6.18,51.8,4.37,12.28,31.56,350747,18706,48318,21069,5.24,"20260331_122804",20000,57710372
