"city","year","lts","found_routes","access_15min_vol"
"graz",16,3,19982,85904940
"graz",16,4,20000,136403322
"graz",21,3,19972,95854295
"graz",21,4,20000,130106024
"graz",26,3,19916,84126455
"graz",26,4,20000,107208533
"graz",16,1,19972,23308531
"graz",16,2,19974,24756976
"graz",19,1,19976,23565518
"graz",19,2,19979,24971483
"graz",21,1,19980,23899160
"graz",21,2,19982,25230845
"graz",24,1,19841,24474222
"graz",24,2,19845,25055126
"graz",26,1,19981,22877043
"graz",26,2,19984,23564835
