"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Curitiba",2016,1,2291430,7849.56,1.47,0,8.8,62.26,0.8,8.89,27.99,5958499.97,97151,1.63,46.21,0.76,21.97,31.06,87692,6226,0,3233,10.53,"20260227_090932",13737,2874121
"Curitiba",2016,2,2291430,7979.73,1.47,0,9.05,61.08,2.87,9.04,26.96,5958499.97,97151,1.63,46.21,0.76,21.97,31.06,87692,6226,0,3233,10.53,"20260227_090932",14034,2922310
"Curitiba",2016,3,2291430,9539,1.47,0,6.83,44.38,2.8,34.13,18.65,5958499.97,97151,1.63,46.21,0.76,21.97,31.06,87692,6226,0,3233,10.53,"20260227_090932",18144,4686016
"Curitiba",2016,4,2291430,9155.55,1.29,0,8.82,21.32,1.31,15.75,61.58,5958499.97,97151,1.63,46.21,0.76,21.97,31.06,87692,6226,0,3233,10.53,"20260227_090932",19991,11840409
"Curitiba",2021,1,2291430,8377.38,1.47,6.72,12.11,68.82,3.43,9.27,18.45,6344853.304,137628,2.17,50.27,2.74,20.21,26.78,104217,18053,0,15358,10.53,"20260227_090932",15152,3155699
"Curitiba",2021,2,2291430,9181.93,1.47,15.07,13.65,58.81,19.06,7.91,14.2,6344853.304,137628,2.17,50.27,2.74,20.21,26.78,104217,18053,0,15358,10.53,"20260227_090932",17079,3681972
"Curitiba",2021,3,2291430,9832.63,1.42,3.08,7.85,37.54,15.16,38.98,8.3,6344853.304,137628,2.17,50.27,2.74,20.21,26.78,104217,18053,0,15358,10.53,"20260227_090932",19470,6655732
"Curitiba",2021,4,2291430,9049.63,1.28,-1.16,11.1,23.97,7.06,18.94,50.01,6344853.304,137628,2.17,50.27,2.74,20.21,26.78,104217,18053,0,15358,10.53,"20260227_090932",19991,12310563
"Curitiba",2026,1,2291430,9055.77,1.48,15.37,33.89,77.66,5.26,4.83,12.22,7079155.842,189369,2.68,52.91,7.44,16.51,23.13,145599,12282,19162,12326,10.53,"20260227_090932",16519,3480113
"Curitiba",2026,2,2291430,9682.32,1.46,21.34,29.19,59.59,26.93,4.24,9.21,7079155.842,189369,2.68,52.91,7.44,16.51,23.13,145599,12282,19162,12326,10.53,"20260227_090932",18503,4340523
"Curitiba",2026,3,2291430,9875.56,1.42,3.53,22.35,44.19,25.33,23.86,6.6,7079155.842,189369,2.68,52.91,7.44,16.51,23.13,145599,12282,19162,12326,10.53,"20260227_090932",19598,6530027
"Curitiba",2026,4,2291430,9114.45,1.28,-0.45,13.79,24.69,13.4,13.4,48.48,7079155.842,189369,2.68,52.91,7.44,16.51,23.13,145599,12282,19162,12326,10.53,"20260227_090932",19991,11852941
