"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","avg_duration_min","avg_ci_interruptions","pct_ci_route","pct_ci_route_sep","pct_ci_route_paint","pct_ci_route_mixed","pct_ci_route_foot","pct_lts1","pct_lts2","pct_lts3","pct_lts4","pct_lts1_alternative","pct_lts2_alternative","pct_lts3_alternative","pct_lts4_alternative","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Curitiba",2018,1,2291430,3737.39,1.69,0,29.73,0.62,23.73,19.87,3.24,0,0.62,52.53,3.53,13.87,29.99,69.27,1.38,12.34,16.93,6224884.512,119077,1.91,49.06,1.61,22.55,26.78,92073,18261,0,8743,4.41,"20260325_161517",19871,10761895
"Curitiba",2020,1,2291430,3712.83,1.67,-0.66,28.66,0.76,25.53,21.68,3.07,0,0.77,54.33,4.78,12.03,28.82,71.67,2.02,10.41,15.86,6322614.575,139455,2.21,49.97,2.68,20.17,27.18,106336,18051,0,15068,4.41,"20260325_161517",19933,11118895
"Curitiba",2022,1,2291430,3702.27,1.67,-0.94,28.7,0.79,24.07,20.4,3.03,0,0.64,56.58,6.48,11.4,25.54,72.7,3.71,9.65,13.93,7217932.437,144636,2,52.54,5.85,18.44,23.17,111969,18036,0,14631,4.41,"20260325_161517",19889,11276873
