"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Seattle",2016,1,1821685,8601.31,1.55,0,20.89,74.53,3.14,8.78,13.53,3968229.911,232604,5.86,53.96,5.56,18.42,22.07,49342,73651,97067,12545,19.31,"20260227_085049",18326,53091593
"Seattle",2016,2,1821685,9083.89,1.58,0,26.03,68.46,13.08,6.95,11.5,3968229.911,232604,5.86,53.96,5.56,18.42,22.07,49342,73651,97067,12545,19.31,"20260227_085049",19280,64383849
"Seattle",2016,3,1821685,8752.03,1.49,0,39.37,47.78,8.32,36.01,7.88,3968229.911,232604,5.86,53.96,5.56,18.42,22.07,49342,73651,97067,12545,19.31,"20260227_085049",20000,166991783
"Seattle",2016,4,1821685,7858.54,1.35,0,33.47,22.82,5.25,23.92,47.99,3968229.911,232604,5.86,53.96,5.56,18.42,22.07,49342,73651,97067,12545,19.31,"20260227_085049",20000,295168261
"Seattle",2021,1,1821685,8856.8,1.51,2.97,29.55,89.66,2.44,3.07,4.81,4656005.411,279331,6,66.33,6.43,11.65,15.59,65438,72747,126526,14619,19.31,"20260227_085049",19974,81063303
"Seattle",2021,2,1821685,8798.79,1.5,-3.14,34.14,80.8,12.86,2.68,3.65,4656005.411,279331,6,66.33,6.43,11.65,15.59,65438,72747,126526,14619,19.31,"20260227_085049",20000,133791303
"Seattle",2021,3,1821685,8467.92,1.44,-3.25,43.83,62.78,12.7,21.34,3.17,4656005.411,279331,6,66.33,6.43,11.65,15.59,65438,72747,126526,14619,19.31,"20260227_085049",20000,162627009
"Seattle",2021,4,1821685,7842.82,1.34,-0.2,39.29,31.66,7.73,18.12,42.47,4656005.411,279331,6,66.33,6.43,11.65,15.59,65438,72747,126526,14619,19.31,"20260227_085049",20000,275223090
"Seattle",2026,1,1821685,8740.11,1.49,1.61,42.62,93.52,3.02,0.18,3.26,4678277.763,327332,7,71.81,13.03,1.15,14,100320,59072,147761,20179,19.31,"20260227_085049",19987,83529953
"Seattle",2026,2,1821685,8521.4,1.45,-6.19,47.31,73.64,23.73,0.28,2.34,4678277.763,327332,7,71.81,13.03,1.15,14,100320,59072,147761,20179,19.31,"20260227_085049",19989,149618370
"Seattle",2026,3,1821685,8488.91,1.45,-3.01,47.23,70.65,25.52,1.48,2.33,4678277.763,327332,7,71.81,13.03,1.15,14,100320,59072,147761,20179,19.31,"20260227_085049",19989,155081255
"Seattle",2026,4,1821685,7934.92,1.36,0.97,46.47,42.36,17.78,1.34,38.5,4678277.763,327332,7,71.81,13.03,1.15,14,100320,59072,147761,20179,19.31,"20260227_085049",19992,244643181
