"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Bologna",2016,1,429695,7072.99,1.56,0,38.73,80.85,0.79,10.35,7.94,3288425.756,159003,4.84,43.05,1.11,30.94,24.91,124778,2898,1557,29771,18.02,"20260226_092023",18957,47143246
"Bologna",2016,2,429695,7074.95,1.55,0,38.99,77.4,5.04,10,7.49,3288425.756,159003,4.84,43.05,1.11,30.94,24.91,124778,2898,1557,29771,18.02,"20260226_092023",19033,51308755
"Bologna",2016,3,429695,7152.73,1.5,0,30.21,53.84,4.87,37,4.21,3288425.756,159003,4.84,43.05,1.11,30.94,24.91,124778,2898,1557,29771,18.02,"20260226_092023",19976,76217896
"Bologna",2016,4,429695,6437.51,1.36,0,16.37,29.81,4.03,26.19,39.9,3288425.756,159003,4.84,43.05,1.11,30.94,24.91,124778,2898,1557,29771,18.02,"20260226_092023",20000,110459239
"Bologna",2021,1,429695,7087.03,1.53,0.2,48.05,84.9,1.31,7.68,6.08,3876790.196,255583,6.59,50.2,2.36,25.27,22.16,196527,20733,6516,31806,18.02,"20260226_092023",19272,53402762
"Bologna",2021,2,429695,7048.3,1.52,-0.38,48.54,78.76,7.98,7.47,5.76,3876790.196,255583,6.59,50.2,2.36,25.27,22.16,196527,20733,6516,31806,18.02,"20260226_092023",19337,59003052
"Bologna",2021,3,429695,7016.17,1.47,-1.91,39.89,62.56,7.69,25.33,4.4,3876790.196,255583,6.59,50.2,2.36,25.27,22.16,196527,20733,6516,31806,18.02,"20260226_092023",19983,77715625
"Bologna",2021,4,429695,6418.27,1.36,-0.3,31.54,35.48,6.17,19.22,39.1,3876790.196,255583,6.59,50.2,2.36,25.27,22.16,196527,20733,6516,31806,18.02,"20260226_092023",20000,108323898
"Bologna",2026,1,429695,7165.56,1.54,1.31,62.56,86.69,4.29,3.52,5.47,4173306.988,323785,7.76,54.68,7.46,15.9,21.96,206311,75912,13940,27621,18.02,"20260226_092023",19424,45177943
"Bologna",2026,2,429695,7096.34,1.51,0.3,59.09,68.94,23.3,3.27,4.45,4173306.988,323785,7.76,54.68,7.46,15.9,21.96,206311,75912,13940,27621,18.02,"20260226_092023",19724,57724979
"Bologna",2026,3,429695,7103.02,1.49,-0.69,57.82,64.8,22.28,9,3.89,4173306.988,323785,7.76,54.68,7.46,15.9,21.96,206311,75912,13940,27621,18.02,"20260226_092023",19972,67414273
"Bologna",2026,4,429695,6538.6,1.38,1.57,45.64,36.47,15.9,8.97,38.62,4173306.988,323785,7.76,54.68,7.46,15.9,21.96,206311,75912,13940,27621,18.02,"20260226_092023",19998,91903424
