"city","year","lts","found_routes","access_15min_vol"
"manila",16,1,19714,11214459
"manila",18,1,19597,11164952
"manila",20,1,18758,11431572
"manila",22,1,19745,19732089
"manila",24,1,19689,18788213
"manila",26,1,19674,19422897
