"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"London","2016",1,340900,7613.79,1.46,0,18.4,67.17,6.89,7.42,18.5,5905711.539,199965,3.39,45.21,13.24,13.71,27.84,76600,64236,38265,20863,NA,"20260226_041959",18736,55918289
"London","2016",2,340900,8031.46,1.47,0,19.17,52.53,29.5,6.06,11.88,5905711.539,199965,3.39,45.21,13.24,13.71,27.84,76600,64236,38265,20863,NA,"20260226_041959",19912,120918099
"London","2016",3,340900,7753.46,1.42,0,20.97,37.66,26.84,26.76,8.72,5905711.539,199965,3.39,45.21,13.24,13.71,27.84,76600,64236,38265,20863,NA,"20260226_041959",19948,183876767
"London","2016",4,340900,6675,1.23,0,21.26,12.48,10.93,12.43,64.14,5905711.539,199965,3.39,45.21,13.24,13.71,27.84,76600,64236,38265,20863,NA,"20260226_041959",19948,399762972
"London","2021",1,340900,7898.72,1.46,3.74,30.39,79.59,7.96,0.62,11.81,6414543.9,301965,4.71,54.9,18.87,1.8,24.43,159483,69312,53295,19875,NA,"20260226_041959",19771,74289944
"London","2021",2,340900,7720.11,1.42,-3.88,27.16,57.92,33.92,0.44,7.71,6414543.9,301965,4.71,54.9,18.87,1.8,24.43,159483,69312,53295,19875,NA,"20260226_041959",19947,159240823
"London","2021",3,340900,7684.95,1.41,-0.88,27.36,56.14,33.36,3.13,7.35,6414543.9,301965,4.71,54.9,18.87,1.8,24.43,159483,69312,53295,19875,NA,"20260226_041959",19947,170650559
"London","2021",4,340900,6686.68,1.24,0.17,27.91,20.63,15.28,2.49,61.59,6414543.9,301965,4.71,54.9,18.87,1.8,24.43,159483,69312,53295,19875,NA,"20260226_041959",19948,378227729
"London","2026",1,340900,7935.76,1.45,4.23,28.99,87.13,5.61,0.36,6.9,6504691.442,392838,6.04,64.57,16.39,1,18.04,186791,86133,92394,27520,NA,"20260226_041959",19912,83772120
"London","2026",2,340900,7717.14,1.42,-3.91,29.74,68.73,25.76,0.33,5.17,6504691.442,392838,6.04,64.57,16.39,1,18.04,186791,86133,92394,27520,NA,"20260226_041959",19941,144862825
"London","2026",3,340900,7709.38,1.42,-0.57,29.63,67.28,25.9,1.74,5.07,6504691.442,392838,6.04,64.57,16.39,1,18.04,186791,86133,92394,27520,NA,"20260226_041959",19942,148895433
"London","2026",4,340900,6941.23,1.28,3.99,40.14,31.54,15.38,0.99,52.09,6504691.442,392838,6.04,64.57,16.39,1,18.04,186791,86133,92394,27520,NA,"20260226_041959",19944,295340675
