"city","year","lts","found_routes","access_15min_vol"
"stockholm",16,3,19993,745442198
"stockholm",16,4,20000,842847325
"stockholm",21,3,19905,724629567
"stockholm",21,4,19931,840890127
"stockholm",26,3,19814,683851121
"stockholm",26,4,19891,802290093
"stockholm",16,1,19726,79569963
"stockholm",16,2,19726,87553622
"stockholm",19,1,19798,89032017
"stockholm",19,2,19800,98133622
"stockholm",21,1,19733,89506463
"stockholm",21,2,19802,97328473
"stockholm",24,1,19690,88449748
"stockholm",24,2,19759,99841158
"stockholm",26,1,19690,88250440
"stockholm",26,2,19759,97500367
