"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Seoul",2016,1,9796000,8409.15,1.53,0,9.82,66.93,0.43,2.41,30.19,8438486.004,79104,0.94,55.53,1.22,6.42,36.84,78996,0,0,108,18.54,"20260226_083006",15074,87553494
"Seoul",2016,2,9796000,8535.64,1.54,0,9.53,64.87,3.29,2.42,29.38,8438486.004,79104,0.94,55.53,1.22,6.42,36.84,78996,0,0,108,18.54,"20260226_083006",15290,90208691
"Seoul",2016,3,9796000,8904.19,1.53,0,8.77,58.91,3.35,10.79,26.92,8438486.004,79104,0.94,55.53,1.22,6.42,36.84,78996,0,0,108,18.54,"20260226_083006",16318,100601581
"Seoul",2016,4,9796000,8526.81,1.27,0,0.36,13.89,1.26,3.28,81.54,8438486.004,79104,0.94,55.53,1.22,6.42,36.84,78996,0,0,108,18.54,"20260226_083006",20000,267443095
"Seoul",2021,1,9796000,9904.89,1.52,17.79,25.46,86.07,0.39,1.81,11.71,9951391.308,188848,1.9,65.36,1.36,5.99,27.29,140913,9409,26497,12030,18.54,"20260226_083006",18971,106977945
"Seoul",2021,2,9796000,10001.37,1.52,17.17,25.46,83.01,4.16,1.73,11.08,9951391.308,188848,1.9,65.36,1.36,5.99,27.29,140913,9409,26497,12030,18.54,"20260226_083006",19231,109986325
"Seoul",2021,3,9796000,10117.77,1.5,13.63,25.77,75.46,4.58,10.03,9.91,9951391.308,188848,1.9,65.36,1.36,5.99,27.29,140913,9409,26497,12030,18.54,"20260226_083006",19696,133006958
"Seoul",2021,4,9796000,8437.78,1.25,-1.04,7.32,22.14,1.98,4.9,70.96,9951391.308,188848,1.9,65.36,1.36,5.99,27.29,140913,9409,26497,12030,18.54,"20260226_083006",19982,272590286
"Seoul",2026,1,9796000,10062.76,1.5,19.66,25.62,89.51,0.42,1.58,8.48,10688532.554,218598,2.05,70.6,1.42,6.45,21.53,160240,10701,23595,24062,18.54,"20260226_083006",19628,118502890
"Seoul",2026,2,9796000,10054.96,1.49,17.8,26.22,86.69,3.74,1.52,8.03,10688532.554,218598,2.05,70.6,1.42,6.45,21.53,160240,10701,23595,24062,18.54,"20260226_083006",19728,120927934
"Seoul",2026,3,9796000,9935.36,1.46,11.58,23.98,78.94,4.04,9.79,7.21,10688532.554,218598,2.05,70.6,1.42,6.45,21.53,160240,10701,23595,24062,18.54,"20260226_083006",19882,145435341
"Seoul",2026,4,9796000,8471.09,1.26,-0.65,9.73,24.27,2.06,5.43,68.22,10688532.554,218598,2.05,70.6,1.42,6.45,21.53,160240,10701,23595,24062,18.54,"20260226_083006",19984,266121937
