"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Cape Town",2016,1,2823929,7719.05,1.7,0,0,61.98,0.11,15.51,22.35,3505963.273,0,0,50.68,0.66,21.71,26.95,0,0,0,0,13,"20260226_093335",15019,9475445
"Cape Town",2016,2,2823929,7729.48,1.7,0,0,61.86,0.33,15.52,22.24,3505963.273,0,0,50.68,0.66,21.71,26.95,0,0,0,0,13,"20260226_093335",15045,9505541
"Cape Town",2016,3,2823929,9471.91,1.71,0,0,44.89,0.91,41.81,12.34,3505963.273,0,0,50.68,0.66,21.71,26.95,0,0,0,0,13,"20260226_093335",19483,19700957
"Cape Town",2016,4,2823929,8410.91,1.49,0,0,22.8,0.36,18.38,58.42,3505963.273,0,0,50.68,0.66,21.71,26.95,0,0,0,0,13,"20260226_093335",20000,40697589
"Cape Town",2021,1,2823929,8963.58,1.61,16.12,0,83.06,1.59,5.7,9.61,4015221.471,0,0,64.74,4.07,10.05,21.13,0,0,0,0,13,"20260226_093335",19087,17601813
"Cape Town",2021,2,2823929,9077.84,1.6,17.44,0,81.62,3.9,5.56,8.88,4015221.471,0,0,64.74,4.07,10.05,21.13,0,0,0,0,13,"20260226_093335",19450,18898839
"Cape Town",2021,3,2823929,8966.41,1.56,-5.34,0,64.26,5.84,23.04,6.84,4015221.471,0,0,64.74,4.07,10.05,21.13,0,0,0,0,13,"20260226_093335",19875,26569659
"Cape Town",2021,4,2823929,8019.69,1.4,-4.65,0,30.14,4.53,14.41,50.89,4015221.471,0,0,64.74,4.07,10.05,21.13,0,0,0,0,13,"20260226_093335",20000,41161776
"Cape Town",2026,1,2823929,8995.71,1.58,16.54,0,85.21,1.15,4.78,8.83,4262241.508,0,0,67.12,3.85,9.56,19.47,0,0,0,0,13,"20260226_093335",19337,18786881
"Cape Town",2026,2,2823929,9032.12,1.57,16.85,0,83.77,3.12,4.56,8.51,4262241.508,0,0,67.12,3.85,9.56,19.47,0,0,0,0,13,"20260226_093335",19537,20011138
"Cape Town",2026,3,2823929,8869.14,1.53,-6.36,0,69.05,3.92,20.05,6.95,4262241.508,0,0,67.12,3.85,9.56,19.47,0,0,0,0,13,"20260226_093335",19799,27570291
"Cape Town",2026,4,2823929,7870.5,1.37,-6.43,0,34.38,2.88,13.77,48.94,4262241.508,0,0,67.12,3.85,9.56,19.47,0,0,0,0,13,"20260226_093335",19884,42418376
