"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Beijing",2016,1,9293301,7927.61,1.54,0,10.51,60.72,0.08,21.02,18.07,4793730.643,113760,2.37,33.16,0.34,36.12,30.39,107124,5325,789,521,8.92,"20260228_030148",15222,47619049
"Beijing",2016,2,9293301,7942.17,1.54,0,10.42,60.4,0.46,21.18,17.86,4793730.643,113760,2.37,33.16,0.34,36.12,30.39,107124,5325,789,521,8.92,"20260228_030148",15253,47887083
"Beijing",2016,3,9293301,9470.03,1.5,0,8.06,32.08,0.44,62.38,5.02,4793730.643,113760,2.37,33.16,0.34,36.12,30.39,107124,5325,789,521,8.92,"20260228_030148",19985,132405746
"Beijing",2016,4,9293301,8533.38,1.35,0,3.34,14.46,0.29,31.65,53.52,4793730.643,113760,2.37,33.16,0.34,36.12,30.39,107124,5325,789,521,8.92,"20260228_030148",20000,266831751
"Beijing",2021,1,9293301,7998.01,1.54,0.89,12.32,63.11,0.26,19.28,17.29,5603955.755,162430,2.9,37.85,0.84,33.74,27.57,133834,13531,12970,2095,8.92,"20260228_030148",15427,45115715
"Beijing",2021,2,9293301,8041.29,1.54,1.25,12.37,62.44,1.31,19.43,16.77,5603955.755,162430,2.9,37.85,0.84,33.74,27.57,133834,13531,12970,2095,8.92,"20260228_030148",15548,46020026
"Beijing",2021,3,9293301,9454.07,1.49,-0.17,10.86,31.17,1.31,62.61,4.86,5603955.755,162430,2.9,37.85,0.84,33.74,27.57,133834,13531,12970,2095,8.92,"20260228_030148",19994,132336925
"Beijing",2021,4,9293301,8492.86,1.35,-0.47,6.06,14.45,0.58,31.34,53.59,5603955.755,162430,2.9,37.85,0.84,33.74,27.57,133834,13531,12970,2095,8.92,"20260228_030148",20000,266464663
"Beijing",2026,1,9293301,7925.5,1.52,-0.03,17.3,64.85,0.79,17.35,16.97,6321113.247,353246,5.59,41.24,1.72,29.12,27.92,174378,139859,36512,2497,8.92,"20260228_030148",15388,43591150
"Beijing",2026,2,9293301,8070.89,1.52,1.62,17.44,62.3,4.73,16.86,16.07,6321113.247,353246,5.59,41.24,1.72,29.12,27.92,174378,139859,36512,2497,8.92,"20260228_030148",15860,45132340
"Beijing",2026,3,9293301,9330.37,1.47,-1.47,19.79,35.96,3.73,52.79,7.49,6321113.247,353246,5.59,41.24,1.72,29.12,27.92,174378,139859,36512,2497,8.92,"20260228_030148",19866,114203660
"Beijing",2026,4,9293301,8465.17,1.34,-0.8,15.54,15.67,1.56,25.63,57.11,6321113.247,353246,5.59,41.24,1.72,29.12,27.92,174378,139859,36512,2497,8.92,"20260228_030148",19897,271088861
