"city","year","lts","found_routes","access_15min_vol"
"moscow",16,1,19652,30132257
"moscow",18,1,19548,34170014
"moscow",20,1,19769,35581110
"moscow",22,1,19654,37540414
"moscow",24,1,19675,42221382
"moscow",26,1,19774,43297947
