"city","year","lts","found_routes","access_15min_vol"
"belgrade",16,1,19552,15263771
"belgrade",18,1,19321,13145576
"belgrade",20,1,19620,15078391
"belgrade",22,1,19809,16905324
"belgrade",24,1,19786,16976910
"belgrade",26,1,19813,17628088
