"city","year","lts","found_routes","access_15min_vol"
"zaragoza",16,1,19674,37008057
"zaragoza",18,1,19777,40380468
"zaragoza",20,1,19864,42959278
"zaragoza",22,1,19881,43060266
"zaragoza",24,1,19751,44021235
"zaragoza",26,1,19736,43772985
