"city","year","lts","found_routes","access_15min_vol"
"dallas",16,1,19536,12832787
"dallas",18,1,19588,11928504
"dallas",20,1,19534,14971037
"dallas",22,1,19572,15360932
"dallas",24,1,19586,16263993
"dallas",26,1,19680,18344240
