"city","year","lts","found_routes","access_15min_vol"
"birmingham",16,1,19997,12064034
"birmingham",18,1,19999,12917472
"birmingham",20,1,19999,14139665
"birmingham",22,1,20000,18040396
"birmingham",24,1,20000,17902921
"birmingham",26,1,20000,18897545
