"city","road_km","sep_from","paint_from","mixed_from","foot_from","total_from","sep_to","paint_to","mixed_to","foot_to","total_to","period","n_years","yr_from","yr_to","d_sep","d_paint","d_mixed","d_foot","d_total","a_sep","a_paint","a_mixed","a_foot","a_total","new_total","share_new_sep","share_new_paint","share_new_mixed","share_new_foot","pct_road_sep","pct_road_paint","pct_road_mixed","pct_road_foot"
"Mexico City",12121.304484,187.396,31.769,10.801,9.04,239.007,190.03,55.22,33.343,6.119,284.712,"2019→2021",2,2019,2021,2.63400000000001,23.451,22.542,-2.921,45.705,1.31700000000001,11.7255,11.271,-1.4605,22.8525,45.705,0.0576304561864132,0.513094847390876,0.493206432556613,-0.0639098566896401,1.56773555396482,0.455561528653041,0.275077653927533,0.0504813653355298
"Milan",4908.396205,149.391,19.682,4.531,69.053,242.657,167.345,38.262,5.185,69.968,280.76,"2019→2021",2,2019,2021,17.954,18.58,0.654,0.915000000000006,38.103,8.977,9.29,0.327,0.457500000000003,19.0515,38.103,0.471196493714406,0.487625646274572,0.0171640028344225,0.0240138571766004,3.40936210140355,0.779521424147136,0.105635319225417,1.42547579856586
"Minneapolis",7412.794323,154.692,174.683,47.022,37.827,414.224,176.32,171.875,56.085,36.651,440.93,"2019→2021",2,2019,2021,21.628,-2.80799999999999,9.063,-1.17599999999999,26.706,10.814,-1.404,4.5315,-0.587999999999997,13.353,26.706,0.809855463191791,-0.105144911255897,0.339361941136823,-0.0440350483037517,2.3785902092673,2.31862631702482,0.756597277034689,0.494428934663428
"Montpellier",5244.931308,168.048,38.479,0,21.252,227.78,175.093,42.145,11.04,20.657,248.935,"2019→2021",2,2019,2021,7.04499999999999,3.666,11.04,-0.594999999999999,21.155,3.52249999999999,1.833,5.52,-0.297499999999999,10.5775,21.155,0.333018199007326,0.173292365870953,0.521862443866698,-0.0281257385960765,3.33832780103209,0.803537692394884,0.210488934014462,0.393846912131952
"Montréal",5396.702224,128.273,109.874,36.849,13.177,288.173,159.963,140.73,52.832,8.332,361.856,"2019→2021",2,2019,2021,31.69,30.856,15.983,-4.845,73.683,15.845,15.428,7.9915,-2.4225,36.8415,73.683,0.430085637121181,0.418766879741596,0.216915706472321,-0.0657546516835634,2.96408794408961,2.60770363378863,0.978968225540546,0.154390582510672
"Nantes",5079.416089,91.735,201.763,24.37,90.459,408.326,102.914,201.437,26.258,100.531,431.14,"2019→2021",2,2019,2021,11.179,-0.325999999999993,1.888,10.072,22.814,5.5895,-0.162999999999997,0.943999999999999,5.036,11.407,22.814,0.490006136582801,-0.0142894713772242,0.0827562023319015,0.441483299728238,2.02609902785619,3.96575111135771,0.516949183526516,1.97918418649951
"New York",3683.360468,151.275,201.435,68.391,16.154,437.255,197.921,255.54,104.113,47.09,604.664,"2019→2021",2,2019,2021,46.646,54.105,35.722,30.936,167.409,23.323,27.0525,17.861,15.468,83.7045,167.409,0.278634959888656,0.323190509470817,0.213381598360901,0.184792932279627,5.3733812294366,6.93768644747262,2.82657646202441,1.27845212026096
"Oslo",3119.753766,93.961,56.3,0,27.665,177.925,128.517,63.776,0.222,16.426,208.941,"2019→2021",2,2019,2021,34.556,7.47600000000001,0.222,-11.239,31.016,17.278,3.738,0.111,-5.6195,15.508,31.016,1.11413464018571,0.241036884188806,0.00715759607944287,-0.362361361877741,4.11945972789956,2.0442638997683,0.00711594621407054,0.526515912217669
"Paris",6230.48476,236.707,161.873,152.699,24.699,575.978,324.836,172.348,138.952,29.58,665.716,"2019→2021",2,2019,2021,88.129,10.475,-13.747,4.881,89.7380000000001,44.0645,5.23750000000001,-6.87350000000001,2.4405,44.869,89.7380000000001,0.982070026075909,0.11672869910183,-0.153190398716263,0.0543916735385232,5.21365531756794,2.7662053056687,2.23019564853249,0.474762416399844
"Portland",5947.684306,10.747,158.971,124.7,82.414,376.833,24.69,157.515,133.162,64.022,379.388,"2019→2021",2,2019,2021,13.943,-1.45600000000002,8.462,-18.392,2.55499999999995,6.9715,-0.728000000000009,4.231,-9.196,1.27749999999997,2.55499999999995,5.45714285714296,-0.569863013698648,3.31193737769087,-7.1984344422702,0.415119544510673,2.64834163846086,2.23888816468733,1.07641893392719
"San Francisco",5027.997043,47.524,146.26,134.455,23.3,351.539,67.436,141.314,151.069,20.03,379.848,"2019→2021",2,2019,2021,19.912,-4.946,16.614,-3.27,28.309,9.956,-2.473,8.30699999999999,-1.635,14.1545,28.309,0.70338055035501,-0.174714755024903,0.586880497368327,-0.115510968243315,1.34121001709587,2.81054262346351,3.00455626182833,0.398369367139662
"Santiago",9813.397249,152.479,28.955,0.468,4.302,186.205,174.402,25.159,0.429,4.929,204.919,"2019→2021",2,2019,2021,21.923,-3.796,-0.039,0.627000000000001,18.714,10.9615,-1.898,-0.0195,0.3135,9.357,18.714,1.17147590039542,-0.202842791493,-0.00208400128246233,0.0335043283103559,1.77718271842885,0.25637400954663,0.00437157478816743,0.0502272543843293
"Sao Paulo",10455.87157,99.755,165.371,1.231,26.578,292.936,104.503,188.179,1.373,20.271,314.326,"2019→2021",2,2019,2021,4.748,22.808,0.142,-6.307,21.39,2.374,11.404,0.071,-3.1535,10.695,21.39,0.221972884525479,1.06629266012155,0.00663861617578306,-0.294857410004674,0.999467134809117,1.79974475336827,0.0131313778177939,0.193871929894028
"Seattle",4557.913973,54.396,72.968,110.194,14.741,252.3,65.438,72.747,126.526,14.619,279.331,"2019→2021",2,2019,2021,11.042,-0.221000000000004,16.332,-0.122,27.031,5.521,-0.110500000000002,8.166,-0.0609999999999999,13.5155,27.031,0.408493951389146,-0.00817579815767096,0.604195183308053,-0.00451333653952868,1.43570063822264,1.59605908384704,2.77596288015768,0.32073883111001
"Seoul",9546.081593,135.767,11.979,25.341,14.586,187.674,140.913,9.409,26.497,12.03,188.848,"2019→2021",2,2019,2021,5.14600000000002,-2.57,1.156,-2.556,1.17400000000001,2.57300000000001,-1.285,0.577999999999999,-1.278,0.587000000000003,1.17400000000001,4.38330494037478,-2.18909710391821,0.984667802385002,-2.17717206132878,1.47613446027247,0.0985640014526953,0.27756938532172,0.126020293067906
"Seville",5186.258342,192.333,4.315,0,17.815,214.462,196.06,4.349,0,15.778,216.187,"2019→2021",2,2019,2021,3.727,0.0339999999999998,0,-2.037,1.72500000000002,1.8635,0.0169999999999999,0,-1.0185,0.862500000000011,1.72500000000002,2.1605797101449,0.0197101449275359,0,-1.18086956521738,3.78037473398197,0.083856216046555,0,0.304227035360438
"Shanghai",5294.860485,79.75,394.584,0.39,3.93,478.654,81.485,396.391,0.39,5.47,483.736,"2019→2021",2,2019,2021,1.735,1.80700000000002,0,1.54,5.08199999999999,0.8675,0.903500000000008,0,0.77,2.541,5.08199999999999,0.341401023219205,0.355568673750496,0,0.303030303030303,1.5389451758142,7.48633511917737,0.00736563316644216,0.103307726719073
"Strasbourg",4231.214135,255.29,77.908,0.554,34.519,368.271,272.569,75.347,4.325,36.758,388.999,"2019→2021",2,2019,2021,17.279,-2.56100000000001,3.771,2.239,20.728,8.63950000000001,-1.2805,1.8855,1.1195,10.364,20.728,0.833606715553841,-0.123552682362023,0.181927827093786,0.108018139714396,6.44186257900181,1.78074182955527,0.10221652372127,0.868734099178367
"Sydney",6111.482965,151.908,53.671,106.643,60.628,372.85,193.231,54.415,120.577,42.945,411.169,"2019→2021",2,2019,2021,41.323,0.744,13.934,-17.683,38.319,20.6615,0.372,6.967,-8.8415,19.1595,38.319,1.07839453012866,0.0194159555311986,0.363631618779196,-0.461468201153475,3.16176942824875,0.890373094576727,1.97295812964767,0.702693605560921
"Taipei",9521.210856,200.576,4.721,56.027,127.463,388.787,204.783,8.811,83.827,16.321,313.742,"2019→2021",2,2019,2021,4.20699999999999,4.09,27.8,-111.142,-75.045,2.1035,2.045,13.9,-55.571,-37.5225,0.001,4206.99999999999,4090,27800,-111142,2.15080836982989,0.0925407506803355,0.880423732525308,0.171417272937664
"Tokyo",12365.892483,20.688,15.96,79.635,22.152,138.435,25.713,27.722,99.203,17.421,170.059,"2019→2021",2,2019,2021,5.025,11.762,19.568,-4.731,31.624,2.5125,5.881,9.784,-2.3655,15.812,31.624,0.158898305084746,0.371932709334683,0.618770554009613,-0.149601568429041,0.207934850115743,0.224181150192845,0.802230814608644,0.140879439344548
"Turin",4653.157405,149.007,2.177,0.796,39.952,191.931,175.605,5.884,9.18,35.502,226.17,"2019→2021",2,2019,2021,26.598,3.707,8.384,-4.45,34.239,13.299,1.8535,4.192,-2.225,17.1195,34.239,0.776833435555945,0.10826834895879,0.244866964572564,-0.129968749087298,3.77388909756858,0.12645177215964,0.197285395721532,0.762965808159675
"Vancouver",5258.74537,104.765,55.67,8.884,11.653,180.971,112.622,55.576,20.006,9.127,197.331,"2019→2021",2,2019,2021,7.857,-0.0940000000000012,11.122,-2.526,16.36,3.9285,-0.0470000000000006,5.561,-1.263,8.17999999999999,16.36,0.480256723716382,-0.00574572127139372,0.679828850855746,-0.15440097799511,2.1416134852713,1.05683002483918,0.380432947260194,0.173558507929811
"Vienna",5257.968895,295.596,140.62,12.912,38.217,487.345,295.409,149.319,15.449,49.048,509.227,"2019→2021",2,2019,2021,-0.187000000000012,8.69899999999998,2.537,10.831,21.8819999999999,-0.0935000000000059,4.34949999999999,1.2685,5.4155,10.941,21.8819999999999,-0.00854583676080853,0.39754135819395,0.115940042043689,0.494973037199526,5.61831014787698,2.83986084706574,0.29382068073265,0.932831688042917
"Warsaw",4762.928154,201.306,21.367,0,38.007,260.68,224.673,23.838,1.476,45.563,295.55,"2019→2021",2,2019,2021,23.367,2.471,1.476,7.556,34.87,11.6835,1.2355,0.738,3.778,17.435,34.87,0.670117579581302,0.0708632061944365,0.0423286492687124,0.216690564955549,4.71711923286761,0.50049043842873,0.0309893400084237,0.956617411113693
"Zurich",5294.228288,50.714,107.42,4.495,87.159,249.788,29.102,127.73,2.169,101.457,260.459,"2019→2021",2,2019,2021,-21.612,20.31,-2.326,14.298,10.671,-10.806,10.155,-1.163,7.14899999999999,5.3355,10.671,-2.02530222097273,1.90328928872646,-0.217973948083591,1.33989316840034,0.549692956496855,2.41262735665395,0.0409691437922369,1.91636995008252
"Austin",7842.976377,110.378,172.605,22.946,9.097,315.026,199.551,187.645,30.858,31.135,449.189,"2021→2024",3,2021,2024,89.173,15.04,7.912,22.038,134.163,29.7243333333333,5.01333333333334,2.63733333333333,7.346,44.721,134.163,0.664661642926887,0.112102442551225,0.0589730402570008,0.164262874264887,2.54432743907269,2.3925228252667,0.393447570370006,0.396979392814509
"Barcelona",4380.414434,248.436,1.537,89.727,19.033,358.733,286.187,2.312,64.356,19.121,371.976,"2021→2024",3,2021,2024,37.751,0.775,-25.371,0.0879999999999974,13.243,12.5836666666667,0.258333333333333,-8.457,0.0293333333333325,4.41433333333333,13.243,2.8506380729442,0.0585214830476478,-1.91580457600242,0.00664502001057143,6.53333159024103,0.0527803940662478,1.46917605559146,0.436511208884397
"Beijing",5603.955755,133.834,13.531,12.97,2.095,162.43,175.426,99.039,34.177,2.473,311.116,"2021→2024",3,2021,2024,41.592,85.508,21.207,0.378,148.686,13.864,28.5026666666667,7.069,0.126,49.562,148.686,0.279730438642508,0.575091131646557,0.142629433840442,0.00254227028772043,3.13039587872335,1.76730517387891,0.609872766563268,0.0441295418471768
"Berlin",4771.191499,223.772,168.031,46.536,59.201,497.539,247.72,172.249,54.808,42.128,516.905,"2021→2024",3,2021,2024,23.948,4.21799999999999,8.272,-17.073,19.366,7.98266666666667,1.406,2.75733333333333,-5.691,6.45533333333333,19.366,1.23660022720231,0.217804399462976,0.427140349065373,-0.881596612620056,5.19199449554519,3.61018835727096,1.14872773418311,0.882966026595865
"Bogota",9188.380147,229.708,9.167,3.493,10.821,253.189,260.547,24.167,9.979,11.108,305.801,"2021→2024",3,2021,2024,30.839,15,6.486,0.287000000000001,52.612,10.2796666666667,5,2.162,0.0956666666666669,17.5373333333333,52.612,0.586159051167035,0.285106059454117,0.12327986010796,0.00545502927088879,2.83561406724197,0.263016980287766,0.108604561852593,0.12089182012813
"Bologna",3876.790196,196.527,20.733,6.516,31.806,255.583,203.358,65.262,11.245,26.205,306.07,"2021→2024",3,2021,2024,6.83100000000002,44.529,4.729,-5.601,50.487,2.27700000000001,14.843,1.57633333333333,-1.867,16.829,50.487,0.135302156990909,0.881989423019787,0.0936676768276982,-0.110939449759344,5.24552502763294,1.68340293646368,0.290059544919464,0.675945786982175
"Brussels",4951.483766,151.361,121.09,50.121,22.646,345.218,168.946,136.701,91.027,15.65,412.325,"2021→2024",3,2021,2024,17.585,15.611,40.906,-6.996,67.107,5.86166666666667,5.20366666666666,13.6353333333333,-2.332,22.369,67.107,0.262044198071736,0.232628488831269,0.609563830896926,-0.104251419375028,3.4120277473207,2.76080880924371,1.83837823775266,0.316066874892386
"Buenos Aires",4334.88275,203.917,10.161,0.788,6.995,221.861,220.582,15.411,0.789,6.806,243.589,"2021→2024",3,2021,2024,16.665,5.25,0.001,-0.189,21.728,5.555,1.75,0.000333333333333334,-0.063,7.24266666666667,21.728,0.766982695139911,0.241623711340206,4.60235640648012e-05,-0.00869845360824742,5.088534401536,0.355511345722096,0.0182011843342245,0.157005399973044
"Chicago",8112.875446,23.815,20.746,19.236,9.053,72.85,19.127,65.589,21.355,7.968,114.038,"2021→2024",3,2021,2024,-4.688,44.843,2.119,-1.085,41.188,-1.56266666666667,14.9476666666667,0.706333333333333,-0.361666666666667,13.7293333333333,41.188,-0.113819559094882,1.08873943867146,0.0514470234048752,-0.0263426240652617,0.235761045850031,0.808455650978079,0.263223565333164,0.0982142528014352
"Christchurch",5106.386274,118.411,153.397,13.973,28.404,314.186,199.744,164.276,18.621,12.976,395.617,"2021→2024",3,2021,2024,81.333,10.879,4.648,-15.428,81.431,27.111,3.62633333333334,1.54933333333333,-5.14266666666667,27.1436666666667,81.431,0.99879652712112,0.133597769891074,0.0570789993982635,-0.189461016074959,3.91165080904727,3.21706959061123,0.364661014675131,0.254113169347752
"Curitiba",6344.853304,104.217,18.053,0,15.358,137.628,130.406,11.517,17.396,12.85,172.168,"2021→2024",3,2021,2024,26.189,-6.536,17.396,-2.508,34.54,8.72966666666667,-2.17866666666667,5.79866666666667,-0.836,11.5133333333333,34.54,0.75822235089751,-0.189229878401853,0.503647944412275,-0.0726114649681529,2.05530362566126,0.181517199030265,0.27417497562998,0.202526353003291
"Dublin",4225.213529,63.267,80.349,13.241,7.032,163.889,90.796,101.95,29.89,5.948,228.585,"2021→2024",3,2021,2024,27.529,21.601,16.649,-1.084,64.696,9.17633333333333,7.20033333333333,5.54966666666667,-0.361333333333333,21.5653333333333,64.696,0.425513169284036,0.333884629652529,0.257342030419191,-0.0167552862619018,2.14890914688255,2.41289580515305,0.707419868720202,0.1407739504566
"Gent",3913.489013,229.267,70.415,12.121,30.171,341.974,256.584,65.939,16.748,37.017,376.287,"2021→2024",3,2021,2024,27.317,-4.47600000000001,4.627,6.846,34.313,9.10566666666667,-1.492,1.54233333333333,2.282,11.4376666666667,34.313,0.796112260659226,-0.130446186576517,0.134846851047708,0.199516218342902,6.55640016230193,1.68491593514025,0.427955717886667,0.945882302902482
"Glasgow",3995.486467,103.435,22.341,0.18,31.277,157.233,111.507,19.236,4.97,61.119,196.832,"2021→2024",3,2021,2024,8.072,-3.105,4.79,29.842,39.599,2.69066666666667,-1.035,1.59666666666667,9.94733333333333,13.1996666666667,39.599,0.203843531402308,-0.0784110709866411,0.120962650571984,0.753604889012349,2.79082411918979,0.481443252501949,0.124390359998684,1.52970108908643
"Graz",4847.456704,104.849,26.262,1.678,10.514,143.302,118.111,27.043,7.19,9.458,161.802,"2021→2024",3,2021,2024,13.262,0.780999999999999,5.512,-1.056,18.5,4.42066666666667,0.260333333333333,1.83733333333333,-0.352,6.16666666666667,18.5,0.716864864864865,0.0422162162162162,0.297945945945946,-0.057081081081081,2.43655605840765,0.557880176169182,0.148325203071272,0.19511262456858
"Hamburg",3971.272262,218.556,62.675,13.491,104.126,398.848,201.417,80.509,21.691,116.378,419.995,"2021→2024",3,2021,2024,-17.139,17.834,8.2,12.252,21.147,-5.713,5.94466666666667,2.73333333333333,4.084,7.049,21.147,-0.810469570151795,0.843334751974276,0.387761857473873,0.579372960703646,5.07185069951772,2.0272848268392,0.546197756511311,2.93049663488421
"Helsinki",2695.111898,308.919,15.353,1.002,6.983,332.258,298.866,18.731,0.179,14.729,332.504,"2021→2024",3,2021,2024,-10.053,3.378,-0.823,7.746,0.246000000000038,-3.351,1.126,-0.274333333333333,2.582,0.0820000000000126,0.246000000000038,-40.8658536585303,13.7317073170711,-3.34552845528404,31.4878048780439,11.0891870657312,0.694998972543588,0.00664165373366624,0.546507920911564
"Kyoto",8144.006574,42.417,2.607,0,8.092,53.116,55.556,4.204,11.356,21.296,92.411,"2021→2024",3,2021,2024,13.139,1.597,11.356,13.204,39.295,4.37966666666667,0.532333333333333,3.78533333333333,4.40133333333333,13.0983333333333,39.295,0.334368240234126,0.0406413029647538,0.288993510624761,0.336022394706706,0.68217037271758,0.0516207834780169,0.139439966026727,0.261492912689783
"Leeds",4033.349201,72.455,7.205,2.624,7.575,89.858,98.07,9.82,9.521,9.136,126.547,"2021→2024",3,2021,2024,25.615,2.615,6.897,1.561,36.689,8.53833333333333,0.871666666666667,2.299,0.520333333333333,12.2296666666667,36.689,0.698165662732699,0.0712747690043337,0.187985499741067,0.042546812396086,2.43147803754967,0.243470116536532,0.236056922560522,0.226511505568
"London",6414.5439,159.483,69.312,53.295,19.875,301.965,174.708,87.1,85.846,23.723,371.376,"2021→2024",3,2021,2024,15.225,17.788,32.551,3.848,69.411,5.075,5.92933333333333,10.8503333333333,1.28266666666667,23.137,69.411,0.219345636858711,0.256270619930558,0.468960251257005,0.0554378988921064,2.72362310904131,1.35785180299413,1.33830247852852,0.369831438833866
"Lyon",5646.404826,131.359,189.207,71.232,31.164,422.962,142.735,230.098,109.698,39.472,522.003,"2021→2024",3,2021,2024,11.376,40.891,38.466,8.308,99.0410000000001,3.792,13.6303333333333,12.822,2.76933333333333,33.0136666666667,99.0410000000001,0.114861521995941,0.412869417715895,0.388384608394503,0.0838844518936602,2.52789171868705,4.07512403185241,1.94279374895108,0.699064293410973
"Madrid",7348.366847,160.196,18.566,85.158,13.15,277.07,183.19,28.901,127.228,8.371,347.689,"2021→2024",3,2021,2024,22.994,10.335,42.07,-4.779,70.619,7.66466666666667,3.445,14.0233333333333,-1.593,23.5396666666667,70.619,0.325606423200555,0.146348716351124,0.595732026791656,-0.0676730058482844,2.49293487674459,0.393298274320626,1.73137790544495,0.113916468438392
"Melbourne",7876.036915,296.875,341.941,34.734,20.855,694.405,313.788,363.964,106.061,33.494,817.308,"2021→2024",3,2021,2024,16.913,22.023,71.327,12.639,122.903,5.63766666666667,7.34100000000001,23.7756666666667,4.213,40.9676666666667,122.903,0.137612588789533,0.179190093000171,0.58035198489866,0.102837196813747,3.98408493239014,4.6211566036064,1.34662903620989,0.425264639583015
"Mexico City",12679.78701,190.03,55.22,33.343,6.119,284.712,194.767,72.986,98.796,7.091,373.64,"2021→2024",3,2021,2024,4.73699999999999,17.766,65.453,0.972,88.928,1.579,5.922,21.8176666666667,0.324,29.6426666666667,88.928,0.0532678121626484,0.19977959697733,0.736022400143937,0.0109301907160849,1.53604315156395,0.575609037773577,0.77916135280572,0.0559236523011596
"Milan",5082.72566,167.345,38.262,5.185,69.968,280.76,232.568,37.075,3.857,76.319,349.819,"2021→2024",3,2021,2024,65.223,-1.187,-1.328,6.351,69.059,21.741,-0.395666666666666,-0.442666666666666,2.117,23.0196666666667,69.059,0.944453293560578,-0.0171882013930117,-0.0192299338247006,0.0919648416571337,4.57565518104316,0.72943146020594,0.0758844812411142,1.50153687421327
"Minneapolis",8011.254587,176.32,171.875,56.085,36.651,440.93,234.251,180.23,52.809,19.034,486.325,"2021→2024",3,2021,2024,57.931,8.35499999999999,-3.276,-17.617,45.395,19.3103333333333,2.785,-1.092,-5.87233333333333,15.1316666666667,45.395,1.27615376142747,0.184051106950104,-0.0721665381649962,-0.388082387928186,2.92402391480759,2.24971005530722,0.65918514293247,0.237590751776717
"Montpellier",5478.25383,175.093,42.145,11.04,20.657,248.935,176.718,50.608,15.862,49.243,292.431,"2021→2024",3,2021,2024,1.625,8.46299999999999,4.822,28.586,43.496,0.541666666666667,2.821,1.60733333333333,9.52866666666667,14.4986666666667,43.496,0.0373597572190546,0.194569615596836,0.110860768806327,0.657209858377782,3.22580890706921,0.923798012477271,0.289544816509534,0.898881313792647
"Montréal",5596.552904,159.963,140.73,52.832,8.332,361.856,251.123,126.154,93.828,11.477,482.582,"2021→2024",3,2021,2024,91.16,-14.576,40.996,3.145,120.726,30.3866666666667,-4.85866666666666,13.6653333333333,1.04833333333333,40.242,120.726,0.755098321819658,-0.120736212580554,0.339578881102662,0.0260507264383811,4.48710133376057,2.25413754080363,1.67653199405903,0.205072661634219
"Nantes",5328.66192,102.914,201.437,26.258,100.531,431.14,123.953,202.818,34.039,107.182,467.993,"2021→2024",3,2021,2024,21.039,1.381,7.781,6.651,36.853,7.013,0.460333333333333,2.59366666666667,2.217,12.2843333333333,36.853,0.570889751173581,0.0374732043524272,0.211136135457086,0.18047377418392,2.32615620696011,3.80617128736889,0.638790760439161,2.01142428641823
"New York",3888.239007,197.921,255.54,104.113,47.09,604.664,188.66,228.946,83.786,40.548,541.941,"2021→2024",3,2021,2024,-9.261,-26.594,-20.327,-6.542,-62.723,-3.087,-8.86466666666666,-6.77566666666667,-2.18066666666667,-20.9076666666667,0.001,-9261,-26594,-20327,-6542,4.8520679839988,5.88816684334035,2.15485724640795,1.04283712824755
"Oslo",3622.440294,128.517,63.776,0.222,16.426,208.941,134.252,84.427,0.081,13.14,231.9,"2021→2024",3,2021,2024,5.73500000000001,20.651,-0.141,-3.286,22.959,1.91166666666667,6.88366666666667,-0.047,-1.09533333333333,7.653,22.959,0.249793109455987,0.899472973561566,-0.00614138246439305,-0.14312470055316,3.70612043550772,2.33066643333887,0.00223606169946165,0.362738897912668
"Paris",6565.62433,324.836,172.348,138.952,29.58,665.716,349.367,168.273,155.589,34.594,707.823,"2021→2024",3,2021,2024,24.531,-4.07500000000002,16.637,5.014,42.107,8.177,-1.35833333333334,5.54566666666667,1.67133333333333,14.0356666666667,42.107,0.582587218277247,-0.0967772579381105,0.395112451611371,0.119077588049493,5.32115427932198,2.56293981413341,2.36975178870766,0.526895817689892
"Portland",6072.486513,24.69,157.515,133.162,64.022,379.388,37.073,155.913,139.204,68.095,400.285,"2021→2024",3,2021,2024,12.383,-1.60199999999998,6.042,4.07299999999999,20.897,4.12766666666667,-0.533999999999992,2.014,1.35766666666666,6.96566666666668,20.897,0.592573096616738,-0.0766617217782443,0.289132411350911,0.194908360051681,0.610507737162265,2.5675314332312,2.2923723206629,1.1213693081775
"San Francisco",5131.0162,67.436,141.314,151.069,20.03,379.848,84.114,166.237,163.621,25.903,439.875,"2021→2024",3,2021,2024,16.678,24.923,12.552,5.873,60.027,5.55933333333333,8.30766666666667,4.18400000000001,1.95766666666667,20.009,60.027,0.277841637929598,0.415196494910624,0.209105902343946,0.0978393056457927,1.63932438958193,3.23984554950343,3.18886149687074,0.504831771920736
"Santiago",9953.446059,174.402,25.159,0.429,4.929,204.919,225.916,44.799,0.539,5.395,276.649,"2021→2024",3,2021,2024,51.514,19.64,0.11,0.465999999999999,71.73,17.1713333333333,6.54666666666667,0.0366666666666667,0.155333333333333,23.91,71.73,0.718165342255681,0.273804544820856,0.00153352850968911,0.00649658441377387,2.26972647122274,0.450085324564474,0.00541520993638812,0.0542023332222893
"Sao Paulo",10731.24844,104.503,188.179,1.373,20.271,314.326,97.829,289.535,2.459,21.471,411.293,"2021→2024",3,2021,2024,-6.67400000000001,101.356,1.086,1.2,96.967,-2.22466666666667,33.7853333333333,0.362,0.4,32.3223333333333,96.967,-0.0688275392659359,1.04526282137222,0.0111996864912805,0.0123753441892603,0.911627389366451,2.69805513886696,0.0229143888872635,0.200079237006277
"Seattle",4656.005411,65.438,72.747,126.526,14.619,279.331,79.175,66.731,142.559,17.691,306.157,"2021→2024",3,2021,2024,13.737,-6.01600000000001,16.033,3.072,26.826,4.579,-2.00533333333333,5.34433333333333,1.024,8.94199999999999,26.826,0.512077834936256,-0.224260046223813,0.597666443003058,0.1145157682845,1.7004920100167,1.43322427938647,3.06183063411393,0.379960898632212
"Seoul",9951.391308,140.913,9.409,26.497,12.03,188.848,156.09,10.701,22.918,23.91,213.619,"2021→2024",3,2021,2024,15.177,1.292,-3.579,11.88,24.771,5.059,0.430666666666667,-1.193,3.96,8.257,24.771,0.612692261111784,0.0521577651285778,-0.144483468572121,0.479593072544508,1.56852439190606,0.107532702401094,0.230299455530163,0.240267910887783
"Seville",5191.210447,196.06,4.349,0,15.778,216.187,212.808,4.197,1.455,14.489,232.948,"2021→2024",3,2021,2024,16.748,-0.152,1.455,-1.289,16.761,5.58266666666666,-0.0506666666666667,0.485,-0.429666666666667,5.587,16.761,0.999224389952866,-0.00906867132032696,0.0868086629676034,-0.0769047192888253,4.09939073309929,0.080848196058502,0.0280281451668145,0.27910638853744
"Shanghai",5432.288254,81.485,396.391,0.39,5.47,483.736,214.991,487.571,6.148,5.603,714.314,"2021→2024",3,2021,2024,133.506,91.18,5.758,0.133,230.578,44.502,30.3933333333333,1.91933333333333,0.0443333333333333,76.8593333333333,230.578,0.579005802808594,0.395441022127003,0.0249720268195578,0.000576811317645222,3.9576508084175,8.9754257727576,0.113175143006688,0.10314253842981
"Strasbourg",4354.47173,272.569,75.347,4.325,36.758,388.999,264.041,68.005,9.118,59.258,400.422,"2021→2024",3,2021,2024,-8.52800000000002,-7.342,4.793,22.5,11.423,-2.84266666666667,-2.44733333333333,1.59766666666667,7.5,3.80766666666667,11.423,-0.74656394992559,-0.642738334938282,0.419592051124923,1.96971023373895,6.0636746859762,1.56172790218114,0.209393941799686,1.36085393761415
"Sydney",6336.313824,193.231,54.415,120.577,42.945,411.169,238.33,53.002,163.787,30.025,485.144,"2021→2024",3,2021,2024,45.099,-1.413,43.21,-12.92,73.975,15.033,-0.470999999999999,14.4033333333333,-4.30666666666667,24.6583333333333,73.975,0.609651909428861,-0.0191010476512335,0.58411625549172,-0.174653599188915,3.76133516457597,0.836480033536925,2.58489406537324,0.473855948963174
"Taipei",9813.53625,204.783,8.811,83.827,16.321,313.742,209.377,5.673,79.179,54.725,348.954,"2021→2024",3,2021,2024,4.59400000000002,-3.138,-4.648,38.404,35.212,1.53133333333334,-1.046,-1.54933333333333,12.8013333333333,11.7373333333333,35.212,0.130466886288766,-0.0891173463591958,-0.132000454390549,1.09065091446098,2.13355302987748,0.0578079079292136,0.806834539384312,0.55764811588687
"Tokyo",12766.472537,25.713,27.722,99.203,17.421,170.059,29.962,70.692,171.905,22.314,294.873,"2021→2024",3,2021,2024,4.249,42.97,72.702,4.893,124.814,1.41633333333333,14.3233333333333,24.234,1.631,41.6046666666667,124.814,0.0340426554713413,0.344272277148397,0.582482734308651,0.0392023330716106,0.234692863773949,0.553731657629931,1.3465348356939,0.174785947608701
"Turin",5222.554694,175.605,5.884,9.18,35.502,226.17,223.334,12.115,19.506,37.137,292.093,"2021→2024",3,2021,2024,47.729,6.231,10.326,1.635,65.923,15.9096666666667,2.077,3.442,0.544999999999999,21.9743333333333,65.923,0.724011346570999,0.0945193634998407,0.15663728895833,0.0248016625456972,4.27633625850927,0.23197459308408,0.373495370424932,0.711088771222738
