"from_id","to_id","euclidean_distance","route_ci_strong_m","route_ci_medium_m","route_ci_weak_m","route_ci_foot_m","route_pct_lts1","route_pct_lts2","route_pct_lts3","route_pct_lts4","route_interruptions_count","total_duration_v16_v1","total_duration_v16_v2","total_duration_v19_v1","total_duration_v19_v2","total_duration_v21_v1","total_duration_v21_v2","total_duration_v24_v1","total_duration_v24_v2","total_duration_v26_v1","total_duration_v26_v2","total_distance_v16_v1","total_distance_v16_v2","total_distance_v19_v1","total_distance_v19_v2","total_distance_v21_v1","total_distance_v21_v2","total_distance_v24_v1","total_distance_v24_v2","total_distance_v26_v1","total_distance_v26_v2"
"10029","10029",4218.58584877628,276.523,0,0,0,98.8,0,0,1.2,0,37.7,37.7,NA,NA,NA,NA,NA,NA,NA,NA,5987,5987,NA,NA,NA,NA,NA,NA,NA,NA
"1003","1003",1662.54929750384,925.819,0,0,0,100,0,0,0,1,14.4,14.4,NA,NA,NA,NA,NA,NA,NA,NA,2290,2290,NA,NA,NA,NA,NA,NA,NA,NA
"10030","10030",2247.04316913085,877.972,0,0,421.44,77.13,0,0,22.87,0,30,30,NA,NA,NA,NA,NA,NA,NA,NA,3744,3744,NA,NA,NA,NA,NA,NA,NA,NA
"10031","10031",899.434641233646,0,0,0,0,100,0,0,0,0,5.8,5.8,NA,NA,NA,NA,NA,NA,NA,NA,1156,1156,NA,NA,NA,NA,NA,NA,NA,NA
"10032","10032",880.016146341386,0,0,0,0,100,0,0,0,0,13.8,13.8,NA,NA,NA,NA,NA,NA,NA,NA,1363,1363,NA,NA,NA,NA,NA,NA,NA,NA
"10033","10033",6395.37117616047,3580.42,0,0,0,100,0,0,0,3,40.2,40.2,NA,NA,NA,NA,NA,NA,NA,NA,7999,7999,NA,NA,NA,NA,NA,NA,NA,NA
"10034","10034",4705.02059128235,334.873,0,0,66.048,88.9,0,0,11.1,3,38.5,38.5,NA,NA,NA,NA,NA,NA,NA,NA,5991,5991,NA,NA,NA,NA,NA,NA,NA,NA
"10035","10035",675.440431889965,0,0,0,0,0,0,0,100,0,20.6,20.6,NA,NA,NA,NA,NA,NA,NA,NA,1954,1954,NA,NA,NA,NA,NA,NA,NA,NA
"10036","10036",1758.95926989983,109.389,0,0,0,58.95,0,0,41.05,0,26.7,26.7,NA,NA,NA,NA,NA,NA,NA,NA,2528,2528,NA,NA,NA,NA,NA,NA,NA,NA
"10037","10037",4268.50945562418,1248.508,0,0,125.732,79.46,0,0,20.54,1,42,42,NA,NA,NA,NA,NA,NA,NA,NA,5880,5880,NA,NA,NA,NA,NA,NA,NA,NA
