"city","year","lts","found_routes","access_15min_vol"
"lyon",16,1,18383,31000337
"lyon",16,2,18778,36566612
"lyon",16,3,19994,66157939
"lyon",16,4,19994,100830707
"lyon",21,1,19175,37772866
"lyon",21,2,19496,44506321
"lyon",21,3,19930,68483972
"lyon",21,4,19941,98424850
"lyon",26,1,19581,45905364
"lyon",26,2,19886,61368185
"lyon",26,3,19907,63943889
"lyon",26,4,19929,88580530
