"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","avg_duration_min","avg_ci_interruptions","pct_ci_route","pct_ci_route_sep","pct_ci_route_paint","pct_ci_route_mixed","pct_ci_route_foot","pct_lts1","pct_lts2","pct_lts3","pct_lts4","pct_lts1_alternative","pct_lts2_alternative","pct_lts3_alternative","pct_lts4_alternative","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Shenzhen",2016,1,4291796,3753.45,1.9,0,45.58,0.09,4.52,2.7,0.07,0,1.76,25.26,0.33,16.8,57.36,25.48,0.33,16.63,57.31,3692130.311,56719,1.54,37.54,0.63,22.32,39.51,37129,1054,0,18536,17.26,"20260328_073720",18508,11869313
"Shenzhen",2018,1,4291796,3699.25,1.85,-1.44,45.27,0.11,4.63,4.26,0.07,0,0.3,26.04,0.27,17.87,55.7,26.43,0.27,17.6,55.58,4190951.972,68828,1.64,39.37,0.36,21.21,39.07,58811,1054,0,8964,17.26,"20260328_073720",18797,11784099
"Shenzhen",2020,1,4291796,3646.9,1.84,-2.84,44.76,0.12,4.42,3.91,0.08,0,0.43,26.64,0.37,19.49,53.39,27.34,0.37,18.91,53.27,4427764.795,63594,1.44,38.97,0.72,23.04,37.27,57713,1054,0,4827,17.26,"20260328_073720",18593,12159740
"Shenzhen",2022,1,4291796,3559.3,1.8,-5.17,39.95,0.32,9.11,8.68,0.03,0,0.4,39.71,4.38,16.39,39.48,41.41,4.18,15.64,38.73,4925045.98,83611,1.7,41.16,5.82,20.2,32.82,79118,1054,0,3440,17.26,"20260328_073720",17607,14887566
"Shenzhen",2024,1,4291796,3655.52,1.82,-2.61,40.03,0.46,11.96,11.4,0.07,0,0.49,41.77,5,15.35,37.88,44.64,4.56,14.12,36.67,5292680.182,100568,1.9,42.21,8.3,17.73,31.77,94925,2181,0,3462,17.26,"20260328_073720",17695,14874349
"Shenzhen",2026,1,4291796,3760.82,1.81,0.2,37.3,0.73,14.2,13.26,0.08,0,0.87,53.27,4.09,13.23,29.4,55.71,3.76,12.22,28.31,5803032.725,119765,2.06,46.97,7.96,15.2,29.87,112038,2471,0,5256,17.26,"20260328_073720",18020,15907768
