"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","run_timestamp","found_routes","access_15min_vol"
"Milan","2016",1,2125831,6957.03,1.47,0,14.19,70.18,1.54,21.26,6.99,4607478.315,199800,4.34,43.37,2.25,37.09,17.29,115172,19404,3553,61671,"20260225_225931",18957,36246123
"Milan","2016",2,2125831,7069.78,1.47,0,13.93,66.58,7.1,19.82,6.45,4607478.315,199800,4.34,43.37,2.25,37.09,17.29,115172,19404,3553,61671,"20260225_225931",19181,40349036
"Milan","2016",3,2125831,6766.03,1.37,0,9.53,31.1,4.84,62.1,1.92,4607478.315,199800,4.34,43.37,2.25,37.09,17.29,115172,19404,3553,61671,"20260225_225931",19987,115093411
"Milan","2016",4,2125831,6361.37,1.29,0,8.35,22.15,3.5,45.01,29.3,4607478.315,199800,4.34,43.37,2.25,37.09,17.29,115172,19404,3553,61671,"20260225_225931",19994,141500337
"Milan","2021",1,2125831,7164.12,1.47,2.98,20.17,78.2,2.48,14.41,4.88,5082725.66,279794,5.5,49.83,3.25,30.44,16.49,167345,38262,4219,69968,"20260225_225931",19441,43327289
"Milan","2021",2,2125831,7224.66,1.47,2.19,18.14,72.81,9.58,13.1,4.47,5082725.66,279794,5.5,49.83,3.25,30.44,16.49,167345,38262,4219,69968,"20260225_225931",19687,50995834
"Milan","2021",3,2125831,6744.99,1.36,-0.31,12.99,39.48,7.64,51.07,1.77,5082725.66,279794,5.5,49.83,3.25,30.44,16.49,167345,38262,4219,69968,"20260225_225931",19994,112743763
"Milan","2021",4,2125831,6384.5,1.29,0.36,15.67,28.21,5.51,36.85,29.39,5082725.66,279794,5.5,49.83,3.25,30.44,16.49,167345,38262,4219,69968,"20260225_225931",19994,137051984
"Milan","2026",1,2125831,7162.85,1.44,2.96,25.56,93.61,1.26,2.72,2.37,5486026.784,358958,6.54,64.27,5.72,15.02,15,243586,38368,4175,72829,"20260225_225931",19941,66586810
"Milan","2026",2,2125831,7120.21,1.43,0.71,23.65,86.31,8.86,2.65,2.14,5486026.784,358958,6.54,64.27,5.72,15.02,15,243586,38368,4175,72829,"20260225_225931",19965,75637427
"Milan","2026",3,2125831,6838.69,1.38,1.07,22.87,65.85,9.99,22.29,1.83,5486026.784,358958,6.54,64.27,5.72,15.02,15,243586,38368,4175,72829,"20260225_225931",19975,96693113
"Milan","2026",4,2125831,6508.69,1.32,2.32,22.81,45.49,7.05,19.35,28.08,5486026.784,358958,6.54,64.27,5.72,15.02,15,243586,38368,4175,72829,"20260225_225931",19976,119303374
