"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","avg_duration_min","avg_ci_interruptions","pct_ci_route","pct_ci_route_sep","pct_ci_route_paint","pct_ci_route_mixed","pct_ci_route_foot","pct_lts1","pct_lts2","pct_lts3","pct_lts4","pct_lts1_alternative","pct_lts2_alternative","pct_lts3_alternative","pct_lts4_alternative","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Budapest",2016,1,1679000,3707.78,1.66,0,22.99,2.04,32.78,21.33,5.13,5.73,0.59,77.13,1.11,12.73,9,90.19,0.16,5.75,3.88,5088798.291,178296,3.5,61.58,1.28,18.95,18.19,97974,34594,41738,3991,32.9,"20260328_021321",20000,42846175
"Budapest",2018,1,1679000,3654.15,1.63,-1.45,22.33,2.23,32.83,20.16,5.7,6.3,0.67,78.88,1.53,11.13,8.44,91.52,0.22,4.94,3.31,5323895.526,197182,3.7,62.87,1.54,17.33,18.26,103788,43581,45402,4411,32.9,"20260328_021321",20000,45837581
"Budapest",2020,1,1679000,3621.5,1.62,-2.33,22.07,2.32,32.96,18.64,6.67,6.41,1.25,80.06,1.79,9.62,8.52,92.81,0.22,4.03,2.93,5445605.308,206746,3.8,65.66,1.59,14.83,17.92,102519,49124,48855,6248,32.9,"20260328_021321",19934,46407253
"Budapest",2022,1,1679000,3622.82,1.62,-2.29,22.24,2.51,38.64,20.84,9.79,7.21,0.79,76.88,1.98,8.86,12.28,93.51,0.32,3.39,2.78,5532144.507,234248,4.23,68.16,1.9,13.22,16.72,109766,64562,55138,4782,32.9,"20260328_021321",19934,46779408
"Budapest",2024,1,1679000,3560.06,1.6,-3.98,21.52,2.44,46.02,20.65,14.82,10.03,0.53,72.43,2.07,9.44,16.06,94.59,0.28,3.07,2.06,5608916.761,287967,5.13,69.18,1.89,12.61,16.32,114150,96973,71779,5064,32.9,"20260328_021321",19978,49732956
"Budapest",2026,1,1679000,3571.04,1.6,-3.69,21.94,2.47,49.46,23.02,14.86,11.17,0.42,72.13,2.58,8.65,16.64,94.69,0.36,2.92,2.03,5531689.44,313409,5.67,68.69,2.54,12.27,16.5,118818,101507,87531,5552,32.9,"20260328_021321",19857,47829834
