"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Mexico City",2016,1,14919501,8134.19,1.45,0,1.92,63.27,0.22,9.79,26.72,11381823.164,139743,1.23,45.85,0.45,14.79,38.91,117392,13891,5017,3444,17.2,"20260226_221320",12414,10669452
"Mexico City",2016,2,14919501,8161.96,1.45,0,2.07,62.63,1.11,9.72,26.52,11381823.164,139743,1.23,45.85,0.45,14.79,38.91,117392,13891,5017,3444,17.2,"20260226_221320",12494,10776274
"Mexico City",2016,3,14919501,9565.98,1.43,0,2.08,44.69,0.71,34.56,20.03,11381823.164,139743,1.23,45.85,0.45,14.79,38.91,117392,13891,5017,3444,17.2,"20260226_221320",16257,23478087
"Mexico City",2016,4,14919501,9988.79,1.27,0,3.45,15.76,0.3,13.68,70.25,11381823.164,139743,1.23,45.85,0.45,14.79,38.91,117392,13891,5017,3444,17.2,"20260226_221320",19999,56584700
"Mexico City",2021,1,14919501,8805.9,1.44,8.26,9.15,71.95,7.94,1.66,18.43,12679787.01,284712,2.25,52.06,14.3,3.46,30.18,190030,55220,33343,6119,17.2,"20260226_221320",14169,11768742
"Mexico City",2021,2,14919501,9814.98,1.4,20.25,8.71,52.59,31.75,1.21,14.44,12679787.01,284712,2.25,52.06,14.3,3.46,30.18,190030,55220,33343,6119,17.2,"20260226_221320",17347,25716851
"Mexico City",2021,3,14919501,10021.15,1.39,4.76,8.08,48.59,30.8,7.28,13.32,12679787.01,284712,2.25,52.06,14.3,3.46,30.18,190030,55220,33343,6119,17.2,"20260226_221320",17966,27880047
"Mexico City",2021,4,14919501,9889.31,1.26,-1,7.89,18.71,15.27,3.3,62.71,12679787.01,284712,2.25,52.06,14.3,3.46,30.18,190030,55220,33343,6119,17.2,"20260226_221320",19998,59775809
"Mexico City",2026,1,14919501,9266.7,1.46,13.92,8.55,77.93,7.93,2.16,11.97,13101295.73,398987,3.05,50.48,15,7.07,27.45,202636,65177,120797,10377,17.2,"20260226_221320",14948,13025864
"Mexico City",2026,2,14919501,10475.79,1.43,28.35,8.85,53.77,37.47,1.53,7.22,13101295.73,398987,3.05,50.48,15,7.07,27.45,202636,65177,120797,10377,17.2,"20260226_221320",18312,29757952
"Mexico City",2026,3,14919501,10618.36,1.41,11,8.35,46.9,36.97,9.72,6.4,13101295.73,398987,3.05,50.48,15,7.07,27.45,202636,65177,120797,10377,17.2,"20260226_221320",18970,35584944
"Mexico City",2026,4,14919501,9882.41,1.25,-1.06,21.29,17.91,16.84,4.31,60.92,13101295.73,398987,3.05,50.48,15,7.07,27.45,202636,65177,120797,10377,17.2,"20260226_221320",20000,60110112
