"from_id","to_id","dist_2016","dist_2021"
"3871","3871",4226,4664
"3872","3872",8722,8916
"3873","3873",6165,5354
"3874","3874",4869,4199
"3875","3875",11015,10057
"3876","3876",5502,6557
"3877","3877",15274,15012
"3878","3878",15022,14043
"3879","3879",8802,9208
"3881","3881",14181,13552
"3882","3882",6885,6537
"3884","3884",11773,9758
"3885","3885",9509,10103
"3886","3886",10404,10329
"3887","3887",5270,5219
"3888","3888",11093,11052
"3889","3889",14202,13423
"3890","3890",4277,3975
"3891","3891",8522,8063
"3892","3892",4852,4978
"3893","3893",9454,8814
"3894","3894",11221,12127
"3895","3895",8997,8443
"3896","3896",12812,12676
"3898","3898",10237,10376
"3899","3899",8366,8194
"3900","3900",8259,9211
"3902","3902",9497,11079
"3903","3903",7446,6723
"3904","3904",2038,2191
"3905","3905",14200,14282
"3906","3906",3822,3543
"3907","3907",6772,7284
"3908","3908",11086,11620
"3909","3909",9902,10068
"3910","3910",8363,8042
"3911","3911",14343,13186
"3912","3912",2704,2775
"3913","3913",13207,12832
"3915","3915",14591,13719
"3916","3916",6738,6313
"3917","3917",5431,4388
"3918","3918",15733,15915
"3919","3919",10506,9795
"3920","3920",14477,14129
"3921","3921",6539,6268
"3923","3923",15472,14911
"3925","3925",2306,2694
"3926","3926",7882,8072
"3927","3927",4116,4452
"3928","3928",13497,12990
"3929","3929",7078,6381
"3930","3930",15341,14896
"3931","3931",13122,13439
"3932","3932",3143,2982
"3933","3933",6597,6889
"3934","3934",15752,14471
"3936","3936",11211,11112
"3937","3937",6528,5979
"3938","3938",13173,13889
"3939","3939",7383,7061
"3940","3940",7559,7374
"3941","3941",7546,7581
"3942","3942",5136,5167
"3943","3943",12642,13024
"3944","3944",14244,13375
"3945","3945",6459,5729
"3947","3947",5400,5671
"3948","3948",13176,12270
"3949","3949",2513,2677
"3950","3950",9742,9771
"3951","3951",13475,11814
"3952","3952",10239,9938
"3953","3953",5415,5505
"3954","3954",8795,8269
"3955","3955",13713,13163
"3957","3957",13837,13584
"3958","3958",13211,12678
"3959","3959",9933,10834
"3961","3961",4341,4337
"3962","3962",5185,6289
"3963","3963",14183,14133
"3964","3964",15647,14765
"3965","3965",6121,6591
"3966","3966",12444,12224
"3967","3967",6019,5974
"3969","3969",6674,6651
"3970","3970",12078,11233
"3971","3971",11475,10189
"3972","3972",11799,10555
"3973","3973",7514,7492
"3974","3974",6609,6981
"3975","3975",8322,7889
"3976","3976",4922,4766
"3978","3978",7769,7620
"3979","3979",12477,14474
"3980","3980",14870,14916
"3981","3981",10633,11421
"3982","3982",15204,14990
"3983","3983",14429,14346
"3984","3984",11058,10813
"3985","3985",2329,1967
"3986","3986",7410,7716
"3987","3987",8052,8287
"3988","3988",3071,2536
"3989","3989",11206,10664
"3991","3991",15045,13909
"3992","3992",8759,8990
"3993","3993",10165,10010
"3994","3994",7779,7921
"3995","3995",9409,9885
"3996","3996",15901,15400
"3997","3997",15853,14914
"3998","3998",13165,11044
"3999","3999",10616,10875
"4000","4000",4294,4213
"4001","4001",5054,5107
"4002","4002",12769,13193
"4003","4003",11903,11371
"4004","4004",6235,5477
"4005","4005",14926,14893
"4008","4008",15200,13663
"4009","4009",10916,11272
"4010","4010",13926,14271
"4011","4011",3908,3377
"4012","4012",2375,2284
"4013","4013",7010,7078
"4014","4014",8512,9140
"4015","4015",6510,6415
"4016","4016",14856,15153
"4017","4017",13744,13525
"4018","4018",7489,6812
"4019","4019",9860,11576
"4020","4020",11421,11567
"4021","4021",5705,5398
"4022","4022",8097,7502
"4023","4023",4128,3917
"4024","4024",4347,4104
"4025","4025",3766,3524
"4026","4026",17235,16587
"4027","4027",10744,10356
"4028","4028",13593,13303
"4029","4029",11860,10904
"4030","4030",15386,15383
"4031","4031",10165,8598
"4032","4032",7968,7628
"4033","4033",6628,6726
"4034","4034",8546,7443
"4035","4035",3666,3306
"4036","4036",15973,17109
"4038","4038",2389,2698
"4040","4040",12055,11874
"4041","4041",6537,6364
"4042","4042",15379,14884
"4043","4043",14728,13818
"4044","4044",4128,3847
"4045","4045",14896,15212
"4047","4047",6457,6504
"4048","4048",4544,4616
"4049","4049",13250,14487
"4050","4050",10911,10562
"4052","4052",12099,12078
"4053","4053",1457,1573
"4054","4054",13554,14384
"4055","4055",14044,13274
"4056","4056",12742,10953
"4057","4057",8832,8063
"4060","4060",8137,8623
"4062","4062",13502,13409
"4063","4063",5798,5017
"4064","4064",9225,8963
"4065","4065",10747,9390
"4066","4066",12090,12164
"4068","4068",13440,12682
"4069","4069",14363,14318
"4070","4070",3903,4003
"4071","4071",15000,14138
"4072","4072",13297,13371
"4074","4074",13992,14094
"4075","4075",11694,12085
"4076","4076",5281,5196
"4078","4078",2465,3092
"4079","4079",8454,8286
"4080","4080",12342,11875
"4081","4081",2613,3269
"4082","4082",8873,9361
"4084","4084",8087,8908
"4085","4085",7736,7274
"4086","4086",4904,4977
"4087","4087",16668,17614
"4088","4088",12404,9974
"4089","4089",12178,11640
"4090","4090",11208,10643
"4091","4091",12801,13207
"4092","4092",10976,11253
"4094","4094",1343,1768
"4095","4095",8659,8855
"4096","4096",11661,11869
"4097","4097",15180,14266
"4098","4098",10022,10107
"4099","4099",10038,8684
"4100","4100",7240,7071
"4102","4102",13778,13704
"4103","4103",13600,13421
"4104","4104",7281,7292
"4106","4106",9638,7714
"4107","4107",14907,14969
"4109","4109",14894,13661
"4112","4112",4533,3867
"4113","4113",15373,14222
"4114","4114",16520,14834
"4115","4115",6511,6493
"4116","4116",10051,9926
"4117","4117",13466,13501
"4118","4118",7559,7989
"4120","4120",15496,14549
"4122","4122",6585,7410
"4123","4123",11862,11912
"4124","4124",16191,16324
"4125","4125",13394,13131
"4126","4126",17044,15316
"4127","4127",10445,10596
"4128","4128",12126,12545
"4129","4129",1553,1711
"4130","4130",10904,9551
"4131","4131",5756,5598
"4132","4132",6670,6634
"4133","4133",13478,13315
"4134","4134",3107,3283
"4135","4135",11710,9870
"4137","4137",8482,8035
"4138","4138",14622,13280
"4141","4141",9811,8831
"4142","4142",3794,3820
"4143","4143",9718,10295
"4144","4144",7995,7991
"4145","4145",7410,8162
"4147","4147",2607,2821
"4148","4148",8593,7448
"4150","4150",1754,2020
"4151","4151",11493,10553
"4152","4152",13900,14412
"4154","4154",6988,6365
"4155","4155",11308,11112
"4157","4157",9965,10020
"4158","4158",5701,5421
"4159","4159",13372,12117
"4160","4160",13432,13217
"4161","4161",11174,9071
"4162","4162",7473,6731
"4163","4163",1908,1895
"4164","4164",6530,6385
"4166","4166",11701,12000
"4167","4167",8868,8684
"4169","4169",4416,3451
"4170","4170",8683,7463
"4172","4172",14180,14150
"4174","4174",8089,8238
"4175","4175",9733,10072
"4176","4176",8044,7287
"4177","4177",15242,14102
"4178","4178",14781,14516
"4181","4181",6120,5135
"4183","4183",10609,10696
"4184","4184",12954,12462
"4185","4185",10690,10584
"4186","4186",5640,5957
"4187","4187",4472,4261
"4188","4188",12082,11648
"4189","4189",11875,12541
"4191","4191",4272,3679
"4192","4192",4922,4784
"4193","4193",14607,14347
"4194","4194",8695,8324
"4195","4195",14063,13494
"4196","4196",11619,12426
"4197","4197",9495,10154
"4198","4198",15429,13481
"4199","4199",8265,8497
"4200","4200",8462,9726
"4202","4202",14265,13384
"4203","4203",4621,4648
"4206","4206",10179,9972
"4208","4208",10546,11178
"4209","4209",13681,13518
"4210","4210",16229,16527
"4213","4213",6990,8175
"4214","4214",11647,12059
"4216","4216",9786,9450
"4217","4217",7384,7550
"4218","4218",9606,9190
"4219","4219",4629,4650
"4220","4220",5159,4896
"4222","4222",3990,3322
"4223","4223",1826,2119
"4224","4224",9755,9857
"4225","4225",13108,11575
"4226","4226",6596,8116
"4227","4227",9527,9619
"4229","4229",12027,12715
"4231","4231",7404,7551
"4233","4233",10819,10061
"4234","4234",17006,16002
"4235","4235",14774,13964
"4238","4238",8299,8144
"4239","4239",10673,10419
"4240","4240",14819,14112
"4241","4241",15889,17823
"4242","4242",8446,8105
"4243","4243",2622,2503
"4245","4245",14590,14380
"4246","4246",7611,7248
"4247","4247",14279,13865
"4248","4248",9753,10023
"4249","4249",2971,3127
"4250","4250",12500,12535
"4251","4251",14959,15226
"4253","4253",6534,6667
"4255","4255",6419,5992
"4256","4256",7950,8651
"4258","4258",7306,7871
"4261","4261",4753,5029
"4262","4262",8267,8601
"4264","4264",5347,5439
"4265","4265",9553,9236
"4266","4266",7455,6357
"4267","4267",5780,6233
"4268","4268",12771,12892
"4269","4269",9309,9595
"4270","4270",4430,4094
"4272","4272",15227,14101
"4275","4275",15734,14986
"4276","4276",5425,5471
"4277","4277",15116,14546
"4278","4278",12044,11227
"4279","4279",4673,5252
"4280","4280",4161,4332
"4283","4283",9501,9955
"4284","4284",13251,13634
"4285","4285",11299,10604
"4286","4286",14885,13704
"4287","4287",2990,3029
"4288","4288",4632,4612
"4289","4289",6003,5683
"4290","4290",12418,9482
"4291","4291",11222,11376
"4293","4293",13134,11230
"4294","4294",6257,6179
"4295","4295",6751,7081
"4296","4296",13286,14212
"4298","4298",8903,6834
"4299","4299",12689,13319
"4300","4300",8210,8373
"4301","4301",10074,10379
"4302","4302",4571,3505
"4303","4303",3506,3021
"4304","4304",7605,7811
"4305","4305",7196,6986
"4306","4306",7578,8058
"4308","4308",9181,9260
"4309","4309",2389,2380
"4310","4310",9046,9039
"4311","4311",9903,9571
"4313","4313",10347,10208
"4314","4314",8804,8992
"4315","4315",2940,2532
"4316","4316",14131,14280
"4317","4317",14097,14019
"4318","4318",14844,15613
"4319","4319",6748,6507
"4321","4321",7911,7711
"4322","4322",6980,6934
"4324","4324",8307,7946
"4326","4326",12513,12304
"4328","4328",14410,12821
"4329","4329",16232,16259
"4330","4330",3174,3024
"4332","4332",1730,2048
"4333","4333",8872,8970
"4334","4334",8792,9560
"4335","4335",9538,9177
"4336","4336",7186,6197
"4337","4337",10928,11044
"4338","4338",3450,2915
"4339","4339",1189,1012
"4340","4340",8133,7992
"4343","4343",12641,11021
"4344","4344",3875,3704
"4346","4346",8173,8524
"4349","4349",2925,2927
"4350","4350",5190,5589
"4351","4351",12063,12533
"4352","4352",8263,7891
"4353","4353",12229,11460
"4354","4354",4205,4458
"4356","4356",10792,9769
"4357","4357",9835,10358
"4358","4358",5893,6036
"4359","4359",2447,2603
"4360","4360",14267,14158
"4362","4362",5823,5170
"4363","4363",12704,13319
"4364","4364",8879,8940
"4365","4365",13666,14098
"4366","4366",7291,6171
"4368","4368",8708,7502
"4369","4369",16740,15003
"4371","4371",9187,8937
"4374","4374",9079,8720
"4375","4375",14915,12993
"4376","4376",14320,13182
"4377","4377",10574,10752
"4378","4378",15495,15446
"4379","4379",12369,10708
"4380","4380",12684,12105
"4381","4381",10163,9452
"4382","4382",5127,4777
"4383","4383",8634,8889
"4384","4384",6677,6494
"4385","4385",12752,12256
"4386","4386",11869,11946
"4387","4387",8645,7520
"4388","4388",12605,12594
"4389","4389",11076,9979
"4390","4390",10178,9559
"4391","4391",10747,10949
"4392","4392",17450,17096
"4393","4393",1801,1584
"4395","4395",6684,6014
"4396","4396",6017,5516
"4397","4397",6776,7199
"4398","4398",13062,10708
"4399","4399",8252,8038
"4400","4400",11992,11031
"4401","4401",10956,10698
"4402","4402",13510,14020
"4404","4404",14782,14030
"4406","4406",11400,11301
"4407","4407",11815,9638
"4408","4408",14314,13997
"4409","4409",13142,13189
"4411","4411",13304,13419
"4412","4412",8089,8724
"4413","4413",13175,12878
"4414","4414",3919,4158
"4415","4415",10726,10837
"4416","4416",7407,6987
"4417","4417",16317,15649
"4418","4418",13173,11778
"4419","4419",13807,13178
"4420","4420",10453,10317
"4421","4421",4574,4262
"4422","4422",13427,12263
"4424","4424",9029,8476
"4425","4425",12050,11434
"4427","4427",11103,10274
"4428","4428",13306,12370
"4429","4429",2217,1991
"4430","4430",8204,8522
"4431","4431",14570,13918
"4432","4432",11996,11226
"4434","4434",13063,12200
"4435","4435",10037,10295
"4436","4436",5822,5719
"4437","4437",4448,4603
"4438","4438",8579,8361
"4439","4439",6350,6096
"4440","4440",10592,9289
"4441","4441",9938,9728
"4442","4442",12128,12167
"4443","4443",11096,11215
"4444","4444",6631,6632
"4445","4445",6336,6149
"4446","4446",13201,13092
"4447","4447",3821,4023
"4448","4448",6985,6663
"4449","4449",17154,14578
"4450","4450",11873,12190
"4451","4451",9835,10262
"4452","4452",12570,12299
"4453","4453",11450,10472
"4454","4454",8774,9049
"4455","4455",10354,10065
"4456","4456",13233,13301
"4457","4457",3871,3957
"4459","4459",10536,10926
"4460","4460",9810,10068
"4461","4461",9393,9142
"4462","4462",10277,10437
"4463","4463",8942,8183
"4464","4464",18154,17386
"4466","4466",16428,15458
"4468","4468",15134,13828
"4469","4469",10296,9354
"4470","4470",7621,7517
"4471","4471",15014,14022
"4473","4473",5831,5082
"4475","4475",12917,11919
"4476","4476",16477,16181
"4477","4477",7703,7485
"4480","4480",8201,8628
"4481","4481",7678,9483
"4482","4482",6439,6638
"4483","4483",10605,11177
"4484","4484",9268,8319
"4486","4486",12949,13178
"4488","4488",11920,12178
"4490","4490",2719,2292
"4491","4491",4719,5675
"4492","4492",7904,8607
"4493","4493",6550,5966
"4495","4495",8296,7967
"4496","4496",2164,2326
"4497","4497",10242,10685
"4498","4498",15398,15448
"4499","4499",9611,8610
"4500","4500",12817,13297
"4501","4501",9583,9492
"4502","4502",11571,7734
"4503","4503",13042,14083
"4504","4504",4819,4942
"4505","4505",14272,14990
"4506","4506",6944,6459
"4507","4507",9387,9961
"4509","4509",5256,5655
"4510","4510",8099,8032
"4511","4511",6992,6264
"4512","4512",7130,6770
"4514","4514",11511,11172
"4515","4515",7655,7643
"4516","4516",11335,11296
"4517","4517",13007,12961
"4518","4518",9623,10989
"4519","4519",2587,2656
"4521","4521",10013,9378
"4522","4522",6694,6519
"4523","4523",5077,4436
"4524","4524",8719,8931
"4526","4526",11341,11705
"4528","4528",6421,5938
"4530","4530",9293,10101
"4531","4531",15477,13629
"4532","4532",10607,10132
"4533","4533",6885,6755
"4534","4534",5182,5110
"4535","4535",10244,9353
"4536","4536",8533,8332
"4537","4537",1658,1740
"4538","4538",5276,5067
"4539","4539",3353,5351
"4540","4540",5935,5536
"4541","4541",9527,8882
"4542","4542",3711,3470
"4545","4545",3767,3138
"4547","4547",10630,10942
"4548","4548",9264,8935
"4549","4549",8930,8783
"4550","4550",10653,10550
"4551","4551",3760,3664
"4552","4552",9383,9076
"4553","4553",2812,2901
"4554","4554",10366,9606
"4555","4555",13320,13976
"4556","4556",6121,5775
"4557","4557",3433,3851
"4558","4558",5124,5010
"4561","4561",7196,7386
"4562","4562",14145,14019
"4563","4563",6293,5991
"4564","4564",8964,7620
"4565","4565",3585,3297
"4568","4568",6138,6258
"4570","4570",11223,9399
"4571","4571",6482,6810
"4572","4572",14369,14576
"4575","4575",13562,12288
"4576","4576",13593,13644
"4577","4577",13265,13137
"4578","4578",13899,13182
"4579","4579",7929,7777
"4580","4580",10208,10751
"4581","4581",10183,11313
"4583","4583",8247,6610
"4586","4586",8825,9164
"4587","4587",11316,12140
"4589","4589",11045,11728
"4590","4590",3247,2630
"4591","4591",4508,4527
"4592","4592",4144,4296
"4593","4593",12307,10849
"4595","4595",8949,9085
"4598","4598",11224,11646
"4599","4599",10374,9026
"4602","4602",6404,6260
"4603","4603",15937,15357
"4604","4604",13633,13232
"4605","4605",4889,4698
"4608","4608",8386,8212
"4610","4610",14569,14878
"4611","4611",9112,9070
"4612","4612",8938,8386
"4613","4613",12047,11858
"4614","4614",9706,8083
"4615","4615",7162,7001
"4616","4616",7536,7374
"4617","4617",3585,3529
"4618","4618",10187,10170
"4619","4619",14870,13646
"4620","4620",9852,10352
"4621","4621",7622,6836
"4622","4622",3432,3600
"4623","4623",4180,5408
"4626","4626",14309,11897
"4627","4627",11394,12566
"4628","4628",8025,8354
"4629","4629",16700,16395
"4631","4631",7260,6973
"4632","4632",10863,11169
"4633","4633",5918,5759
"4634","4634",4412,4291
"4635","4635",1872,1762
"4636","4636",7347,7172
"4638","4638",12782,11495
"4639","4639",5816,5512
"4640","4640",16097,15288
"4641","4641",1086,1541
"4643","4643",5397,5846
"4645","4645",8494,8279
"4646","4646",13955,12718
"4647","4647",14682,14690
"4648","4648",4403,4312
"4649","4649",12778,11486
"4650","4650",11891,12089
"4652","4652",4795,4282
"4654","4654",16021,15180
"4657","4657",12063,11925
"4658","4658",9253,9027
"4659","4659",16010,15363
"4663","4663",3695,3127
"4664","4664",5184,6030
"4665","4665",13613,12484
"4666","4666",9447,9074
"4667","4667",6833,7046
"4668","4668",3342,3883
"4669","4669",7027,6899
"4670","4670",8102,6190
"4671","4671",8976,7913
"4672","4672",16863,16446
"4673","4673",6649,7538
"4676","4676",2056,1849
"4678","4678",14385,12354
"4679","4679",8070,8375
"4680","4680",14655,14064
"4681","4681",10565,10110
"4682","4682",10829,11633
"4683","4683",5770,6226
"4684","4684",5885,5757
"4685","4685",9920,10345
"4686","4686",6073,5990
"4687","4687",4407,4190
"4689","4689",7982,7429
"4690","4690",9850,9798
"4691","4691",10431,9914
"4692","4692",14721,14384
"4693","4693",9770,9953
"4694","4694",12122,12727
"4695","4695",9753,8517
"4696","4696",9210,8816
"4697","4697",13641,13041
"4698","4698",12455,12296
"4699","4699",9008,9936
"4701","4701",12518,12269
"4703","4703",14441,13564
"4704","4704",3354,4678
"4705","4705",9503,9767
"4707","4707",10551,11373
"4708","4708",14090,13820
"4710","4710",4799,5364
"4712","4712",10997,10930
"4713","4713",7422,7442
"4714","4714",10610,10410
"4715","4715",9414,7918
"4717","4717",9539,9010
"4718","4718",3627,3159
"4719","4719",9887,9842
"4720","4720",14353,14204
"4721","4721",8835,8531
"4722","4722",6229,6075
"4723","4723",691,908
"4724","4724",5928,5104
"4725","4725",6922,6763
"4726","4726",9896,9737
"4727","4727",3560,3667
"4730","4730",4237,4278
"4731","4731",10429,10312
"4732","4732",6640,7471
"4733","4733",13000,13483
"4734","4734",13131,12839
"4735","4735",9908,9193
"4736","4736",13445,12855
"4737","4737",6598,6245
"4738","4738",13393,12561
"4739","4739",9585,8651
"4740","4740",10970,10486
"4743","4743",9475,9758
"4744","4744",12205,11185
"4745","4745",5652,6458
"4749","4749",16952,16090
"4750","4750",11163,11972
"4751","4751",14782,14277
"4752","4752",6683,6802
"4753","4753",14162,14314
"4754","4754",9908,9708
"4755","4755",15549,14488
"4756","4756",7115,6728
"4757","4757",11817,11896
"4759","4759",13335,12822
"4760","4760",12530,11407
"4761","4761",8998,9698
"4762","4762",13550,11370
"4763","4763",10856,10096
"4764","4764",11168,10400
"4766","4766",4953,4975
"4767","4767",13187,12113
"4768","4768",6694,7075
"4769","4769",8124,8654
"4770","4770",11917,11190
"4772","4772",2142,1774
"4773","4773",15229,14994
"4774","4774",8321,8624
"4776","4776",7808,7595
"4777","4777",2147,2544
"4781","4781",3909,3606
"4782","4782",9148,8037
"4783","4783",1582,2304
"4784","4784",16051,14908
"4786","4786",15626,15009
"4788","4788",4862,5525
"4790","4790",8646,8971
"4791","4791",9231,9184
"4792","4792",10424,10390
"4793","4793",10343,10360
"4794","4794",11193,10471
"4795","4795",7388,7298
"4796","4796",4958,4736
"4797","4797",14099,13284
"4798","4798",9345,9321
"4799","4799",8425,7853
"4801","4801",6883,6828
"4802","4802",4316,4326
"4803","4803",8068,7633
"4805","4805",12196,12173
"4806","4806",6949,6101
"4807","4807",7050,6391
"4808","4808",16120,16245
"4809","4809",13228,13376
"4810","4810",12832,12667
"4812","4812",14563,14511
"4813","4813",6787,6739
"4814","4814",1780,1684
"4815","4815",12385,12517
"4816","4816",10664,10979
"4817","4817",12192,11999
"4819","4819",3577,3842
"4820","4820",5126,5186
"4822","4822",5310,5211
"4823","4823",12099,13264
"4824","4824",12590,12673
"4825","4825",13119,13131
"4826","4826",5545,6076
"4827","4827",12674,13087
"4829","4829",1228,1277
"4830","4830",7395,7547
"4831","4831",12235,12077
"4832","4832",16127,14919
"4833","4833",5106,5400
"4834","4834",9242,9054
"4835","4835",7165,7104
"4836","4836",8324,8137
"4838","4838",6901,6764
"4839","4839",12275,11179
"4840","4840",15194,15852
"4842","4842",15179,15200
"4844","4844",12100,11281
"4845","4845",12319,12721
"4846","4846",14959,14663
"4847","4847",16081,15630
"4848","4848",11234,11940
"4849","4849",6792,6317
"4850","4850",11067,11138
"4851","4851",8721,8021
"4853","4853",8596,8807
"4854","4854",8013,7024
"4855","4855",10611,10197
"4856","4856",9050,9690
"4857","4857",9766,9158
"4859","4859",6780,5448
"4860","4860",7300,7838
"4861","4861",7402,7423
"4863","4863",11295,8888
"4864","4864",14941,14382
"4866","4866",9851,9914
"4868","4868",5947,5665
"4869","4869",14281,13635
"4873","4873",2514,2619
"4874","4874",14823,14949
"4876","4876",11767,11800
"4877","4877",10715,10224
"4878","4878",14719,14769
"4879","4879",11305,10135
"4880","4880",5468,5440
"4881","4881",9601,8758
"4882","4882",6334,6856
"4884","4884",8890,9364
"4885","4885",7814,7526
"4886","4886",4348,4178
"4888","4888",4939,4142
"4889","4889",8306,9236
"4890","4890",11261,10574
"4891","4891",13469,14191
"4892","4892",5031,4815
"4893","4893",14803,14913
"4894","4894",15544,15230
"4895","4895",2803,2789
"4896","4896",13993,12506
"4898","4898",6780,7252
"4899","4899",12862,12737
"4901","4901",10425,9000
"4902","4902",6017,6067
"4903","4903",4606,4590
"4904","4904",12788,11835
"4905","4905",6906,6290
"4906","4906",7175,7440
"4907","4907",9980,10104
"4909","4909",12828,12805
"4910","4910",9020,7977
"4911","4911",16108,16576
"4912","4912",6849,6465
"4913","4913",13898,13460
"4914","4914",11388,11082
"4915","4915",11967,12798
"4916","4916",9250,9472
"4919","4919",7928,7097
"4920","4920",8085,7732
"4926","4926",17228,17373
"4927","4927",5045,4954
"4928","4928",13065,13006
"4929","4929",6189,5702
"4930","4930",15887,17994
"4932","4932",5570,4366
"4933","4933",14776,13650
"4934","4934",13871,13883
"4935","4935",5419,5684
"4937","4937",11500,11280
"4938","4938",11946,11276
"4940","4940",12688,11775
"4941","4941",7917,8170
"4942","4942",9975,8700
"4943","4943",5673,5898
"4944","4944",14821,13046
"4945","4945",15672,15540
"4947","4947",12269,13423
"4948","4948",14045,14227
"4949","4949",7599,7913
"4950","4950",6819,6521
"4951","4951",4505,4361
"4952","4952",3439,4020
"4954","4954",14688,14448
"4955","4955",3540,3479
"4956","4956",5493,6089
"4957","4957",6998,7774
"4958","4958",11143,9799
"4959","4959",14618,14436
"4960","4960",13074,14215
"4961","4961",6402,6118
"4962","4962",3759,3065
"4963","4963",12148,12657
"4964","4964",5883,5990
"4965","4965",2545,2315
"4966","4966",9381,9389
"4967","4967",6328,6039
"4968","4968",10410,10436
"4969","4969",6131,6497
"4970","4970",9729,7911
"4971","4971",11342,12159
"4972","4972",8334,7396
"4973","4973",9164,8256
"4974","4974",7551,8085
"4977","4977",10271,10519
"4978","4978",10074,10247
"4979","4979",7311,7368
"4980","4980",5126,4267
"4981","4981",9321,8156
"4982","4982",3688,3368
"4983","4983",10073,11331
"4984","4984",9516,8816
"4985","4985",8257,7485
"4986","4986",10186,9539
"4987","4987",10307,10117
"4988","4988",3176,3367
"4989","4989",11516,11917
"4990","4990",9744,9364
"4991","4991",12886,12124
"4992","4992",7770,8054
"4993","4993",12817,12610
"4994","4994",8937,8733
"4995","4995",8621,9985
"4996","4996",6951,5529
"4997","4997",7091,6411
"4998","4998",11951,11300
"4999","4999",13095,12987
"5000","5000",16426,16232
"5001","5001",4536,5459
"5003","5003",5117,3423
"5004","5004",13133,12177
"5006","5006",14235,14161
"5007","5007",5400,4183
"5008","5008",7333,7299
"5009","5009",1298,1387
"5011","5011",2094,1426
"5012","5012",9565,10053
"5013","5013",10544,10756
"5015","5015",8595,8692
"5017","5017",8574,8172
"5018","5018",14153,13719
"5019","5019",4652,4242
"5020","5020",13713,12530
"5021","5021",16128,15729
"5024","5024",6102,5147
"5025","5025",5540,4774
"5026","5026",7959,7928
"5028","5028",4112,4121
"5029","5029",7281,7438
"5031","5031",2585,2847
"5033","5033",12549,11778
"5034","5034",14502,15737
"5035","5035",8166,7198
"5036","5036",3194,3186
"5037","5037",17122,15226
"5038","5038",7426,6811
"5039","5039",11235,10983
"5040","5040",12224,11711
"5041","5041",1754,1752
"5042","5042",7417,7706
"5043","5043",13293,14057
"5044","5044",5836,5985
"5045","5045",10601,10072
"5046","5046",15579,13455
"5047","5047",13905,12382
"5048","5048",17081,16868
"5049","5049",15628,16200
"5050","5050",7623,7630
"5051","5051",11842,11722
"5052","5052",9567,9522
"5053","5053",2479,2858
"5057","5057",6737,6195
"5058","5058",15193,13356
"5059","5059",13220,13921
"5061","5061",12773,12012
"5062","5062",2850,2624
"5063","5063",9583,10116
"5065","5065",8145,8773
"5066","5066",15310,15620
"5067","5067",10853,10553
"5068","5068",13963,14431
"5070","5070",12122,11488
"5071","5071",8055,7687
"5072","5072",9904,9575
"5074","5074",11445,11056
"5075","5075",2852,3047
"5076","5076",5152,4938
"5078","5078",5391,5399
"5079","5079",16694,16508
"5080","5080",9357,8709
"5081","5081",5662,5836
"5082","5082",5956,5501
"5083","5083",8020,7285
"5084","5084",12233,12890
"5085","5085",15773,15187
"5086","5086",9863,8301
"5087","5087",9755,9459
"5088","5088",8017,7202
"5089","5089",6947,6457
"5090","5090",10091,10208
"5091","5091",8989,8909
"5092","5092",10554,11231
"5093","5093",9803,6257
"5095","5095",13973,13183
"5096","5096",7797,8216
"5097","5097",14644,14422
"5098","5098",7954,8400
"5100","5100",7801,6691
"5101","5101",6509,6451
"5103","5103",10045,10713
"5104","5104",7767,7478
"5105","5105",12590,13154
"5106","5106",9066,7488
"5109","5109",15837,15189
"5110","5110",10381,9688
"5112","5112",4196,3708
"5113","5113",10231,9272
"5114","5114",4098,3101
"5116","5116",8297,7515
"5117","5117",5440,3675
"5118","5118",8345,7173
"5119","5119",5105,4940
"5120","5120",7405,7442
"5122","5122",11144,10931
"5123","5123",3143,3305
"5124","5124",9194,7983
"5125","5125",8936,9266
"5126","5126",5818,5754
"5127","5127",2953,3386
"5128","5128",7319,6536
"5129","5129",12227,11934
"5130","5130",7207,7726
"5132","5132",9123,9001
"5133","5133",14086,12580
"5134","5134",15396,15427
"5135","5135",12712,12229
"5136","5136",16531,17342
"5138","5138",16059,15148
"5140","5140",11828,12018
"5141","5141",2980,4194
"5142","5142",9590,9920
"5143","5143",10172,9163
"5144","5144",2307,2211
"5145","5145",11096,12198
"5146","5146",9750,8750
"5147","5147",12708,13916
"5148","5148",14093,13861
"5149","5149",13381,12618
"5150","5150",8974,8261
"5151","5151",10050,9776
"5152","5152",3880,3742
"5153","5153",8320,8124
"5156","5156",5832,4970
"5157","5157",13859,13882
"5158","5158",11100,10867
"5159","5159",10852,10586
"5161","5161",5989,6177
"5162","5162",10661,9996
"5163","5163",6122,7035
"5164","5164",15648,15834
"5165","5165",9441,9216
"5166","5166",14994,14597
"5168","5168",10712,10138
"5169","5169",11981,13897
"5170","5170",2787,2789
"5171","5171",15804,14851
"5172","5172",12370,11979
"5173","5173",14867,15249
"5174","5174",10190,10530
"5175","5175",4123,3411
"5176","5176",7442,7922
"5177","5177",13033,13054
"5178","5178",14505,13143
"5182","5182",3183,2684
"5183","5183",12627,12352
"5185","5185",10347,9832
"5186","5186",12027,11236
"5187","5187",11113,11106
"5188","5188",11200,10807
"5189","5189",7378,7013
"5190","5190",4752,4986
"5192","5192",6869,6809
"5195","5195",4775,3884
"5197","5197",14418,15014
"5198","5198",13961,11904
"5199","5199",10064,9681
"5200","5200",7816,8245
"5201","5201",6521,5534
"5202","5202",9187,9314
"5203","5203",11861,11801
"5204","5204",16041,16662
