"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","avg_duration_min","avg_ci_interruptions","pct_ci_route","pct_ci_route_sep","pct_ci_route_paint","pct_ci_route_mixed","pct_ci_route_foot","pct_lts1","pct_lts2","pct_lts3","pct_lts4","pct_lts1_alternative","pct_lts2_alternative","pct_lts3_alternative","pct_lts4_alternative","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Mexico City",2018,1,14919501,3823.45,1.62,0,34.11,0.28,12.44,10.27,1.49,0.43,0.26,54.71,0.81,10.83,33.62,63.94,0.39,9.23,26.41,11630596.756,180435,1.55,46.9,0.76,15.08,37.25,135463,27455,10789,6728,4.16,"20260325_170805",19831,13302036
"Mexico City",2020,1,14919501,3867.47,1.63,1.15,32.43,0.44,16.9,13.73,2.31,0.71,0.15,56.77,1.09,12.12,30,68.9,0.43,9.03,21.62,12300837.564,232542,1.89,49.28,0.9,16.5,33.32,169030,41548,13824,8140,4.16,"20260325_170805",19891,14424471
"Mexico City",2022,1,14919501,3846.41,1.6,0.6,30.87,0.48,20.67,15.73,2.74,2.1,0.1,60.68,9.74,2.7,26.87,73.49,6.56,2.41,17.53,12870256.645,296669,2.31,52.17,14.87,3.92,29.04,196437,55239,38318,6675,4.16,"20260325_170805",19932,16247255
