"city","year","lts","found_routes","access_15min_vol"
"athens",16,1,19967,24672635
"athens",18,1,19971,24328640
"athens",20,1,19975,23734710
"athens",22,1,19918,23586678
"athens",24,1,19974,23864950
"athens",26,1,19980,24741117
