"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","avg_duration_min","avg_ci_interruptions","pct_ci_route","pct_ci_route_sep","pct_ci_route_paint","pct_ci_route_mixed","pct_ci_route_foot","pct_lts1","pct_lts2","pct_lts3","pct_lts4","pct_lts1_alternative","pct_lts2_alternative","pct_lts3_alternative","pct_lts4_alternative","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Bilbao",2016,1,614370,4603.71,2.14,0,38.61,0.74,13,9.91,0,0,3.09,67.76,1.07,12.82,18.3,70.94,0.95,12.12,15.95,2989621.751,55461,1.86,43.15,1.05,17.62,38.18,37897,0,0,17564,8.22,"20260328_061429",19462,17497235
"Bilbao",2018,1,614370,4466.43,2.07,-2.98,36.94,1.05,14.47,11.21,0.5,0.9,1.87,71.18,1.72,10.5,16.57,73.62,1.65,10.17,14.53,3481069.881,57495,1.65,40.65,1.46,16.41,41.48,40260,371,1682,15183,8.22,"20260328_061429",19264,19831961
"Bilbao",2020,1,614370,4440.25,2.04,-3.55,35.3,0.97,12.07,8.74,0.47,1.86,0.99,74.36,1.76,10.65,13.2,77.5,1.38,9.6,11.49,3872500.142,64391,1.66,40.68,1.55,13.5,44.27,46557,1109,4953,11772,8.22,"20260328_061429",19302,23157403
"Bilbao",2022,1,614370,4430.31,2.03,-3.77,34.36,1.69,17.04,13.53,0.46,1.66,1.38,76.86,1.7,9.1,12.32,80.03,1.41,8.3,10.24,4249695.446,63918,1.5,40.17,1.84,11.43,46.55,50862,1109,4461,7487,8.22,"20260328_061429",19782,23862996
"Bilbao",2024,1,614370,4428.54,2.02,-3.8,33.57,2.09,23.88,17.08,1.5,3.51,1.8,77.5,2,8.18,12.31,81.15,1.53,7.93,9.38,4362579.816,85044,1.95,40.72,2.14,11.27,45.86,59019,3648,11066,11311,8.22,"20260328_061429",19830,24132020
"Bilbao",2026,1,614370,4385.65,2.01,-4.74,33.78,2.08,25.1,19.2,1.1,3.7,1.1,76.7,2.61,8.99,11.69,80.56,2.18,8.58,8.67,4548251.76,98738,2.17,40.96,3.13,11.28,44.64,74047,4735,12122,7835,8.22,"20260328_061429",19812,24482786
