"city","year","lts","found_routes","access_15min_vol"
"katowice",16,1,19993,13885358
"katowice",18,1,19997,15393386
"katowice",20,1,19998,16036990
"katowice",22,1,19912,16528503
"katowice",24,1,19914,16670438
"katowice",26,1,19946,16375384
