"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","run_timestamp","found_routes","access_15min_vol"
"Brussels","2016",1,1381011,7086.74,1.45,0,12.65,81.02,1.87,8.95,8.12,4286393.063,222201,5.18,54.52,2.81,20.85,21.82,100990,81145,4704,35361,"20260225_123242",19948,198865882
"Brussels","2016",2,1381011,7057.53,1.44,0,14.51,75.16,8.7,8.43,7.68,4286393.063,222201,5.18,54.52,2.81,20.85,21.82,100990,81145,4704,35361,"20260225_123242",19988,226430178
"Brussels","2016",3,1381011,6605.98,1.36,0,14.5,48.12,6.68,40.78,4.38,4286393.063,222201,5.18,54.52,2.81,20.85,21.82,100990,81145,4704,35361,"20260225_123242",20000,456233159
"Brussels","2016",4,1381011,6043.45,1.25,0,14.52,28,4.95,29.08,37.94,4286393.063,222201,5.18,54.52,2.81,20.85,21.82,100990,81145,4704,35361,"20260225_123242",20000,652156515
"Brussels","2021",1,1381011,6845.63,1.4,-3.4,24.44,88.84,5.4,0.58,5.16,4951483.766,345218,6.97,64.18,12.86,4.51,18.46,151361,121090,50121,22646,"20260225_123242",19989,298687124
"Brussels","2021",2,1381011,6446.62,1.32,-8.66,24.44,64.86,30.94,0.53,3.65,4951483.766,345218,6.97,64.18,12.86,4.51,18.46,151361,121090,50121,22646,"20260225_123242",19990,480886894
"Brussels","2021",3,1381011,6404.39,1.32,-3.05,25.4,62.71,30.93,3.06,3.28,4951483.766,345218,6.97,64.18,12.86,4.51,18.46,151361,121090,50121,22646,"20260225_123242",19990,491959728
"Brussels","2021",4,1381011,5995.22,1.24,-0.8,28.69,39.88,22.98,2.39,34.73,4951483.766,345218,6.97,64.18,12.86,4.51,18.46,151361,121090,50121,22646,"20260225_123242",19990,658488167
"Brussels","2026",1,1381011,6765.97,1.39,-4.53,34.51,90.41,4.47,0.68,4.43,5131516.297,458487,8.93,68.81,10.6,3.75,16.84,182433,139486,122405,14162,"20260225_123242",19991,257075875
"Brussels","2026",2,1381011,6530.45,1.34,-7.47,41.49,68.45,27.68,0.49,3.37,5131516.297,458487,8.93,68.81,10.6,3.75,16.84,182433,139486,122405,14162,"20260225_123242",19992,387409078
"Brussels","2026",3,1381011,6489.2,1.33,-1.77,41.52,66.94,27.43,2.32,3.31,5131516.297,458487,8.93,68.81,10.6,3.75,16.84,182433,139486,122405,14162,"20260225_123242",19992,399338729
"Brussels","2026",4,1381011,6135.74,1.26,1.53,44.86,47.46,20.58,2.1,29.86,5131516.297,458487,8.93,68.81,10.6,3.75,16.84,182433,139486,122405,14162,"20260225_123242",19992,527243830
