"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","run_timestamp","found_routes","access_15min_vol"
"New York","2016",1,13524139,8771.51,1.57,0,50.78,82.25,0.48,3.31,13.9,3446345.994,383066.441307537,11.12,48.15,1.64,10.4,39.81,108054,198613,37017,39383,"20260225_105332",13224,84640202
"New York","2016",2,13524139,8754.84,1.57,0,53.48,78.75,4.54,3.34,13.32,3446345.994,383066.441307537,11.12,48.15,1.64,10.4,39.81,108054,198613,37017,39383,"20260225_105332",13234,94802786
"New York","2016",3,13524139,8735.92,1.56,0,57.56,61.58,6.26,23.12,8.98,3446345.994,383066.441307537,11.12,48.15,1.64,10.4,39.81,108054,198613,37017,39383,"20260225_105332",13280,246504005
"New York","2016",4,13524139,7741.93,1.38,0,37.93,34.7,1.32,9.86,54.07,3446345.994,383066.441307537,11.12,48.15,1.64,10.4,39.81,108054,198613,37017,39383,"20260225_105332",13288,494128382
"New York","2021",1,13524139,8757.26,1.56,-0.16,62.48,90.69,0.59,0.87,7.84,3888239.007,604663.589653608,15.55,60.9,2.6,5.83,30.66,197921,255540,104113,47090,"20260225_105332",13197,205828188
"New York","2021",2,13524139,8716.29,1.55,-0.44,64.15,86.87,4.84,0.81,7.48,3888239.007,604663.589653608,15.55,60.9,2.6,5.83,30.66,197921,255540,104113,47090,"20260225_105332",13198,272327528
"New York","2021",3,13524139,8586.89,1.53,-1.71,64.4,82.05,5.15,6.45,6.34,3888239.007,604663.589653608,15.55,60.9,2.6,5.83,30.66,197921,255540,104113,47090,"20260225_105332",13201,284550065
"New York","2021",4,13524139,7768.37,1.39,0.34,49.57,42.86,2.84,4.48,49.81,3888239.007,604663.589653608,15.55,60.9,2.6,5.83,30.66,197921,255540,104113,47090,"20260225_105332",13209,598774517
"New York","2026",1,13524139,8892.29,1.58,1.38,64.96,93.74,0.91,0.27,5.07,3947100.427,678470.451412085,17.19,64.5,5.84,2.95,26.71,237197,290903,95861,54510,"20260225_105332",13301,157920079
"New York","2026",2,13524139,8756.76,1.56,0.02,66.59,83.99,10.86,0.43,4.71,3947100.427,678470.451412085,17.19,64.5,5.84,2.95,26.71,237197,290903,95861,54510,"20260225_105332",13320,216246220
"New York","2026",3,13524139,8717.95,1.55,-0.21,67.04,81.6,11.52,2.22,4.65,3947100.427,678470.451412085,17.19,64.5,5.84,2.95,26.71,237197,290903,95861,54510,"20260225_105332",13323,219040903
"New York","2026",4,13524139,7774.55,1.39,0.42,63.58,45.37,6.57,1.53,46.52,3947100.427,678470.451412085,17.19,64.5,5.84,2.95,26.71,237197,290903,95861,54510,"20260225_105332",13334,532422995
