"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","avg_duration_min","avg_ci_interruptions","pct_ci_route","pct_ci_route_sep","pct_ci_route_paint","pct_ci_route_mixed","pct_ci_route_foot","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"San Francisco",2016,1,2091036,3658.26,1.58,0,28.42,0.78,14.33,2.57,9.93,0.8,1.04,71.21,2.31,10.67,15.79,4433829.715,186274,4.2,52.66,5.55,16.93,24.86,38689,120648,16304,10634,7.53,"20260302_165603",19973,180681679
"San Francisco",2016,2,2091036,3656.78,1.58,0,26.67,0.95,18.32,2.37,13.3,1.55,1.1,65.23,10.94,9.62,14.19,4433829.715,186274,4.2,52.66,5.55,16.93,24.86,38689,120648,16304,10634,7.53,"20260302_165603",19979,223867389
"San Francisco",2019,1,2091036,3645.02,1.57,-0.36,25.39,1.68,20.83,2.81,7.53,8.61,1.88,80.03,4.91,5.09,9.97,5027997.043,351539,6.99,60.02,10.78,8.56,20.64,47524,146260,134455,23300,7.53,"20260302_165603",19992,247876419
"San Francisco",2019,2,2091036,3602.34,1.55,-1.49,22.26,1.82,25.04,2.46,11.89,8.99,1.71,67.09,21.3,4.15,7.45,5027997.043,351539,6.99,60.02,10.78,8.56,20.64,47524,146260,134455,23300,7.53,"20260302_165603",19999,400802374
"San Francisco",2021,1,2091036,3639.48,1.57,-0.51,24.24,1.89,23.2,4,5.63,11.82,1.76,86.01,4.24,3.33,6.42,5131016.2,379848,7.4,62.75,10.9,7.88,18.47,67436,141314,151069,20030,7.53,"20260302_165603",19994,353472699
"San Francisco",2021,2,2091036,3562.7,1.54,-2.57,21.32,1.97,27.68,4.82,9.22,12.28,1.37,72.41,20.09,2.69,4.8,5131016.2,379848,7.4,62.75,10.9,7.88,18.47,67436,141314,151069,20030,7.53,"20260302_165603",20000,529473860
"San Francisco",2024,1,2091036,3627.12,1.57,-0.85,24.78,2.3,31.03,6.12,8.14,14.38,2.39,86.05,4.46,3.19,6.3,5061035.723,439875,8.69,63.01,11.29,7.37,18.32,84114,166237,163621,25903,7.53,"20260302_165603",19948,372084487
"San Francisco",2024,2,2091036,3552.73,1.54,-2.85,21.87,2.33,37.11,7.73,11.79,15.6,2,72.96,19.31,3.18,4.55,5061035.723,439875,8.69,63.01,11.29,7.37,18.32,84114,166237,163621,25903,7.53,"20260302_165603",19954,543950131
"San Francisco",2026,1,2091036,3620.85,1.56,-1.02,24.14,2.31,31.02,5.85,7.88,14.87,2.43,88.81,3.2,2.54,5.45,5124631.87,439964,8.59,66.8,9.31,6.7,17.19,91665,164398,155816,28086,7.53,"20260302_165603",19919,371203376
"San Francisco",2026,2,2091036,3535.95,1.53,-3.3,21.64,2.29,37.82,7.34,12.39,16.23,1.87,74.02,19.14,2.51,4.32,5124631.87,439964,8.59,66.8,9.31,6.7,17.19,91665,164398,155816,28086,7.53,"20260302_165603",19925,539932899
