"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"San Francisco",2016,1,2091036,8460.8,1.47,0,14.27,83.35,1.74,6.75,8.13,4433829.715,186274,4.2,52.66,5.55,16.93,24.86,38689,120648,16304,10634,21.21,"20260228_021556",19545,22230269
"San Francisco",2016,2,2091036,8466.04,1.46,0,17.38,74.19,12.53,5.81,7.43,4433829.715,186274,4.2,52.66,5.55,16.93,24.86,38689,120648,16304,10634,21.21,"20260228_021556",19728,25854102
"San Francisco",2016,3,2091036,8237.02,1.4,0,16.39,56.53,11,27.59,4.85,4433829.715,186274,4.2,52.66,5.55,16.93,24.86,38689,120648,16304,10634,21.21,"20260228_021556",19998,51512718
"San Francisco",2016,4,2091036,7409.29,1.27,0,15.47,28.4,6.92,19.64,45.01,4433829.715,186274,4.2,52.66,5.55,16.93,24.86,38689,120648,16304,10634,21.21,"20260228_021556",20000,101604144
"San Francisco",2021,1,2091036,8442.58,1.44,-0.22,23.33,92.31,2.71,1.63,3.33,5131016.2,379848,7.4,62.75,10.9,7.88,18.47,67436,141314,151069,20030,21.21,"20260228_021556",19889,32796430
"San Francisco",2021,2,2091036,8215.52,1.4,-2.96,26.76,76.92,19.27,1.24,2.56,5131016.2,379848,7.4,62.75,10.9,7.88,18.47,67436,141314,151069,20030,21.21,"20260228_021556",19954,48824167
"San Francisco",2021,3,2091036,8048.4,1.37,-2.29,28.18,68.75,18.96,10.02,2.25,5131016.2,379848,7.4,62.75,10.9,7.88,18.47,67436,141314,151069,20030,21.21,"20260228_021556",19958,65882366
"San Francisco",2021,4,2091036,7380.46,1.26,-0.39,30.77,37.29,13.36,8.04,41.29,5131016.2,379848,7.4,62.75,10.9,7.88,18.47,67436,141314,151069,20030,21.21,"20260228_021556",19960,98122926
"San Francisco",2026,1,2091036,8455.22,1.45,-0.07,34.64,94,1.9,1.16,2.91,5124631.87,439964,8.59,66.8,9.31,6.7,17.19,91665,164398,155816,28086,21.21,"20260228_021556",19874,31320304
"San Francisco",2026,2,2091036,8252.51,1.4,-2.52,41,78.52,17.87,1.1,2.47,5124631.87,439964,8.59,66.8,9.31,6.7,17.19,91665,164398,155816,28086,21.21,"20260228_021556",19949,48034857
"San Francisco",2026,3,2091036,8133.8,1.38,-1.25,41.52,72.54,17.42,7.83,2.18,5124631.87,439964,8.59,66.8,9.31,6.7,17.19,91665,164398,155816,28086,21.21,"20260228_021556",19966,61136927
"San Francisco",2026,4,2091036,7483.12,1.28,1,45.85,42.5,12.62,6.19,38.66,5124631.87,439964,8.59,66.8,9.31,6.7,17.19,91665,164398,155816,28086,21.21,"20260228_021556",19988,91756917
