"from_id","to_id","dist_2016","dist_2021","dist_2026","diff_1621","diff_2126","diff_1626","change_pct"
"2","2",5390,5070,4756,-320,-314,-634,-0.117625231910946
"3","3",11364,10164,10986,-1200,822,-378,-0.0332629355860612
"4","4",6981,7674,7714,693,40,733,0.104999283770233
"5","5",12805,11004,11548,-1801,544,-1257,-0.0981647793830535
"6","6",13973,13087,12180,-886,-907,-1793,-0.128318900737136
"7","7",9511,9490,9473,-21,-17,-38,-0.00399537377773105
"8","8",10474,9436,9999,-1038,563,-475,-0.0453503914454841
"10","10",5284,5025,5476,-259,451,192,0.036336109008327
"11","11",12706,12215,14658,-491,2443,1952,0.15362820714623
"12","12",7818,7529,7801,-289,272,-17,-0.00217446917370171
"13","13",16384,14411,15405,-1973,994,-979,-0.05975341796875
"14","14",13680,13301,12513,-379,-788,-1167,-0.0853070175438597
"15","15",16791,17001,17553,210,552,762,0.0453814543505449
"16","16",2025,1878,1878,-147,0,-147,-0.0725925925925926
"17","17",10127,8797,8866,-1330,69,-1261,-0.124518613607189
"18","18",3854,3860,4664,6,804,810,0.210171250648677
"19","19",6581,6631,5675,50,-956,-906,-0.137669047257256
"21","21",8834,8751,8672,-83,-79,-162,-0.0183382386235001
"25","25",10567,10452,11903,-115,1451,1336,0.126431342859847
"26","26",6610,8453,8333,1843,-120,1723,0.260665658093797
"28","28",7689,7124,6428,-565,-696,-1261,-0.164000520223696
"29","29",5433,5318,5243,-115,-75,-190,-0.0349714706423707
"30","30",6608,8147,7323,1539,-824,715,0.108202179176755
"31","31",8637,8876,8502,239,-374,-135,-0.0156304272316777
"32","32",18538,16429,15439,-2109,-990,-3099,-0.167170137015859
"33","33",12482,12708,13040,226,332,558,0.0447043742989905
"36","36",8387,8103,7704,-284,-399,-683,-0.0814355550256349
"37","37",13667,14176,13781,509,-395,114,0.00834125996926904
"38","38",4603,3573,4666,-1030,1093,63,0.0136867260482294
"39","39",15791,16599,14675,808,-1924,-1116,-0.0706731682604015
"43","43",5582,5019,5057,-563,38,-525,-0.0940523109996417
"46","46",14856,13482,14199,-1374,717,-657,-0.0442245557350565
"47","47",4957,4741,5169,-216,428,212,0.0427678031067178
"49","49",5480,4833,4842,-647,9,-638,-0.116423357664234
"50","50",14239,10031,10785,-4208,754,-3454,-0.242573214411124
"52","52",9504,9549,9043,45,-506,-461,-0.0485058922558923
"53","53",12841,12758,12756,-83,-2,-85,-0.00661942216338291
"56","56",9925,11584,10090,1659,-1494,165,0.016624685138539
"57","57",14230,12988,13300,-1242,312,-930,-0.0653548840477864
"59","59",16395,14513,15686,-1882,1173,-709,-0.0432448917352851
"60","60",4431,4575,4089,144,-486,-342,-0.0771834800270819
"61","61",11312,12328,11272,1016,-1056,-40,-0.00353606789250354
"62","62",15991,15989,15570,-2,-419,-421,-0.0263273091113751
"63","63",7988,7967,7248,-21,-719,-740,-0.0926389584376565
"65","65",7685,6591,7487,-1094,896,-198,-0.0257644762524398
"66","66",4425,4102,3953,-323,-149,-472,-0.106666666666667
"69","69",11511,10632,9437,-879,-1195,-2074,-0.180175484319347
"70","70",3368,3460,4789,92,1329,1421,0.421912114014252
"74","74",6499,6365,5959,-134,-406,-540,-0.0830897061086321
"76","76",4947,4800,4296,-147,-504,-651,-0.131594906003639
"77","77",11469,11298,11423,-171,125,-46,-0.00401081175342227
"78","78",6827,6202,6684,-625,482,-143,-0.0209462428592354
"79","79",11693,11463,11556,-230,93,-137,-0.0117164115282648
"80","80",4648,5106,5392,458,286,744,0.160068846815835
"81","81",2462,1779,2437,-683,658,-25,-0.0101543460601137
"83","83",14089,14056,15411,-33,1355,1322,0.093832067570445
"84","84",9470,9364,9383,-106,19,-87,-0.00918690601900739
"86","86",2522,2538,3100,16,562,578,0.229183187946075
"87","87",9157,9160,10917,3,1757,1760,0.192202686469368
"88","88",8850,8851,9744,1,893,894,0.101016949152542
"89","89",7604,7045,8278,-559,1233,674,0.0886375591793793
"91","91",7926,8286,7368,360,-918,-558,-0.0704012112036336
"92","92",7875,8254,7720,379,-534,-155,-0.0196825396825397
"93","93",4679,4626,5017,-53,391,338,0.0722376576191494
"94","94",16473,14790,14120,-1683,-670,-2353,-0.142839798458083
"95","95",13817,14663,13648,846,-1015,-169,-0.0122313092567127
"96","96",10726,10613,9273,-113,-1340,-1453,-0.135465224687675
"97","97",14082,14290,12888,208,-1402,-1194,-0.0847890924584576
"98","98",6450,6938,7762,488,824,1312,0.203410852713178
"99","99",12091,10686,10331,-1405,-355,-1760,-0.145562815317178
"100","100",11603,10087,9661,-1516,-426,-1942,-0.167370507627338
"101","101",12527,11266,11609,-1261,343,-918,-0.0732817115031532
"102","102",16619,17187,16482,568,-705,-137,-0.0082435766291594
"103","103",7124,9828,6886,2704,-2942,-238,-0.0334081976417743
"104","104",14824,13765,14445,-1059,680,-379,-0.0255666486778198
"107","107",10692,11178,11389,486,211,697,0.0651889263000374
"108","108",10088,9918,10212,-170,294,124,0.0122918318794607
"109","109",15487,14408,15207,-1079,799,-280,-0.0180796797313876
"111","111",3333,3657,3329,324,-328,-4,-0.0012001200120012
"112","112",3779,3856,3583,77,-273,-196,-0.0518655729028844
"115","115",14375,14079,13377,-296,-702,-998,-0.0694260869565217
"116","116",2052,2040,2354,-12,314,302,0.147173489278752
"118","118",3295,3142,3270,-153,128,-25,-0.00758725341426404
"120","120",12266,10685,10750,-1581,65,-1516,-0.123593673569216
"121","121",9683,9933,8964,250,-969,-719,-0.0742538469482598
"122","122",14562,12933,13187,-1629,254,-1375,-0.0944238428787254
"123","123",8038,7752,7737,-286,-15,-301,-0.0374471261507838
"125","125",3574,3409,3416,-165,7,-158,-0.0442081701175154
"127","127",10246,10364,9543,118,-821,-703,-0.0686121413234433
"128","128",11336,9908,12229,-1428,2321,893,0.0787755822159492
"129","129",2409,2965,1668,556,-1297,-741,-0.307596513075965
"130","130",4935,5214,4800,279,-414,-135,-0.027355623100304
"131","131",4531,4538,4704,7,166,173,0.0381814169057603
"132","132",11825,12274,12158,449,-116,333,0.0281606765327696
"133","133",4592,4622,4377,30,-245,-215,-0.0468205574912892
"135","135",4024,4241,3763,217,-478,-261,-0.0648608349900596
"136","136",5696,6316,6242,620,-74,546,0.0958567415730337
"137","137",6525,6517,6427,-8,-90,-98,-0.0150191570881226
"139","139",6609,6181,5834,-428,-347,-775,-0.117264336510819
"142","142",15227,14480,14662,-747,182,-565,-0.037105142181651
"143","143",13499,11998,12397,-1501,399,-1102,-0.0816356767167938
"144","144",6048,6148,6412,100,264,364,0.0601851851851852
"145","145",16678,14683,15872,-1995,1189,-806,-0.0483271375464684
"147","147",6474,6503,6634,29,131,160,0.0247142415817115
"149","149",9664,9481,10266,-183,785,602,0.0622930463576159
"150","150",10800,10895,11249,95,354,449,0.0415740740740741
"151","151",12836,11860,12252,-976,392,-584,-0.045497039576192
"152","152",8666,9751,8508,1085,-1243,-158,-0.0182321717055158
"153","153",9447,9341,9248,-106,-93,-199,-0.0210648883243358
"155","155",3021,482,720,-2539,238,-2301,-0.761668321747766
"156","156",16452,13388,14448,-3064,1060,-2004,-0.12180889861415
"158","158",8164,9423,7509,1259,-1914,-655,-0.0802302792748653
"159","159",11857,10598,11857,-1259,1259,0,0
"161","161",10970,8133,8725,-2837,592,-2245,-0.20464904284412
"162","162",4990,4863,4839,-127,-24,-151,-0.0302605210420842
"163","163",13255,12107,12617,-1148,510,-638,-0.0481327800829876
"164","164",2107,2102,2207,-5,105,100,0.0474608448030375
"165","165",9580,9226,8987,-354,-239,-593,-0.0618997912317328
"166","166",13332,12112,12039,-1220,-73,-1293,-0.096984698469847
"167","167",12591,10796,11628,-1795,832,-963,-0.0764832022873481
"168","168",8874,8889,8123,15,-766,-751,-0.0846292540004508
"169","169",17065,16868,11898,-197,-4970,-5167,-0.302783474948725
"171","171",10781,11590,11494,809,-96,713,0.0661348668954642
"172","172",13886,13629,14439,-257,810,553,0.0398242834509578
"174","174",9214,10932,9326,1718,-1606,112,0.0121554156718038
"177","177",2894,2808,1375,-86,-1433,-1519,-0.524879060124395
"178","178",8268,8044,7848,-224,-196,-420,-0.0507982583454282
"181","181",4362,4362,3564,0,-798,-798,-0.182943603851444
"183","183",11160,10517,9981,-643,-536,-1179,-0.105645161290323
"184","184",5925,6165,6469,240,304,544,0.0918143459915612
"185","185",13117,12008,11902,-1109,-106,-1215,-0.09262788747427
"186","186",15498,13984,12959,-1514,-1025,-2539,-0.163827590656859
"187","187",5177,5109,4734,-68,-375,-443,-0.0855707938960788
"188","188",7431,6253,6071,-1178,-182,-1360,-0.183017090566546
"189","189",11999,12309,11159,310,-1150,-840,-0.070005833819485
"190","190",5102,5299,5792,197,493,690,0.135241081928655
"191","191",6227,6388,6525,161,137,298,0.0478561104865907
"192","192",2714,3834,4093,1120,259,1379,0.508106116433309
"193","193",10056,9498,8362,-558,-1136,-1694,-0.168456642800318
"195","195",6694,9094,7360,2400,-1734,666,0.0994920824619062
"196","196",1231,1212,1167,-19,-45,-64,-0.0519902518277823
"197","197",15354,16957,17208,1603,251,1854,0.120750293083236
"198","198",12898,12149,12147,-749,-2,-751,-0.058226081563033
"201","201",9259,10614,9151,1355,-1463,-108,-0.0116643266011448
"203","203",9244,10472,10404,1228,-68,1160,0.125486802250108
"205","205",5215,4813,4702,-402,-111,-513,-0.0983700862895494
"206","206",7999,9418,8898,1419,-520,899,0.112389048631079
"207","207",5494,6128,5443,634,-685,-51,-0.00928285402257008
"208","208",9305,9290,9049,-15,-241,-256,-0.0275120902740462
"209","209",8602,8827,9275,225,448,673,0.0782376191583353
"210","210",7473,6670,6915,-803,245,-558,-0.0746688077077479
"211","211",16216,16284,13891,68,-2393,-2325,-0.143376911692156
"212","212",12139,13119,11460,980,-1659,-679,-0.0559354147788121
"213","213",5649,5512,5896,-137,384,247,0.0437245530182333
"215","215",9486,9207,9674,-279,467,188,0.0198186801602361
"216","216",9965,9843,9657,-122,-186,-308,-0.0309081786251882
"218","218",12756,13417,13263,661,-154,507,0.0397460018814675
"219","219",6235,5628,5814,-607,186,-421,-0.0675220529270249
"220","220",11710,11663,11500,-47,-163,-210,-0.017933390264731
"221","221",3394,3394,3423,0,29,29,0.00854449027695934
"222","222",13199,13859,12173,660,-1686,-1026,-0.0777331616031518
"223","223",9229,9726,8650,497,-1076,-579,-0.062737024596381
"224","224",4892,4427,5772,-465,1345,880,0.17988552739166
"225","225",5296,5295,5251,-1,-44,-45,-0.00849697885196375
"226","226",9058,9270,8744,212,-526,-314,-0.034665489070435
"228","228",7747,8499,7836,752,-663,89,0.0114883180586033
"230","230",7156,6913,6730,-243,-183,-426,-0.0595304639463387
"233","233",12512,11294,12232,-1218,938,-280,-0.0223785166240409
"234","234",8353,8681,8580,328,-101,227,0.0271758649586975
"236","236",12259,11539,14141,-720,2602,1882,0.153519862957827
"237","237",19444,19295,18261,-149,-1034,-1183,-0.060841390660358
"238","238",9678,10244,10037,566,-207,359,0.0370944410002067
"239","239",9526,8490,7889,-1036,-601,-1637,-0.171845475540626
"240","240",10141,9559,9634,-582,75,-507,-0.0499950695197712
"242","242",1092,1086,1026,-6,-60,-66,-0.0604395604395604
"243","243",9630,9731,9454,101,-277,-176,-0.018276220145379
"244","244",9218,10826,9366,1608,-1460,148,0.0160555435018442
"245","245",11746,10930,11441,-816,511,-305,-0.0259662863953686
"247","247",12852,11743,10395,-1109,-1348,-2457,-0.191176470588235
"248","248",12199,11864,12136,-335,272,-63,-0.00516435773424051
"249","249",6199,5285,6244,-914,959,45,0.00725923536054202
"250","250",7296,7243,7326,-53,83,30,0.00411184210526316
"251","251",9680,8179,8144,-1501,-35,-1536,-0.158677685950413
"252","252",5977,5596,5939,-381,343,-38,-0.00635770453404718
"253","253",13649,13200,12716,-449,-484,-933,-0.0683566561652868
"254","254",3874,4036,4529,162,493,655,0.169075890552401
"255","255",15369,14978,14703,-391,-275,-666,-0.0433339839937537
"257","257",5415,5411,5605,-4,194,190,0.0350877192982456
"258","258",8949,8622,8517,-327,-105,-432,-0.0482735501173315
"259","259",2473,2134,1876,-339,-258,-597,-0.241407197735544
"260","260",5086,5086,5078,0,-8,-8,-0.00157294534014943
"261","261",2834,3187,3209,353,22,375,0.132321806633733
"262","262",10474,12230,12319,1756,89,1845,0.176150467825091
"263","263",11039,11242,11533,203,291,494,0.044750430292599
"264","264",11187,12036,10774,849,-1262,-413,-0.0369178510771431
"265","265",15339,15583,17757,244,2174,2418,0.157637394875807
"266","266",5900,6550,5569,650,-981,-331,-0.0561016949152542
"268","268",12194,12671,11941,477,-730,-253,-0.0207479088076103
"269","269",7287,8392,8831,1105,439,1544,0.211884177302045
"270","270",10683,10549,10593,-134,44,-90,-0.008424599831508
"271","271",3420,3028,3272,-392,244,-148,-0.0432748538011696
"274","274",7162,7881,7919,719,38,757,0.105696732756213
"275","275",16554,16155,15546,-399,-609,-1008,-0.0608916274012323
"276","276",5635,5635,6519,0,884,884,0.156876663708962
"277","277",12800,12805,11740,5,-1065,-1060,-0.0828125
"278","278",15997,16144,16623,147,479,626,0.0391323373132462
"279","279",4979,5348,5030,369,-318,51,0.0102430206868849
"280","280",12646,11603,12775,-1043,1172,129,0.0102008540249881
"281","281",9933,10020,10251,87,231,318,0.0320144971307762
"282","282",12752,14530,11926,1778,-2604,-826,-0.0647741530740276
"284","284",8940,9374,10050,434,676,1110,0.124161073825503
"285","285",4311,4739,4713,428,-26,402,0.093249826026444
"286","286",16930,13899,15251,-3031,1352,-1679,-0.0991730655640874
"287","287",15539,15652,15279,113,-373,-260,-0.0167320934423065
"290","290",13026,12686,12591,-340,-95,-435,-0.0333947489636112
"291","291",9596,10787,9806,1191,-981,210,0.0218841183826594
"292","292",3754,7030,4636,3276,-2394,882,0.234949387320192
"293","293",9698,9717,9881,19,164,183,0.0188698700763044
"295","295",7489,7569,7685,80,116,196,0.0261717185204967
"296","296",1767,1630,1567,-137,-63,-200,-0.113186191284663
"297","297",5147,6148,5066,1001,-1082,-81,-0.0157373227122596
"300","300",9875,9568,8202,-307,-1366,-1673,-0.169417721518987
"301","301",5015,5149,4767,134,-382,-248,-0.0494516450648056
"304","304",15521,15717,14541,196,-1176,-980,-0.0631402615810837
"305","305",2173,2173,2174,0,1,1,0.000460193281178095
"306","306",8551,8446,8334,-105,-112,-217,-0.025377148871477
"307","307",13467,13733,14118,266,385,651,0.048340387614168
"309","309",5307,5283,4893,-24,-390,-414,-0.0780101752402487
"311","311",9840,10757,9432,917,-1325,-408,-0.0414634146341463
"314","314",13688,13362,14723,-326,1361,1035,0.0756136762127411
"317","317",6367,5727,5259,-640,-468,-1108,-0.174022302497251
"318","318",2848,2670,2260,-178,-410,-588,-0.206460674157303
"319","319",14498,14265,15783,-233,1518,1285,0.0886329148848117
"320","320",7370,6489,6748,-881,259,-622,-0.0843962008141113
"322","322",8796,7785,7120,-1011,-665,-1676,-0.190541155070487
"323","323",4876,5644,4894,768,-750,18,0.0036915504511895
"324","324",3212,3793,3401,581,-392,189,0.0588418430884184
"326","326",16337,14455,13896,-1882,-559,-2441,-0.149415437350799
"327","327",15459,15064,14217,-395,-847,-1242,-0.0803415486124588
"332","332",2850,2830,2654,-20,-176,-196,-0.0687719298245614
"333","333",4544,4361,4363,-183,2,-181,-0.0398327464788732
"334","334",8491,8723,7905,232,-818,-586,-0.0690142503827582
"335","335",6517,5874,5154,-643,-720,-1363,-0.209145312260242
"336","336",10104,8288,7669,-1816,-619,-2435,-0.240993665874901
"337","337",14317,13180,13421,-1137,241,-896,-0.0625829433540546
"339","339",11518,11446,11897,-72,451,379,0.032905018232332
"344","344",14941,15280,15049,339,-231,108,0.00722843183187203
"347","347",17577,16032,14519,-1545,-1513,-3058,-0.173977356773056
"348","348",14767,13177,12978,-1590,-199,-1789,-0.121148506805715
"349","349",4018,3978,3900,-40,-78,-118,-0.0293678446988552
"351","351",9605,9787,8858,182,-929,-747,-0.0777719937532535
"352","352",17763,17721,17508,-42,-213,-255,-0.0143556831616281
"353","353",8722,9243,8022,521,-1221,-700,-0.0802568218298555
"354","354",9156,8860,10487,-296,1627,1331,0.145369156837047
"355","355",11079,9723,9799,-1356,76,-1280,-0.115533892950627
"359","359",15071,15747,15557,676,-190,486,0.0322473624842413
"360","360",10180,10241,10127,61,-114,-53,-0.00520628683693517
"362","362",15867,15877,15007,10,-870,-860,-0.0542005420054201
"364","364",14127,13080,13923,-1047,843,-204,-0.0144404332129964
"366","366",7811,7430,8192,-381,762,381,0.0487773652541288
"367","367",5667,5619,5947,-48,328,280,0.0494088583024528
"368","368",5037,5035,5209,-2,174,172,0.0341473099066905
"369","369",7573,6803,7515,-770,712,-58,-0.00765878779875875
"370","370",10294,10269,9926,-25,-343,-368,-0.0357489799883427
"372","372",7783,8677,9163,894,486,1380,0.177309520750353
"373","373",5439,4968,4862,-471,-106,-577,-0.106085677514249
"374","374",17377,17332,17586,-45,254,209,0.0120273925303562
"375","375",1116,774,795,-342,21,-321,-0.287634408602151
"377","377",3428,3351,3356,-77,5,-72,-0.0210035005834306
"378","378",5628,5843,5375,215,-468,-253,-0.044953802416489
"379","379",13112,11708,11019,-1404,-689,-2093,-0.159624771201952
"380","380",12079,10137,10247,-1942,110,-1832,-0.151668184452355
"381","381",4003,4144,4189,141,45,186,0.0464651511366475
"383","383",891,1128,942,237,-186,51,0.0572390572390572
"384","384",13917,13969,13869,52,-100,-48,-0.00344901918516922
"387","387",11371,10012,9683,-1359,-329,-1688,-0.148447805821827
"388","388",10986,10869,12132,-117,1263,1146,0.104314582195522
"389","389",10107,10423,8710,316,-1713,-1397,-0.138221034926289
"390","390",7565,8692,8109,1127,-583,544,0.0719101123595506
"391","391",8337,8638,8485,301,-153,148,0.0177521890368238
"392","392",10207,9709,10064,-498,355,-143,-0.0140099931419614
"393","393",9074,9337,8713,263,-624,-361,-0.0397839982367203
