"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Amsterdam",2016,1,886318,7656.8,1.66,0,71.54,79.36,2.69,14.49,3.44,4783586.688,633142,13.24,36.28,7.89,41.1,14.73,575059,43301,3748,11035,27.43,"20260228_043018",19036,110960593
"Amsterdam",2016,2,886318,7659.83,1.66,0,67.36,71.87,11.99,13.28,2.84,4783586.688,633142,13.24,36.28,7.89,41.1,14.73,575059,43301,3748,11035,27.43,"20260228_043018",19313,129871545
"Amsterdam",2016,3,886318,7224.31,1.54,0,61.88,47.1,9.19,42.13,1.56,4783586.688,633142,13.24,36.28,7.89,41.1,14.73,575059,43301,3748,11035,27.43,"20260228_043018",20000,332009212
"Amsterdam",2016,4,886318,7102.19,1.52,0,64.15,45.19,8.28,39.91,6.6,4783586.688,633142,13.24,36.28,7.89,41.1,14.73,575059,43301,3748,11035,27.43,"20260228_043018",20000,387400404
"Amsterdam",2021,1,886318,7804.7,1.68,1.93,68.75,87.91,2.91,6.97,2.2,5214635.58,657460,12.61,49.81,9.69,26.92,13.58,591060,45460,2765,18174,27.43,"20260228_043018",19813,152101662
"Amsterdam",2021,2,886318,7637.34,1.63,-0.29,63.52,77.42,14.75,5.97,1.85,5214635.58,657460,12.61,49.81,9.69,26.92,13.58,591060,45460,2765,18174,27.43,"20260228_043018",19943,190863542
"Amsterdam",2021,3,886318,7126.32,1.52,-1.36,63.48,58.65,12.75,27.13,1.47,5214635.58,657460,12.61,49.81,9.69,26.92,13.58,591060,45460,2765,18174,27.43,"20260228_043018",20000,342432602
"Amsterdam",2021,4,886318,7053.47,1.51,-0.69,66.64,57.43,11.79,26.29,4.48,5214635.58,657460,12.61,49.81,9.69,26.92,13.58,591060,45460,2765,18174,27.43,"20260228_043018",20000,398466187
"Amsterdam",2026,1,886318,7609.79,1.62,-0.61,63.65,94.74,2.84,0.79,1.63,5634787.933,663411,11.77,67.2,13.61,5.64,13.55,583050,52190,5498,22674,27.43,"20260228_043018",19873,260867992
"Amsterdam",2026,2,886318,7232.74,1.54,-5.58,63.59,81.57,16.38,0.6,1.44,5634787.933,663411,11.77,67.2,13.61,5.64,13.55,583050,52190,5498,22674,27.43,"20260228_043018",19917,339080091
"Amsterdam",2026,3,886318,7168.34,1.53,-0.77,63.65,80.17,16,2.38,1.45,5634787.933,663411,11.77,67.2,13.61,5.64,13.55,583050,52190,5498,22674,27.43,"20260228_043018",19917,350386926
"Amsterdam",2026,4,886318,7036.14,1.5,-0.93,61.26,72.41,14.35,2.4,10.83,5634787.933,663411,11.77,67.2,13.61,5.64,13.55,583050,52190,5498,22674,27.43,"20260228_043018",19917,403993300
