"city","year","lts","found_routes","access_15min_vol"
"madrid",16,3,19949,80344365
"madrid",16,4,19954,128413742
"madrid",21,3,19880,82104815
"madrid",21,4,19883,121671876
"madrid",26,3,19965,72682926
"madrid",26,4,19970,109853204
"madrid",16,1,19903,38235417
"madrid",16,2,19904,39255837
"madrid",19,1,19883,43432111
"madrid",19,2,19884,45220214
"madrid",21,1,19850,43665874
"madrid",21,2,19851,46474109
"madrid",24,1,19938,46870829
"madrid",24,2,19938,49546340
"madrid",26,1,19968,48917597
"madrid",26,2,19990,52043318
