"city","year","lts","found_routes","access_15min_vol"
"ottawa",16,1,17067,20083874
"ottawa",18,1,16855,24064978
"ottawa",20,1,16891,27659458
"ottawa",22,1,16891,28174980
"ottawa",24,1,16927,28381738
"ottawa",26,1,16899,30030407
