"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","avg_duration_min","avg_ci_interruptions","pct_ci_route","pct_ci_route_sep","pct_ci_route_paint","pct_ci_route_mixed","pct_ci_route_foot","pct_lts1","pct_lts2","pct_lts3","pct_lts4","pct_lts1_alternative","pct_lts2_alternative","pct_lts3_alternative","pct_lts4_alternative","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Houston",2016,1,4053287,4047.24,1.72,0,33.26,0.52,21.24,3.57,13.86,0,3.81,48.99,3.43,17.55,29.99,64.22,1.31,8.5,25.92,7177484.93,134623,1.88,51.4,0.7,11.67,36.22,26418,80939,0,27267,13.11,"20260331_153027",19911,8622876
"Houston",2018,1,4053287,4052.67,1.72,0.13,33.19,0.71,22.28,4.34,13.75,0,4.19,49.92,3.79,17.18,29.08,65.03,1.6,8.38,24.96,7291698.166,142259,1.95,51.49,2.33,11.17,35.01,27951,81932,0,32377,13.11,"20260331_153027",19910,8883894
"Houston",2020,1,4053287,4093.89,1.73,1.15,33.3,0.97,26.87,8.72,16.49,0,1.66,49.16,4.52,15.29,31.03,67.45,2.53,5.72,24.29,7825011.486,146882,1.88,48.81,5.82,11.59,33.78,43822,85235,0,17825,13.11,"20260331_153027",19923,8997024
"Houston",2022,1,4053287,4082.4,1.72,0.87,31.3,1.01,30.27,10.64,18.91,0,0.72,52.18,7.02,15.73,25.07,73.31,3.54,4.47,18.68,8206409.628,155254,1.89,52.42,8.34,8.7,30.55,59252,87338,0,8663,13.11,"20260331_153027",19944,11170556
"Houston",2024,1,4053287,4084.56,1.72,0.92,31.1,1.09,33.21,20.57,12.19,0,0.45,52.17,6.92,9.37,31.54,74.29,4.46,3.27,17.99,8336172.476,200881,2.41,52.82,10.32,6.05,30.81,106643,86341,0,7897,13.11,"20260331_153027",19953,11474779
"Houston",2026,1,4053287,4085.89,1.72,0.95,29.65,1.29,32.02,20.36,10.81,0.47,0.37,59.22,6.37,8.54,25.87,79.78,4.01,2.42,13.79,8452616.062,204829,2.42,58.92,9.85,5.44,25.78,110358,85321,2660,6490,13.11,"20260331_153027",19966,12832744
