"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Hong Kong",2016,1,5878790,6634.7,1.68,0,0,54.64,0.47,8.35,36.39,3847001.995,0,0,50.32,0.61,9.37,39.7,0,0,0,0,15.29,"20260228_023116",7723,126895053
"Hong Kong",2016,2,5878790,6680.55,1.68,0,0,54.66,1.27,8.46,35.45,3847001.995,0,0,50.32,0.61,9.37,39.7,0,0,0,0,15.29,"20260228_023116",7765,131304927
"Hong Kong",2016,3,5878790,7867.47,1.75,0,0,48.13,1.29,23.98,26.47,3847001.995,0,0,50.32,0.61,9.37,39.7,0,0,0,0,15.29,"20260228_023116",9243,169658742
"Hong Kong",2016,4,5878790,8675.01,1.56,0,0,13.6,0.46,7.48,78.36,3847001.995,0,0,50.32,0.61,9.37,39.7,0,0,0,0,15.29,"20260228_023116",11851,621203511
"Hong Kong",2021,1,5878790,6555.91,1.61,-1.19,4.66,63.36,5.84,4.94,25.78,4485187.966,65902,1.47,51.14,8.49,8.31,32.06,57606,0,0,8296,15.29,"20260228_023116",8122,139585758
"Hong Kong",2021,2,5878790,7334.72,1.65,9.79,4.49,52.56,23.64,4.51,19.21,4485187.966,65902,1.47,51.14,8.49,8.31,32.06,57606,0,0,8296,15.29,"20260228_023116",9174,181776257
"Hong Kong",2021,3,5878790,8044.61,1.67,2.25,4.02,46.45,21.89,16.22,15.37,4485187.966,65902,1.47,51.14,8.49,8.31,32.06,57606,0,0,8296,15.29,"20260228_023116",10075,210980224
"Hong Kong",2021,4,5878790,8359.88,1.5,-3.63,0.85,13.77,7.74,5.24,73.2,4485187.966,65902,1.47,51.14,8.49,8.31,32.06,57606,0,0,8296,15.29,"20260228_023116",11751,598510231
"Hong Kong",2026,1,5878790,6511.26,1.58,-1.86,5.54,72.79,7.01,2.68,17.47,4667469.989,64681,1.39,52.04,12.58,6.3,29.09,57748,0,0,6932,15.29,"20260228_023116",8275,135756714
"Hong Kong",2026,2,5878790,7587.33,1.63,13.57,4.62,54.48,30.78,2.67,12.03,4667469.989,64681,1.39,52.04,12.58,6.3,29.09,57748,0,0,6932,15.29,"20260228_023116",9686,203269337
"Hong Kong",2026,3,5878790,8132.95,1.66,3.37,4.13,46.91,30.05,12.79,10.21,4667469.989,64681,1.39,52.04,12.58,6.3,29.09,57748,0,0,6932,15.29,"20260228_023116",10289,231185458
"Hong Kong",2026,4,5878790,8366.56,1.5,-3.56,1.25,14.4,11.52,4.53,69.53,4667469.989,64681,1.39,52.04,12.58,6.3,29.09,57748,0,0,6932,15.29,"20260228_023116",11821,558913323
