"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Cairo",2016,1,9813807,7260.09,1.61,0,0,46.76,0.01,6.39,46.67,6144506.196,246,0,45.28,0.06,11.51,43.15,0,246,0,0,18.18,"20260226_084817",11022,2526286
"Cairo",2016,2,9813807,7261.24,1.61,0,0,46.75,0.01,6.39,46.66,6144506.196,246,0,45.28,0.06,11.51,43.15,0,246,0,0,18.18,"20260226_084817",11025,2527124
"Cairo",2016,3,9813807,8100.39,1.63,0,0,39.96,0.01,19.77,40.1,6144506.196,246,0,45.28,0.06,11.51,43.15,0,246,0,0,18.18,"20260226_084817",12905,3123472
"Cairo",2016,4,9813807,9722.93,1.43,0,0,11.8,0.01,7.45,80.64,6144506.196,246,0,45.28,0.06,11.51,43.15,0,246,0,0,18.18,"20260226_084817",19915,11768444
"Cairo",2021,1,9813807,8212.14,1.59,13.11,0,73.79,0,6.49,19.72,14146895.088,1972,0.01,67.58,0.06,15.39,16.97,0,1399,573,0,18.18,"20260226_084817",11515,3801873
"Cairo",2021,2,9813807,8212.17,1.59,13.1,0,73.79,0,6.48,19.72,14146895.088,1972,0.01,67.58,0.06,15.39,16.97,0,1399,573,0,18.18,"20260226_084817",11515,3803782
"Cairo",2021,3,9813807,9589.24,1.58,18.38,0,57.31,0,27.23,15.46,14146895.088,1972,0.01,67.58,0.06,15.39,16.97,0,1399,573,0,18.18,"20260226_084817",16191,5472258
"Cairo",2021,4,9813807,9246.18,1.33,-4.9,0,20.72,0.06,13.99,65.23,14146895.088,1972,0.01,67.58,0.06,15.39,16.97,0,1399,573,0,18.18,"20260226_084817",19760,13515904
"Cairo",2026,1,9813807,8494.38,1.6,17,0.01,73.41,0.3,7.07,19.22,14698943.525,4385,0.03,66.48,0.3,14.8,18.42,2410,1408,567,0,18.18,"20260226_084817",13122,3888828
"Cairo",2026,2,9813807,8515.79,1.6,17.28,0.01,72.74,1.24,6.94,19.08,14698943.525,4385,0.03,66.48,0.3,14.8,18.42,2410,1408,567,0,18.18,"20260226_084817",13195,3919311
"Cairo",2026,3,9813807,9541.45,1.56,17.79,0.01,56.19,1.33,27.99,14.5,14698943.525,4385,0.03,66.48,0.3,14.8,18.42,2410,1408,567,0,18.18,"20260226_084817",16737,5788690
"Cairo",2026,4,9813807,9479.36,1.37,-2.51,0.01,20.89,0.63,14.68,63.8,14698943.525,4385,0.03,66.48,0.3,14.8,18.42,2410,1408,567,0,18.18,"20260226_084817",19756,12983984
