"city","year","lts","found_routes","access_15min_vol"
"boston",16,1,19174,24289437
"boston",18,1,19416,33184840
"boston",20,1,19716,36924655
"boston",22,1,19846,43596885
"boston",24,1,19757,46729679
"boston",26,1,19884,46781252
