"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Oslo",2016,1,707500,5974.42,1.51,0,25.21,94.13,0.94,3.35,1.55,2888795.94,174176,6.03,72.14,2.86,9.64,15.36,87416,51246,0,35514,26.19,"20260226_110838",19686,218587755
"Oslo",2016,2,707500,5885,1.49,0,26.67,88.38,6.84,3.35,1.4,2888795.94,174176,6.03,72.14,2.86,9.64,15.36,87416,51246,0,35514,26.19,"20260226_110838",19686,244357352
"Oslo",2016,3,707500,5618.98,1.42,0,30.21,69.44,7.93,21.36,1.23,2888795.94,174176,6.03,72.14,2.86,9.64,15.36,87416,51246,0,35514,26.19,"20260226_110838",19686,335624624
"Oslo",2016,4,707500,5256.34,1.34,0,25.1,41.24,5.81,22.74,30.18,2888795.94,174176,6.03,72.14,2.86,9.64,15.36,87416,51246,0,35514,26.19,"20260226_110838",19686,431149145
"Oslo",2021,1,707500,5855.5,1.48,-1.99,29.87,94.89,2,1.61,1.48,3622440.294,208941,5.77,75.78,5.78,6.55,11.89,128517,63776,222,16426,26.19,"20260226_110838",19686,233564564
"Oslo",2021,2,707500,5642.31,1.42,-4.12,31.34,80.19,17.21,1.48,1.11,3622440.294,208941,5.77,75.78,5.78,6.55,11.89,128517,63776,222,16426,26.19,"20260226_110838",19686,289502022
"Oslo",2021,3,707500,5489.35,1.39,-2.31,30.01,67.01,19.11,12.76,1.11,3622440.294,208941,5.77,75.78,5.78,6.55,11.89,128517,63776,222,16426,26.19,"20260226_110838",19686,350677194
"Oslo",2021,4,707500,5177.87,1.31,-1.49,30.73,40.06,14.91,14.23,30.79,3622440.294,208941,5.77,75.78,5.78,6.55,11.89,128517,63776,222,16426,26.19,"20260226_110838",19686,430847917
"Oslo",2026,1,707500,5725.81,1.44,-4.16,31.21,96.23,1.28,0.88,1.61,4270706.04,239846,5.62,80.26,5.48,4.52,9.75,136906,84073,719,18148,26.19,"20260226_110838",19662,260660556
"Oslo",2026,2,707500,5533.68,1.39,-5.97,34.58,83.2,14.68,1.06,1.07,4270706.04,239846,5.62,80.26,5.48,4.52,9.75,136906,84073,719,18148,26.19,"20260226_110838",19662,304658995
"Oslo",2026,3,707500,5402.55,1.36,-3.85,35.85,73.53,16.44,9,1.03,4270706.04,239846,5.62,80.26,5.48,4.52,9.75,136906,84073,719,18148,26.19,"20260226_110838",19667,363257259
"Oslo",2026,4,707500,5162.23,1.31,-1.79,37.82,48.79,13.56,10.58,27.06,4270706.04,239846,5.62,80.26,5.48,4.52,9.75,136906,84073,719,18148,26.19,"20260226_110838",19670,433507778
