"from_id","to_id","euclidean_distance","route_ci_strong_m","route_ci_medium_m","route_ci_weak_m","route_ci_foot_m","route_pct_lts1","route_pct_lts2","route_pct_lts3","route_pct_lts4","route_interruptions_count","total_duration_v16_v1","total_duration_v16_v2","total_duration_v19_v1","total_duration_v19_v2","total_duration_v21_v1","total_duration_v21_v2","total_duration_v24_v1","total_duration_v24_v2","total_duration_v26_v1","total_duration_v26_v2","total_distance_v16_v1","total_distance_v16_v2","total_distance_v19_v1","total_distance_v19_v2","total_distance_v21_v1","total_distance_v21_v2","total_distance_v24_v1","total_distance_v24_v2","total_distance_v26_v1","total_distance_v26_v2"
"1","1",640.192850890263,308.992,0,0,31.328,92,0,2.3,5.7,1,6.8,6.8,NA,NA,NA,NA,NA,NA,NA,NA,1138,1138,NA,NA,NA,NA,NA,NA,NA,NA
"10","10",3240.3328075626,523.816,0,0,453.699,56.25,0,4.44,39.31,0,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4356,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","100",1768.52619708842,481.114,83.154,325.702,0,84.25,0,0,15.75,0,17.4,17.4,NA,NA,NA,NA,NA,NA,NA,NA,2660,2660,NA,NA,NA,NA,NA,NA,NA,NA
"1000","1000",1100.16473610119,539.549,0,0,132.819,77.61,0,20.47,1.93,0,14.1,14.1,NA,NA,NA,NA,NA,NA,NA,NA,1959,1959,NA,NA,NA,NA,NA,NA,NA,NA
"10000","10000",1047.9888047205,49.687,0,0,233.006,61.99,0,0,38.01,1,14.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,1480,1480,NA,NA,NA,NA,NA,NA,NA,NA
"10001","10001",1497.76505045801,180.348,0,0,19.57,74.93,0,0,25.07,0,18.8,18.8,NA,NA,NA,NA,NA,NA,NA,NA,2450,2450,NA,NA,NA,NA,NA,NA,NA,NA
"10002","10002",2708.70404159276,151.387,0,0,0,50.24,0,9.16,40.61,0,52.7,52.7,52.7,52.7,NA,NA,NA,NA,NA,NA,5176,5176,5176,5176,NA,NA,NA,NA,NA,NA
"10003","10003",1958.37540396147,1662.264,227.96,0,0,68.2,1.73,0,30.07,0,47,46.1,NA,NA,NA,NA,NA,NA,NA,NA,5729,5729,NA,NA,NA,NA,NA,NA,NA,NA
"10004","10004",1797.42362165441,817.588,0,0,0,100,0,0,0,0,21.7,21.7,NA,NA,NA,NA,NA,NA,NA,NA,3550,3550,NA,NA,NA,NA,NA,NA,NA,NA
"10005","10005",2326.70808937575,0,0,0,52.041,4.64,0,45.69,49.67,0,82.2,82.2,NA,NA,NA,NA,NA,NA,NA,NA,4865,4865,NA,NA,NA,NA,NA,NA,NA,NA
"10006","10006",1415.2693808638,0,0,0,43.771,87.3,0,11.66,1.03,0,14.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,2383,2383,NA,NA,NA,NA,NA,NA,NA,NA
"10007","10007",4856.68708169473,188.532,0,0,69.851,82.72,0,3.71,13.57,2,45.3,45.3,NA,NA,NA,NA,NA,NA,NA,NA,6333,6333,NA,NA,NA,NA,NA,NA,NA,NA
"10008","10008",1444.37403181212,0,0,0,148.324,3.08,0,28.86,68.06,0,40.2,40.2,NA,NA,NA,NA,NA,NA,NA,NA,2339,2339,NA,NA,NA,NA,NA,NA,NA,NA
"10009","10009",2576.68355309381,129.701,91.284,0,0,87.38,0,0,12.62,2,26.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3941,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001","1001",5249.66030994524,2420.437,84.312,0,589.869,71.31,3.87,10.38,14.44,2,116.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13292,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10010","10010",1649.56219786152,0,0,0,0,98.09,0,0,1.91,0,14.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,2738,2738,NA,NA,NA,NA,NA,NA,NA,NA
"10011","10011",3694.86489897019,0,0,0,0,80.45,0,3.16,16.39,0,44.4,44.4,NA,NA,NA,NA,NA,NA,NA,NA,5702,5702,NA,NA,NA,NA,NA,NA,NA,NA
"10012","10012",4284.16418438974,1103.851,0,0,246.354,82.9,6.97,0,10.13,1,52.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7496,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10013","10013",1119.02402525557,58.729,8.453,0,105.465,81.99,0,18.01,0,1,16.2,16.2,NA,NA,NA,NA,NA,NA,NA,NA,2124,2124,NA,NA,NA,NA,NA,NA,NA,NA
"10014","10014",4025.95837010448,1773.215,1435.582,0,222.101,80.17,1.11,2.3,16.43,3,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,6574,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10015","10015",5832.92847269665,1012.904,353.262,15.592,788.106,89.75,0,4.67,5.58,4,57.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7807,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10016","10016",1482.65511277185,0,0,0,0,78.07,0,8.51,13.42,0,17.4,17.4,NA,NA,NA,NA,NA,NA,NA,NA,2561,2561,NA,NA,NA,NA,NA,NA,NA,NA
"10017","10017",2574.57035319127,236.151,186.51,0,260.048,53.59,1.21,42.81,2.39,5,36.7,36.2,NA,NA,NA,NA,NA,NA,NA,NA,3691,3691,NA,NA,NA,NA,NA,NA,NA,NA
"10018","10018",1035.61822541659,0,0,0,0,77.17,0,0,22.83,0,13.5,13.5,NA,NA,NA,NA,NA,NA,NA,NA,1687,1687,NA,NA,NA,NA,NA,NA,NA,NA
"10019","10019",2026.42691697307,0,0,0,0,89.36,0,4.61,6.03,0,16.8,16.8,NA,NA,NA,NA,NA,NA,NA,NA,2796,2796,NA,NA,NA,NA,NA,NA,NA,NA
"1002","1002",998.271967486089,105.58,67.941,78.017,154.583,49.48,2.74,34.06,13.72,2,17.3,16.9,NA,NA,NA,NA,NA,NA,NA,NA,1636,1636,NA,NA,NA,NA,NA,NA,NA,NA
"10020","10020",1665.81370275291,338.581,0,0,0,27.57,0,66.19,6.25,0,22.1,22.1,NA,NA,NA,NA,NA,NA,NA,NA,2186,2186,NA,NA,NA,NA,NA,NA,NA,NA
"10021","10021",2320.5909435237,556.015,0,0,0,89.06,0,3.62,7.31,0,24.6,24.6,NA,NA,NA,NA,NA,NA,NA,NA,3800,3800,NA,NA,NA,NA,NA,NA,NA,NA
"10022","10022",1905.36833277581,64.019,504.042,0,277.809,83.61,0,12.93,3.45,1,17.4,17.4,NA,NA,NA,NA,NA,NA,NA,NA,2626,2626,NA,NA,NA,NA,NA,NA,NA,NA
"10023","10023",375.524479070354,0,0,0,0,100,0,0,0,0,2.6,2.6,NA,NA,NA,NA,NA,NA,NA,NA,578,578,NA,NA,NA,NA,NA,NA,NA,NA
"10024","10024",2341.20311877506,886.06,0,0,31.537,81.26,0,14.27,4.47,0,22.1,22.1,NA,NA,NA,NA,NA,NA,NA,NA,3142,3142,NA,NA,NA,NA,NA,NA,NA,NA
"10025","10025",1104.54435641877,0,0,0,182.932,63.13,0.59,16.66,19.61,0,18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1796,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10026","10026",1356.93480288468,0,358.233,0,0,76.28,0,0,23.72,0,14.7,14.7,NA,NA,NA,NA,NA,NA,NA,NA,1966,1966,NA,NA,NA,NA,NA,NA,NA,NA
"10027","10027",4072.54576365571,1436.011,1401.335,78.017,221.661,79.63,3.14,9.52,7.71,2,50.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6191,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10028","10028",4040.99185018075,0,118.965,0,0,71.19,0,7.06,21.75,0,49.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,5792,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10029","10029",2196.92174695923,253.12,0,0,226.665,47.44,0,40.4,12.16,0,30.6,30.6,30.6,30.6,NA,NA,NA,NA,NA,NA,2904,2904,2904,2904,NA,NA,NA,NA,NA,NA
"1003","1003",1800.52894161489,0,0,0,0,72.11,0,0,27.89,0,24,24,NA,NA,NA,NA,NA,NA,NA,NA,2796,2796,NA,NA,NA,NA,NA,NA,NA,NA
"10030","10030",5856.98115707494,3352.232,1090.672,341.917,124.788,90.08,2.06,1.7,6.16,3,47.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,7559,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10031","10031",5404.51375382907,395.547,0,0,26.684,76.78,0,2.34,20.88,3,58.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,7422,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10032","10032",4591.69644443256,1575.489,0,0,0,65.97,0,3.95,30.08,4,59.5,59.5,NA,NA,NA,NA,NA,NA,NA,NA,6745,6745,NA,NA,NA,NA,NA,NA,NA,NA
"10033","10033",1998.17615546363,0,0,0,15.331,100,0,0,0,0,11.4,11.4,11.4,11.4,11.4,11.4,NA,NA,NA,NA,2571,2571,2571,2571,2571,2571,NA,NA,NA,NA
"10034","10034",1701.96217623339,294.018,0,0,0,79.8,0,12.31,7.88,0,24,24,NA,NA,NA,NA,NA,NA,NA,NA,3088,3088,NA,NA,NA,NA,NA,NA,NA,NA
"10035","10035",4662.12813400749,1880.133,1034.501,23.294,255.602,72.15,0.97,10.88,16,3,68.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8141,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10036","10036",1451.11066734176,1847.289,84.312,0,549.058,80.56,7.31,8.67,3.46,1,47.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6471,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10037","10037",1959.17896272589,0,0,0,0,25.09,0,57.04,17.88,0,40.9,40.9,NA,NA,NA,NA,NA,NA,NA,NA,3068,3068,NA,NA,NA,NA,NA,NA,NA,NA
"10038","10038",1350.72807252958,0,0,0,0,56.2,0,0,43.8,0,22.6,22.6,NA,NA,NA,NA,NA,NA,NA,NA,2417,2417,NA,NA,NA,NA,NA,NA,NA,NA
"10039","10039",2802.01003483694,0,0,0,0,54.25,0,22.04,23.71,0,37.9,37.9,NA,NA,NA,NA,NA,NA,NA,NA,3964,3964,NA,NA,NA,NA,NA,NA,NA,NA
"1004","1004",560.316818968755,0,0,0,0,31.64,0,42.16,26.19,0,10.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,899,899,NA,NA,NA,NA,NA,NA,NA,NA
"10040","10040",1237.42278651839,0,0,0,0,78.02,0,21.98,0,0,35.6,35.6,NA,NA,NA,NA,NA,NA,NA,NA,3308,3308,NA,NA,NA,NA,NA,NA,NA,NA
"10041","10041",3331.79002800557,1136.542,48.761,0,143.676,84,4.91,2.13,8.96,1,30.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4266,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10042","10042",747.058424486044,0,0,0,93.314,98.55,0,0,1.45,0,8.6,8.6,NA,NA,NA,NA,NA,NA,NA,NA,1738,1738,NA,NA,NA,NA,NA,NA,NA,NA
"10043","10043",4386.63987328425,3675.616,84.312,0,944.252,85.1,0.79,10.61,3.5,3,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,7294,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10044","10044",3684.09509040737,491.093,152.149,0,146.736,65.52,8.65,13.36,12.47,2,47.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,5135,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10045","10045",1715.99985469661,0,0,0,0,53.52,0,19.75,26.73,0,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2872,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10046","10046",3063.63665223234,0,0,0,0,55.51,0,13.95,30.54,0,43.4,43.4,NA,NA,NA,NA,NA,NA,NA,NA,4553,4553,NA,NA,NA,NA,NA,NA,NA,NA
"10047","10047",2406.90951271139,1251.801,0,0,0,79.01,0,0,20.99,0,22.9,22.9,NA,NA,NA,NA,NA,NA,NA,NA,3464,3464,NA,NA,NA,NA,NA,NA,NA,NA
"10048","10048",2413.38989922547,1073.576,0,0,0,49.07,0,10.33,40.6,0,47.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4576,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10049","10049",2996.58635553372,1518.304,518.144,0,490.553,84.08,0,12.03,3.89,2,33.8,33.8,NA,NA,NA,NA,NA,NA,NA,NA,5204,5204,NA,NA,NA,NA,NA,NA,NA,NA
"1005","1005",1863.99803913892,2483.643,84.312,0,579.453,81.44,7.19,7.68,3.69,1,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7378,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10050","10050",4152.30571285729,1995.52,282.796,0,599.106,80.71,0,9.89,9.4,4,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7353,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10051","10051",4305.99879113415,423.368,404.096,9.922,0,80.92,0,3.05,16.03,2,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,5172,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10052","10052",4776.57899595846,144.953,819.16,0,97.253,91.62,0,2.12,6.26,5,37.2,37.2,NA,NA,NA,NA,NA,NA,NA,NA,6151,6151,NA,NA,NA,NA,NA,NA,NA,NA
"10053","10053",3854.21552063352,0,0,0,0,39.94,0,16.29,43.77,0,67.9,67.9,NA,NA,NA,NA,NA,NA,NA,NA,5509,5509,NA,NA,NA,NA,NA,NA,NA,NA
"10054","10054",1241.09346398647,0,0,0,0,61.32,0,28.83,9.85,0,16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1862,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10055","10055",1671.96028096873,0,0,0,0,58.69,0,0.64,40.67,0,23.7,23.7,NA,NA,NA,NA,NA,NA,NA,NA,2530,2530,NA,NA,NA,NA,NA,NA,NA,NA
"10056","10056",1413.48197775928,400.524,0,0,0,75.69,0,2.84,21.47,1,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10057","10057",3159.31198318608,0,0,0,0,55.91,0,7.47,36.62,0,52.8,52.8,NA,NA,NA,NA,NA,NA,NA,NA,5449,5449,NA,NA,NA,NA,NA,NA,NA,NA
"10058","10058",3651.68683196625,844.891,0,0,98.713,84.93,0,3.52,11.55,1,33,33,NA,NA,NA,NA,NA,NA,NA,NA,5201,5201,NA,NA,NA,NA,NA,NA,NA,NA
"10059","10059",8763.66330592211,4347.082,217.493,0,219.457,80.61,2.87,4.99,11.54,6,101.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13685,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1006","1006",1233.36075449952,0,0,0,0,91.31,0,0,8.69,0,11.7,11.7,NA,NA,NA,NA,NA,NA,NA,NA,1658,1658,NA,NA,NA,NA,NA,NA,NA,NA
"10060","10060",1472.68027969623,0,0,0,0,85.24,0,14.76,0,0,17.1,17.1,NA,NA,NA,NA,NA,NA,NA,NA,2367,2367,NA,NA,NA,NA,NA,NA,NA,NA
"10061","10061",2757.55875085361,118.526,0,78.017,394.238,67.01,5.76,13.59,13.64,3,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3658,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10062","10062",4974.71313032806,362.488,57.457,557.648,213.049,86.67,0,6.27,7.06,3,51,51,NA,NA,NA,NA,NA,NA,NA,NA,7224,7224,NA,NA,NA,NA,NA,NA,NA,NA
"10063","10063",1046.30098636784,42.075,0,0,0,71.54,0,0.69,27.77,0,13.3,13.3,NA,NA,NA,NA,NA,NA,NA,NA,1507,1507,NA,NA,NA,NA,NA,NA,NA,NA
"10064","10064",6092.81772226055,2024.979,1599.426,0,551.562,84.33,2.82,1.86,10.98,5,60.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,8870,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10065","10065",1813.18570984989,0,0,0,0,64.78,0,13.97,21.24,0,26.3,26.3,NA,NA,NA,NA,NA,NA,NA,NA,3098,3098,NA,NA,NA,NA,NA,NA,NA,NA
"10066","10066",2737.17066090929,111.159,0,0,0,80.11,0,9.46,10.43,0,27.8,27.8,NA,NA,NA,NA,NA,NA,NA,NA,3785,3785,NA,NA,NA,NA,NA,NA,NA,NA
"10067","10067",2582.30275159561,19.659,0,0,68.291,85.68,0,9.55,4.76,0,21.5,21.5,NA,NA,NA,NA,NA,NA,NA,NA,3358,3358,NA,NA,NA,NA,NA,NA,NA,NA
"10068","10068",1295.69998130341,0,0,0,0,53.89,0,0,46.11,0,20.8,20.8,NA,NA,NA,NA,NA,NA,NA,NA,2018,2018,NA,NA,NA,NA,NA,NA,NA,NA
"10069","10069",2766.73748248606,6.352,0,8.397,0,79.88,0,7.73,12.39,1,31.4,31.4,NA,NA,NA,NA,NA,NA,NA,NA,4633,4633,NA,NA,NA,NA,NA,NA,NA,NA
"1007","1007",961.900550424278,47.075,278.413,177.833,120.437,85.36,0,14.64,0,1,15.1,15.1,NA,NA,NA,NA,NA,NA,NA,NA,1998,1998,NA,NA,NA,NA,NA,NA,NA,NA
"10070","10070",2777.38285185853,0,0,0,43.771,75.38,0,0,24.62,0,29.4,29.4,NA,NA,NA,NA,NA,NA,NA,NA,3852,3852,NA,NA,NA,NA,NA,NA,NA,NA
"10071","10071",840.294527093536,0,0,0,0,38.59,0,9.11,52.3,0,13.6,13.6,NA,NA,NA,NA,NA,NA,NA,NA,1323,1323,NA,NA,NA,NA,NA,NA,NA,NA
"10072","10072",1017.90331316288,0,269.01,0,0,66.75,0,26.07,7.18,0,11.7,11.7,NA,NA,NA,NA,NA,NA,NA,NA,1461,1461,NA,NA,NA,NA,NA,NA,NA,NA
"10073","10073",2598.85857700871,0,0,0,0,45.98,0,0,54.02,0,37.4,37.4,37.5,37.5,NA,NA,NA,NA,NA,NA,3383,3383,3383,3383,NA,NA,NA,NA,NA,NA
"10074","10074",2592.03601165881,880.111,0,0,0,71.58,0,9.69,18.73,0,28.8,28.8,NA,NA,NA,NA,NA,NA,NA,NA,4028,4028,NA,NA,NA,NA,NA,NA,NA,NA
"10075","10075",1989.47585953875,114.848,34.669,7.982,33.556,73.41,0,6.05,20.54,1,26.3,26.3,NA,NA,NA,NA,NA,NA,NA,NA,3280,3280,NA,NA,NA,NA,NA,NA,NA,NA
"10076","10076",4586.89369895923,144.953,819.16,0,97.253,89.97,0,4.49,5.54,5,42.7,42.7,NA,NA,NA,NA,NA,NA,NA,NA,6982,6982,NA,NA,NA,NA,NA,NA,NA,NA
"10077","10077",2518.48455817949,1474.032,0,0,98.713,87.22,0,6.92,5.86,1,28.5,28.5,NA,NA,NA,NA,NA,NA,NA,NA,4188,4188,NA,NA,NA,NA,NA,NA,NA,NA
"10078","10078",1209.32832262544,0,0,0,0,98.82,0,0,1.18,0,9.7,9.7,NA,NA,NA,NA,NA,NA,NA,NA,1981,1981,NA,NA,NA,NA,NA,NA,NA,NA
"10079","10079",1078.11721813232,0,0,0,0,60.89,0,8.49,30.62,0,13.9,13.9,NA,NA,NA,NA,NA,NA,NA,NA,1517,1517,NA,NA,NA,NA,NA,NA,NA,NA
"1008","1008",5548.10626171528,2475.959,84.312,0,991.119,79.97,0,7.51,12.52,2,58.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7935,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10080","10080",2450.21894757253,1632.062,0,842.668,0,88.53,0,4.14,7.34,0,25.8,25.8,NA,NA,NA,NA,NA,NA,NA,NA,4529,4529,NA,NA,NA,NA,NA,NA,NA,NA
"10081","10081",4712.95212323048,1561.359,1360.934,0,551.562,88.21,0,2.14,9.65,3,46.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7316,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10082","10082",3339.77469527178,864.554,721.291,0,0,58.7,0,19.12,22.18,4,48.8,48.8,NA,NA,NA,NA,NA,NA,NA,NA,4806,4806,NA,NA,NA,NA,NA,NA,NA,NA
"10083","10083",3162.17967689487,610.186,200.91,84.634,251.231,64.57,2.26,14.88,18.29,3,43.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4488,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10084","10084",2797.17595037254,0,0,0,0,46.35,5.59,22,26.06,0,60.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5047,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10085","10085",2252.82591069549,53.496,0,0,441.733,80.9,0.3,16.14,2.66,1,34.1,34,NA,NA,NA,NA,NA,NA,NA,NA,4151,4151,NA,NA,NA,NA,NA,NA,NA,NA
"10086","10086",1139.66537620409,0,0,0,0,59.17,13.06,11.67,16.11,0,20.4,18.1,NA,NA,NA,NA,NA,NA,NA,NA,2212,2212,NA,NA,NA,NA,NA,NA,NA,NA
"10087","10087",1652.14065802046,238.18,0,0,65.314,73.63,0,14.63,11.73,1,15.1,15.1,NA,NA,NA,NA,NA,NA,NA,NA,2132,2132,NA,NA,NA,NA,NA,NA,NA,NA
"10088","10088",1156.34322428215,0,0,0,0,64.82,0,35.18,0,0,15.3,15.3,NA,NA,NA,NA,NA,NA,NA,NA,1694,1694,NA,NA,NA,NA,NA,NA,NA,NA
"10089","10089",1806.27473549673,308.992,57.457,588.724,42.424,84.2,0,0.36,15.44,0,20.5,20.5,NA,NA,NA,NA,NA,NA,NA,NA,3057,3057,NA,NA,NA,NA,NA,NA,NA,NA
"1009","1009",6731.53385740613,3161.304,602.235,0,245.515,84.98,1.01,2.5,11.51,3,53.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,8156,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10090","10090",1180.63868454417,29.842,0,0,0,92.48,0,0,7.52,1,9.9,9.9,NA,NA,NA,NA,NA,NA,NA,NA,1598,1598,NA,NA,NA,NA,NA,NA,NA,NA
"10091","10091",1130.86324233193,0,0,0,0,48.62,0,8.02,43.36,0,17.9,17.9,NA,NA,NA,NA,NA,NA,NA,NA,1691,1691,NA,NA,NA,NA,NA,NA,NA,NA
"10092","10092",1327.89887547943,949.807,0,0,0,81.63,0,6.57,11.8,0,20.3,20.3,NA,NA,NA,NA,NA,NA,NA,NA,2820,2820,NA,NA,NA,NA,NA,NA,NA,NA
"10093","10093",1008.58453857646,0,159.673,0,0,75.99,0,0,24.01,0,10.2,10.2,NA,NA,NA,NA,NA,NA,NA,NA,1385,1385,NA,NA,NA,NA,NA,NA,NA,NA
"10094","10094",1083.14015967451,0,0,0,43.771,48.7,0,26.57,24.74,0,17,17,NA,NA,NA,NA,NA,NA,NA,NA,1774,1774,NA,NA,NA,NA,NA,NA,NA,NA
"10095","10095",1497.91471047846,748.497,0,0,0,67.14,0,12.28,20.58,0,22.4,22.4,NA,NA,NA,NA,NA,NA,NA,NA,2544,2544,NA,NA,NA,NA,NA,NA,NA,NA
"10096","10096",1091.39669924492,0,0,0,222.101,60.77,0,1.77,37.46,0,17,17,NA,NA,NA,NA,NA,NA,NA,NA,1872,1872,NA,NA,NA,NA,NA,NA,NA,NA
"10097","10097",1246.37965925634,124.124,0,0,0,88.09,0,11.1,0.81,0,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2521,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10098","10098",3323.42538901359,253.12,0,0,183.583,28.02,0,43.02,28.96,0,73.3,73.3,NA,NA,NA,NA,NA,NA,NA,NA,5600,5600,NA,NA,NA,NA,NA,NA,NA,NA
"10099","10099",1806.23878218165,436.368,0,0,0,59.4,0,0,40.6,0,24.4,24.4,NA,NA,NA,NA,NA,NA,NA,NA,2574,2574,NA,NA,NA,NA,NA,NA,NA,NA
"101","101",1199.24809629657,817.588,0,0,0,100,0,0,0,0,20.2,20.2,NA,NA,NA,NA,NA,NA,NA,NA,2940,2940,NA,NA,NA,NA,NA,NA,NA,NA
"1010","1010",2076.50645060733,0,0,0,0,53.64,2.64,14.18,29.53,0,28.6,27.9,NA,NA,NA,NA,NA,NA,NA,NA,2952,2952,NA,NA,NA,NA,NA,NA,NA,NA
"10100","10100",1786.53833938956,105.58,13.432,78.017,115.324,75.82,3.21,12.69,8.28,2,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,2731,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10101","10101",4374.47776579916,849.085,292.162,0,116.015,58.89,0,5.91,35.21,1,63.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,6274,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10102","10102",902.514818910352,96.36,0,18.338,545.911,95.38,0,4.62,0,2,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2322,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10103","10103",5186.63178200844,1147.549,57.457,983.128,115.796,77.77,0,2.5,19.73,2,49.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6413,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10104","10104",1470.63296074573,860.946,0,0,136.025,72.43,0,3.94,23.63,1,19.4,19.4,NA,NA,NA,NA,NA,NA,NA,NA,2365,2365,NA,NA,NA,NA,NA,NA,NA,NA
"10105","10105",1594.40016546981,602.031,5.218,0,0,66.97,7.7,7.16,18.17,0,22.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2742,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10106","10106",3802.26872942501,979.159,353.262,15.592,226.285,81.47,0,3.29,15.24,3,44.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5919,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10107","10107",1276.28847290606,0,0,0,0,42.77,0,35.55,21.68,0,20.5,20.5,NA,NA,NA,NA,NA,NA,NA,NA,1898,1898,NA,NA,NA,NA,NA,NA,NA,NA
"10108","10108",2563.91372642921,649.3,0,0,0,57.65,0,31.74,10.61,0,33.5,33.5,NA,NA,NA,NA,NA,NA,NA,NA,3300,3300,NA,NA,NA,NA,NA,NA,NA,NA
"10109","10109",1695.12070999946,0,0,0,0,80.61,0,0,19.39,0,18.3,18.3,NA,NA,NA,NA,NA,NA,NA,NA,2511,2511,NA,NA,NA,NA,NA,NA,NA,NA
"1011","1011",2127.97638959815,0,0,0,0,46.14,0,17.39,36.47,0,33,33,NA,NA,NA,NA,NA,NA,NA,NA,2995,2995,NA,NA,NA,NA,NA,NA,NA,NA
"10110","10110",3424.39720795266,10.619,0,0,69.851,85.15,0,4.18,10.66,1,36.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5567,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10111","10111",4986.554226206,0,0,0,0,42.91,0,27.4,29.69,0,87.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,7827,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10112","10112",6211.10428074071,3055.673,602.235,16.215,268.464,82.17,2.17,0.57,15.09,3,59.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7997,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10113","10113",3144.24401818201,1061.277,0,0,0,45.8,0,12.03,42.18,0,45.8,45.8,NA,NA,NA,NA,NA,NA,NA,NA,4146,4146,NA,NA,NA,NA,NA,NA,NA,NA
"10114","10114",1414.4088959339,105.58,0,78.017,115.324,74.35,0,13.88,11.77,1,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10115","10115",1138.16375943707,0,0,0,0,54.17,0,0,45.83,0,26,26,NA,NA,NA,NA,NA,NA,NA,NA,2339,2339,NA,NA,NA,NA,NA,NA,NA,NA
