"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Chicago",2016,1,5915976,8949.96,1.46,0,0.59,78.68,0.15,5.56,15.59,7277639.149,40836,0.56,65.4,1.61,12.98,20.01,18329,21419,0,1088,17.71,"20260227_041347",18393,80518144
"Chicago",2016,2,5915976,8993.43,1.46,0,1.66,77.36,1.76,5.51,15.35,7277639.149,40836,0.56,65.4,1.61,12.98,20.01,18329,21419,0,1088,17.71,"20260227_041347",18466,81908230
"Chicago",2016,3,5915976,9512.3,1.45,0,4.47,51.08,2.31,36.01,10.58,7277639.149,40836,0.56,65.4,1.61,12.98,20.01,18329,21419,0,1088,17.71,"20260227_041347",19881,122973211
"Chicago",2016,4,5915976,8599.39,1.31,0,3.03,25.79,0.75,14.31,59.13,7277639.149,40836,0.56,65.4,1.61,12.98,20.01,18329,21419,0,1088,17.71,"20260227_041347",19992,207107128
"Chicago",2021,1,5915976,9233.95,1.46,3.17,1.02,83.48,0.19,4.12,12.2,8112875.446,72850,0.9,70.73,1.54,10.47,17.26,23815,20746,19236,9053,17.71,"20260227_041347",18950,86562739
"Chicago",2021,2,5915976,9266.81,1.46,3.04,2.05,81.78,2.12,3.98,12.1,8112875.446,72850,0.9,70.73,1.54,10.47,17.26,23815,20746,19236,9053,17.71,"20260227_041347",19021,87755791
"Chicago",2021,3,5915976,9456.33,1.44,-0.59,5.48,55.73,2.32,32.88,9.05,8112875.446,72850,0.9,70.73,1.54,10.47,17.26,23815,20746,19236,9053,17.71,"20260227_041347",19831,128760605
"Chicago",2021,4,5915976,8572.82,1.31,-0.31,4.62,32.74,0.89,15.27,51.08,8112875.446,72850,0.9,70.73,1.54,10.47,17.26,23815,20746,19236,9053,17.71,"20260227_041347",19882,223573482
"Chicago",2026,1,5915976,9377.86,1.44,4.78,5.83,93.09,0.32,0.96,5.62,8118386.917,161252,1.99,80.68,2.35,5.56,11.42,37225,88290,32364,3372,17.71,"20260227_041347",19669,101576641
"Chicago",2026,2,5915976,9379.72,1.43,4.3,8,87.56,6.16,0.93,5.34,8118386.917,161252,1.99,80.68,2.35,5.56,11.42,37225,88290,32364,3372,17.71,"20260227_041347",19724,104060430
"Chicago",2026,3,5915976,9358.27,1.42,-1.62,12.86,64.57,8.32,22.44,4.66,8118386.917,161252,1.99,80.68,2.35,5.56,11.42,37225,88290,32364,3372,17.71,"20260227_041347",19868,131785566
"Chicago",2026,4,5915976,8568.36,1.3,-0.36,9.78,38.79,4.53,11.26,45.4,8118386.917,161252,1.99,80.68,2.35,5.56,11.42,37225,88290,32364,3372,17.71,"20260227_041347",19881,228937349
