"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Nantes",2016,1,357903,8054.15,1.55,0,37.01,88.24,0.9,4.7,6.14,4838765.1,391017,8.08,65.09,2.05,13.15,19.72,82764,197599,27243,83410,21.47,"20260228_025241",19351,47018145
"Nantes",2016,2,357903,8059.87,1.54,0,36.13,85.39,4.31,4.48,5.79,4838765.1,391017,8.08,65.09,2.05,13.15,19.72,82764,197599,27243,83410,21.47,"20260228_025241",19530,51021064
"Nantes",2016,3,357903,7902.1,1.49,0,41.15,67.41,5.23,23.18,4.17,4838765.1,391017,8.08,65.09,2.05,13.15,19.72,82764,197599,27243,83410,21.47,"20260228_025241",19958,76626559
"Nantes",2016,4,357903,7307.97,1.39,0,49.73,43.55,4.43,20.96,31.05,4838765.1,391017,8.08,65.09,2.05,13.15,19.72,82764,197599,27243,83410,21.47,"20260228_025241",20000,117348469
"Nantes",2021,1,357903,8069.98,1.56,0.2,35.61,87.9,2.16,4.76,5.14,5328661.92,431140,8.09,64.14,5.26,13,17.6,102914,201437,26258,100531,21.47,"20260228_025241",19311,40933611
"Nantes",2021,2,357903,8014.99,1.53,-0.56,38.57,77.44,13.7,4.39,4.45,5328661.92,431140,8.09,64.14,5.26,13,17.6,102914,201437,26258,100531,21.47,"20260228_025241",19585,49912903
"Nantes",2021,3,357903,7834.84,1.48,-0.85,42.3,60.66,14.1,21.75,3.47,5328661.92,431140,8.09,64.14,5.26,13,17.6,102914,201437,26258,100531,21.47,"20260228_025241",19985,77431133
"Nantes",2021,4,357903,7306.82,1.38,-0.02,51.64,37.47,11.54,19.8,31.16,5328661.92,431140,8.09,64.14,5.26,13,17.6,102914,201437,26258,100531,21.47,"20260228_025241",20000,113572657
"Nantes",2026,1,357903,8082.13,1.53,0.35,42.82,91.64,1.45,2.64,4.25,5887674.968,534649,9.08,68.53,4.89,10.86,15.71,129816,207623,72782,124428,21.47,"20260228_025241",19585,44721591
"Nantes",2026,2,357903,7981.21,1.5,-0.98,44.82,84.14,9.39,2.45,4,5887674.968,534649,9.08,68.53,4.89,10.86,15.71,129816,207623,72782,124428,21.47,"20260228_025241",19652,52009797
"Nantes",2026,3,357903,7706.22,1.45,-2.48,48.74,69.27,10.92,16.26,3.53,5887674.968,534649,9.08,68.53,4.89,10.86,15.71,129816,207623,72782,124428,21.47,"20260228_025241",19736,75440220
"Nantes",2026,4,357903,7235.84,1.36,-0.99,56.69,48.23,9.4,15.39,26.96,5887674.968,534649,9.08,68.53,4.89,10.86,15.71,129816,207623,72782,124428,21.47,"20260228_025241",19742,104706389
