"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Kyoto",2016,1,1632320,6048.37,1.47,0,0,56.62,4.49,24.89,13.98,6985417.005,0,0,36.49,6.02,37.42,20.07,0,0,0,0,15.82,"20260227_011219",18578,11753229
"Kyoto",2016,2,1632320,6379.74,1.48,0,0,42.3,24.55,22.86,10.27,6985417.005,0,0,36.49,6.02,37.42,20.07,0,0,0,0,15.82,"20260227_011219",19363,14832923
"Kyoto",2016,3,1632320,6089.46,1.37,0,0,18.55,15.59,63.27,2.58,6985417.005,0,0,36.49,6.02,37.42,20.07,0,0,0,0,15.82,"20260227_011219",19991,43791028
"Kyoto",2016,4,1632320,5637.3,1.27,0,0,11.31,10.01,34.94,43.72,6985417.005,0,0,36.49,6.02,37.42,20.07,0,0,0,0,15.82,"20260227_011219",19992,60948125
"Kyoto",2021,1,1632320,6401.96,1.46,5.85,0,82.71,3.44,8.77,5.06,8144006.574,0,0,47.74,6.77,27.59,17.91,0,0,0,0,15.82,"20260227_011219",19688,24172229
"Kyoto",2021,2,1632320,6378.45,1.44,-0.02,0,67.85,20.75,7.31,4.07,8144006.574,0,0,47.74,6.77,27.59,17.91,0,0,0,0,15.82,"20260227_011219",19853,30598238
"Kyoto",2021,3,1632320,5967.38,1.34,-2,0,41.74,17.22,39.05,1.98,8144006.574,0,0,47.74,6.77,27.59,17.91,0,0,0,0,15.82,"20260227_011219",19975,49527207
"Kyoto",2021,4,1632320,5610.24,1.26,-0.48,0,24.65,11.79,23.99,39.56,8144006.574,0,0,47.74,6.77,27.59,17.91,0,0,0,0,15.82,"20260227_011219",19980,63615236
"Kyoto",2026,1,1632320,6412.69,1.45,6.02,0,86.5,2.04,7.73,3.7,8772763.624,0,0,52.81,6.78,22.09,18.33,0,0,0,0,15.82,"20260227_011219",19807,26294778
"Kyoto",2026,2,1632320,6366.99,1.43,-0.2,0,68.61,21.93,6.32,3.13,8772763.624,0,0,52.81,6.78,22.09,18.33,0,0,0,0,15.82,"20260227_011219",19909,32347700
"Kyoto",2026,3,1632320,5920.15,1.32,-2.78,0,43.03,17.53,37.66,1.76,8772763.624,0,0,52.81,6.78,22.09,18.33,0,0,0,0,15.82,"20260227_011219",19987,51431168
"Kyoto",2026,4,1632320,5607.49,1.26,-0.53,0,27.44,12.04,25.58,34.91,8772763.624,0,0,52.81,6.78,22.09,18.33,0,0,0,0,15.82,"20260227_011219",19995,62338408
