"city","year","lts","population","avg_distance_m","avg_circuity","avg_dist_change_pct","pct_ci_route","pct_lts1","pct_lts2","pct_lts3","pct_lts4","total_road_m","total_ci_m","pct_ci_total","pct_lts1_total","pct_lts2_total","pct_lts3_total","pct_lts4_total","ci_type_sep_m","ci_type_paint_m","ci_type_mixed_m","ci_type_foot_m","processing_time_minutes","run_timestamp","found_routes","access_15min_vol"
"Lyon",2016,1,947659,7708.29,1.52,0,34.95,72.5,1.9,12.33,13.25,4863741.616,306914,6.31,38.81,3.33,31.56,26.31,109461,134467,31922,31063,22.67,"20260226_081130",18383,31000337
"Lyon",2016,2,947659,7780.04,1.51,0,35.56,67.87,8.22,12.42,11.47,4863741.616,306914,6.31,38.81,3.33,31.56,26.31,109461,134467,31922,31063,22.67,"20260226_081130",18778,36566612
"Lyon",2016,3,947659,7945.04,1.47,0,32.73,43.45,7.92,43.24,5.38,4863741.616,306914,6.31,38.81,3.33,31.56,26.31,109461,134467,31922,31063,22.67,"20260226_081130",19994,66157939
"Lyon",2016,4,947659,7120.75,1.32,0,28.93,22.51,5,25.57,46.91,4863741.616,306914,6.31,38.81,3.33,31.56,26.31,109461,134467,31922,31063,22.67,"20260226_081130",19994,100830707
"Lyon",2021,1,947659,7930.88,1.51,2.89,41.9,79.15,2.52,9.11,9.21,5646404.826,422962,7.49,48.06,5.68,22.62,23.64,131359,189207,71232,31164,22.67,"20260226_081130",19175,37772866
"Lyon",2021,2,947659,7956.66,1.49,2.27,41.28,72.41,10.69,9.22,7.67,5646404.826,422962,7.49,48.06,5.68,22.62,23.64,131359,189207,71232,31164,22.67,"20260226_081130",19496,44506321
"Lyon",2021,3,947659,7760.02,1.43,-2.33,42.71,51.91,11.1,31.91,5.08,5646404.826,422962,7.49,48.06,5.68,22.62,23.64,131359,189207,71232,31164,22.67,"20260226_081130",19930,68483972
"Lyon",2021,4,947659,7109.98,1.32,-0.15,45.45,28.25,6.91,21.6,43.23,5646404.826,422962,7.49,48.06,5.68,22.62,23.64,131359,189207,71232,31164,22.67,"20260226_081130",19941,98424850
"Lyon",2026,1,947659,7983.81,1.49,3.57,56.49,88,4.38,1.78,5.83,6049678.791,573614,9.48,58.44,13.37,7.47,20.72,168340,248969,106146,50159,22.67,"20260226_081130",19581,45905364
"Lyon",2026,2,947659,7834.38,1.44,0.7,58.87,70.05,23.68,1.54,4.71,6049678.791,573614,9.48,58.44,13.37,7.47,20.72,168340,248969,106146,50159,22.67,"20260226_081130",19886,61368185
"Lyon",2026,3,947659,7821.86,1.44,-1.55,59.54,67.43,22.7,5.69,4.16,6049678.791,573614,9.48,58.44,13.37,7.47,20.72,168340,248969,106146,50159,22.67,"20260226_081130",19907,63943889
"Lyon",2026,4,947659,7322.62,1.35,2.83,59.71,42.66,16.43,3.86,37.03,6049678.791,573614,9.48,58.44,13.37,7.47,20.72,168340,248969,106146,50159,22.67,"20260226_081130",19929,88580530
