"city","year","lts","found_routes","access_15min_vol"
"london",16,3,19948,183876767
"london",16,4,19948,399762972
"london",21,3,19947,170650559
"london",21,4,19948,378227729
"london",26,3,19942,148895433
"london",26,4,19944,295340675
"london",16,1,19951,370762905
"london",16,2,19984,1015639143
"london",19,1,19979,634618588
"london",19,2,19984,1413934963
"london",21,1,19923,617593103
"london",21,2,19929,1342345899
"london",24,1,19929,645204220
"london",24,2,19933,1238643925
"london",26,1,19946,664958979
"london",26,2,19948,1257687410
