"city","year","lts","found_routes","access_15min_vol"
"hannover",16,1,20000,48153221
"hannover",18,1,19983,49462126
"hannover",20,1,19983,50123138
"hannover",22,1,20000,49750601
"hannover",24,1,20000,49515749
"hannover",26,1,19966,47960812
